,name,title,title2,title3,education
229,Yuan-Chu Ruby Lam,Professor of Chinese,,,"B.A., M.A., Ph.D., Harvard University"
230,Karen Lange,Assistant Professor of Mathematics,,,"B.A., Swarthmore College; M.S., Ph.D., University of Chicago"
231,Gabriel Langfur,Music Instructor of Trombone,,,"B.A., Oberlin College; B.M., Oberlin Conservatory; M.M., New England Conservatory"
232,Steve Langone,Music Performance Faculty in Jazz-Rock-Latin Drums,,,"B.A., Berklee College of Music"
233,Riyaz Latif,Visiting Lecturer in South Asia Studies,,,"Dip.Arch., Institute of Environmental Design, India; M.A., Ph.D., University of Minnesota"
234,Flavia LaviosaA2,Senior Lecturer in Italian Studies,,,"B.A., University of Bari (Italy); M.A., Ph.D., State University of New York (Buffalo)"
235,Amanda Leahy,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Bowdoin College"
236,Josh Lederman,Visiting Lecturer in the Writing Program,,,"B.A., Clark University; M.F.A., Boston University; Ph.D., Indiana University of Pennsylvania"
237,Eun-Jo Lee,Lecturer in Korean,,,"B.A., Ewha Women's University; M.A., University of Texas (Austin)"
238,Sohie Moody Lee,Senior Instructor in Computer Science Laboratory,,,"B.S., Cornell University; M.S., Stanford University; Ph.D., University of California (San Diego)"
239,Sun-Hee Lee,Associate Professor of Korean,,,"B.A., M.A., Ph.D., Yonsei University; Ph.D., Ohio State University"
240,Yoon Sun Lee,Professor of Engish,,,"A.B., Harvard College; Ph.D., Yale University"
241,Callie Lekas,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
242,Phillip LevineA2,Katharine Coman and A. Barton Hepburn Professor of Economics,,,"B.S., M.S., Cornell University; Ph.D., Princeton University"
243,Andrea Gayle LevittA1,Margaret Clapp '30 Distinguished Alumna Professor of French and Linguistics,,,"B.A., Wellesley College; M.A., M.Phil., Ph.D., Yale University"
244,Peggy Levitt,Professor of Sociology,,,"B.A., Brandeis University; M.S., Columbia University; Ph.D., Massachusetts Institute of Technology"
245,David Lindauer,Stanford Calderwood Professor of Economics,,,"B.S., City College of City University of New York; A.M., Ph.D., Harvard University"
246,Heping LiuA,Associate Professor of Art,,,"B.A., Guangzhou Institute of Foreign Languages (China); M.A., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
247,Liang Kok Liung,"Instructor in Physical Education, Recreation and Athletics",,,
248,Melinda LopezA,Lecturer in Theatre Studies,,,"B.A., Dartmouth College; M.A., Boston University"
249,Margery LucasA1,Professor of Psychology and Cognitive and Linguistic Sciences,,,"B.S., Pennsylvania State University; M.S., Ph.D., University of Rochester"
250,Barry Lydgate,Professor of French,,,"B.A., M.Phil., Ph.D., Yale University"
251,Kathryn L. Lynch,Katharine Lee Bates and Sophie Chantal Hart Professor of English,Dean of Faculty Affairs,,"B.A., Stanford University; M.A., Ph.D., University of Virginia"
252,Barbara Lynn-Davis,Visiting Lecturer in Art,,,"B.A., Brown University; M.A., Williams College; Ph.D., Princeton University"
253,Paul MacDonaldA,Assistant Professor of Political Science,,,"B.A., University of California (Berkeley); M.A., Ph.D., Columbia University"
254,Yoshimi Maeno,Senior Lecturer in Japanese,,,"B.A., Baika Women's College (Japan); M.A., West Virginia University; Ed.M., Ed.D., Harvard University"
255,Martin A. Magid,Professor of Mathematics,,,"B.A., Brown University; M.S., Yale University; Ph.D., Brown University"
256,Patricia Magill,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Marquette University"
257,Sherry D. Makerney,PERA Assistant Professor of the Practice,,,"B.S., University of Northern Colorado"
258,Frances MalinoA2,Sophia Moses Robison Professor of Jewish Studies and History,,,"B.A., Skidmore College; M.A., Ph.D., Brandeis University"
259,Layli Maparyan,Professor of Africana Studies,"Katherine Stone Kaufmann ’67 Executive Director,  Wellesley Centers for Women",,"B.A., Spelman College; M.S., Penn State University; Ph.D., Temple University"
260,Stephen Anthony MariniA2,Elisabeth Luce Moore Professor of Christian Studies,Professor of Religion,,"B.A., Dickinson College; Ph.D., Harvard University"
261,Louise Marlow,Professor of Religion,,,"B.A., Cambridge University; M.A., Ph.D., Princeton University"
262,Amy Bliss Marshall,Mellon Postdoctoral Fellow in East Asian Languages & Cultures and History,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Brown University"
263,Eugene MarshallA,Assistant Professor of Philosophy,,,"Ph.D., University of Wisconsin (Madison)"
264,Nancy Marshall,Adjunct Associate Professor of Women's and Gender Studies,,,"B.A., Oberlin College; M.A., University of Connecticut (Storrs); Ed.D., Harvard University"
265,Lance Alexander Martin,Music Performace Faculty in Jazz Flute,,,
266,Meredith MartinA,Assistant Professor of Art,,,"B.A., Princeton University; M.A., Ph.D., Harvard University"
267,Catherine Masson,Professor of French,,,"Licence, Maîtrise, Université de Haute Bretagne (Rennes); Ph.D., University of Michigan (Ann Arbor)"
268,Irene Mata,Assistant Professor of Women's and Gender Studies,,,"B.A., M.A., New Mexico State University; Ph.D., University of California (San Diego)"
269,Katherine Matasy,Senior Music Performance Faculty in Clarinet and Classical Saxophone,,,"B.A., M.M.A., New England Conservatory of Music"
270,Y. Tak Matsusaka,Associate Professor of History,,,"B.A., Brandeis University; M.A., Ph.D., Harvard University"
271,Julie Ann Matthaei,Professor of Economics,,,"B.A., University of Michigan (Ann Arbor); M.A., M.Phil., Ph.D., Yale University"
272,Erich Hatala Matthes,Assistant Professor of Philosophy,,,"B.A., Yale University; Ph.D., University of California (Berkeley)"
273,Adam G. Matthews,Visiting Lecturer in Biological Sciences,,,"A.B., Ph.D., Harvard University"
274,Andrea Matthews,Senior Music Performance Faculty in Voice,,,"A.B., Princeton University"
275,Heather Rose Mattila,Knafel Assistant Professor of Natural Sciences,Assistant Professor of Biological Sciences,,"B.Sc., Ph.D., University of Guelph (Ontario, Canada)"
276,Deborah C. MatznerA,Assistant Professor of Anthropology,,,"B.A., Columbia University; M.A., Ph.D., New York University"
277,Jacqueline McAllister,Visiting Lecturer in Political Science,,,"B.A., Wellesley College; M.A., Northwestern University"
278,Amanda M. McCarthy,Senior Instructor in Chemistry Laboratory,,,"B.S., M.S., Syracuse University"
279,Janet McDonough,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Simmons College; M.S., Harvard University"
280,Patrick J. McEwan,Associate Professor of Economics,,,"B.A., University of Illinois (Urbana-Champaign); M.A., Ph.D., Stanford University"
281,Phyllis McGibbon,Professor of Art,,,"B.F.A., M.F.A., University of Wisconsin (Madison)"
282,Tracy L. McGinnis,Music Performance Faculty in Bassoon,,,"B.M.A.S., University of Delaware; M.M., New England Conservatory of Music"
283,Mary Kate McGowan,Luella LaMer Professor of Women's Studies,Professor of Philosophy,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
284,Alison G. McIntyre,Virginia Onderdonk '29 Professor of Philosophy,,,"B.A., M.A., Tufts University; Ph.D., Princeton University"
285,Robin McKnight,Associate Professor of Economics,,,"B.A., Amherst College; Ph.D., Massachusetts Institute of Technology"
286,Meghan McLaughlin,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Saint Michael's College"
287,Kim Katris McLeodA,Professor of Astronomy,,,"B.A., Cornell University; Ph.D., University of Arizona"
288,Craig McNutt,Music Performance  Faculty in Percussion,,,"B.M., Hartt School of Music; M.M., Yale University; D.M.A., New England Conservatory of Music"
289,Julia M. McPhee,PERA Associate Professor of the Practice,,,"B.A., Middlebury College; M.A., Trinity College"
290,Salem Mekuria,Professor of Art,,,"B.A., Macalester College; M.A., San Francisco State University"
291,Qing-Min MengA,Senior Lecturer in Art,,,"B.F.A, Shanghai Teachers' University; M.F.A., Miami University (Ohio)"
292,Ifeanyi A. Menkiti,Professor of Philosophy,,,"B.A., Pomona College; M.S., Columbia University; M.A., New York University"
293,Emileigh M. Mercer,"Instructor in Physical Education, Recreation and Athletics",,,"A.B., Bowdoin College"
294,P. Takis Metaxas,Professor of Computer Science,,,"B.Sc., University of Athens (Greece); Ph.D., Dartmouth College"
295,Susan L. Meyer,Professor of English,,,"B.A., Johns Hopkins University; M.A., University of California (Los Angeles); M.A., M.Phil., Ph.D., Yale University"
296,Cercie Miller,Senior Music Performance Faculty in Jazz Saxophone,,,"Director, Wellesley BlueJazz"
297,Darakhshan Mir,Norma Wilentz Hess Fellow in Computer Science,,,"B.Tech., National Institute of Technology (India); M.S., George Washington University"
298,Julia Hendrix Miwa,Associate Professor of Chemistry,,,"B.A., Haverford College; Ph.D., Massachusetts Institute of Technology"
299,Tony Mohammed,PERA Assistant Professor of the Practice,,,"B.A., Kenyon College; M.A., St. Lawrence University"
300,Katrin Monecke,Assistant Professor of Geosciences,,,"B.S., M.S., University of Hannover (Germany); Ph.D., Institute of Technology (Zurich, Switzerland)"
301,Katharine H.S. MoonA,Edith Stix Wasserman Professor of Asian Studies,Professor of Political Science,,"A.B., Smith College; M.A., Ph.D., Princeton University"
302,Marianne V. Moore,Professor of Biological Sciences,,,"B.A., Colorado College; M.S., Iowa State University; Ph.D., Dartmouth College"
303,Codruţa  MorariA,Assistant Professor of French,,,"B.A., Babes-Bolyai University (Romania), B.A.,M.A., Ph.D., University of Paris III"
304,Carolyn A. Morley,Professor of Theatre Studies and Japanese,,,"B.A., Oberlin College; M.A., University of British Columbia; Ph.D., Columbia University"
305,Andrew Mowbray,Visiting Lecturer in Art,,,"B.F.A., Maryland Institute College of Art; M.F.A., Cranbrook Academy of Art"
306,James Moyer,Instructor in Chemistry Laboratory,,,"B.S., Marquette University; M.S., Ph.D., Yale University"
307,Nancy Elliott Mukundan,Instructor in Chemistry Laboratory,,,"B.A., Wellesley College; Ph.D., Emory University"
308,Craig N. Murphy,M. Margaret Ball Professor of International Relations,Professor of Political Science,,"B.A., Grinnell College; M.A., Ph.D., University of North Carolina (Chapel Hill)"
309,Jacqueline Marie Musacchio,Professor of Art,,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
310,Eni Mustafaraj,Visiting Lecturer in Computer Science,,,"M.Eng., Polytechnic University of Tirana (Albania); Ph.D., Philipps-Universität Marburg (Germany)"
311,Jennifer Musto,Assistant Professor of Women's and Gender Studies,,,"B.A., DePaul University; M.A., Ph.D., University of California (Los Angeles)"
312,Maria Dulce F. Natividad,Mellon Postdoctoral Fellow in Women's and Gender Studies,,,"B.A., University of the Philippines; M.P.H., Ph.D., Columbia University"
313,Sam Nelson,Visiting Lecturer in the Writing Program,,,"B.A., Wake Forest University; M.S., Ph.D., Stanford University"
314,Seth Neumuller,Assistant Professor of Economics,,,"B.S., Rice University; M.A., Ph.D., University of California (Los Angeles)"
315,Kanako Nishikawa,Coach/accompanist,,,"B.M., Toho School of Music (Tokyo); M.M., New England Conservatory"
316,James William Noggle,Professor of English,,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
317,Thomas Nolden,Professor of German,,,"Staatsexamen, Universität Tübingen; M.A., Ph.D., Yale University"
318,Julie K. Norem,Margaret Hamm Professor of Psychology,,,"A.B., University of Chicago; Ph.D., University of Michigan"
319,Megan Núñez,Associate Professor of Chemistry,,,"B.A., Smith College; Ph.D., California Institute of Technology"
320,Elizabeth Oakes,Instructor in Chemistry Laboratory,,,"B.A., Bryn Mawr College; Ph.D., University of Wisconsin (Madison)"
321,Pashington ObengA2,Associate Professor of Africana Studies,,,"B.A., University of Ghana; Th.M., Princeton Theological Seminary; Ph.D., Boston University"
322,Kimberly H. O'Donnell,Senior Lecturer in Biological Sciences,,,"A.B., Brown University; Ph.D., Brandeis University"
323,James Oles,Senior Lecturer in Art,,,"B.A., Yale University; J.D., University of Virginia; M. Phil., Ph.D., Yale University"
324,David Olsen,Assistant Professor of Art,,,"B.F.A., University of Washington (Seattle); M.A., M.F.A., University of Wisconsin (Madison)"
325,Keri O'Meara,PERA Associate Professor of the Practice,,,"B.A., Montclair State University; Ed.M., Bloomsburg University"
326,R. Alexander D. Orquiza,Mellon Postdoctoral Fellow in American Studies,,,"B.A., University of California (Berkeley); M.S., University of Edinburgh; M.A., Ph.D., Johns Hopkins University"
327,Alejandra Osorio,Associate Professor of History,,,"B.A., M.A., New York University; Ph.D., State University of New York at Stony Brook"
328,Geofred Osoro,Visiting Lecturer in Africana Studies,,,"B.A., Moi University; M.A., University of Nairobi"
329,Liz Owen,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Minnesota"
330,Kazuko Ozawa,Lecturer in Japanese,,,"B.A., Sacred Heart University (Tokyo)"
331,Robert L. PaarlbergA,Betty Freyhof Johnson '44 Professor of Political Science,,,"B.A., Carleton College; Ph.D., Harvard University"
332,John S. Park,Visiting Lecturer in Political Science,,,"B.A., University of Toronto; M.Phil., Ph.D., Cambridge University"
333,Sergio Parussa,Associate Professor of Italian Studies,,,"Laurea in Lettere, Università degli studi di Torino (Italy); M.A., Ph. D., Brown University"
334,Donna A. Patterson,Assistant Professor of Africana Studies,,,"B.A., University of Houston; M.A., Ph.D., Indiana University"
335,Timothy Walter Hopkins PeltasonA1,Professor of English,,,"A.B., Harvard College; M.A., Ph.D., Yale University"
336,T. Kaye Peterman,Susan M. Hallowell and Ruby Frances Howe Farwell Professor of Biological Sciences,,,"B.S., Texas A & M University; Ph.D., Duke University"
337,James Michael Petterson,Professor of French,,,"B.A., Reed College; M.A., Columbia University; Ph.D., University of California (Berkeley)"
338,Caitlin Pickul,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Providence College; M.B.A., Loyola University Chicago"
339,Elizabeth Pierce,Visiting Lecturer in Geosciences,,,"B.A., Williams College; M.A., M.Phil., Ph.D., Columbia University"
340,Jessica Polito,Lecturer in the Quantitative Reasoning Program,,,"B.A., Harvard University; Ph.D., University of California (Berkeley)"
341,Anjali Prabhu,Professor of French,,,"B.A., Jawaharlal Nehru University (India); M.A., Purdue University; Ph.D., Duke University"
342,Rhys Price Jones,Visiting Lecturer in Computer Science,,,"B.A., University of Oxford; M.Sc., University of Calgary; M.S., Indiana University"
343,Mark David  Prokosch,Visiting Lecturer in Psychology,,,"B.S., University of New Mexico; M.A., Ph.D., University of California (Davis)"
344,Taryn Provencher,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Syracuse University"
345,Jennie E. PyersA2,Associate Professor of Psychology,,,"B.A., Smith College; Ph.D., University of California (Berkeley)"
346,Ginny Quinan,Instructor in Neuroscience Laboratory,,,"B.A., Regis College"
347,Ryan Alexander QuintanaA,Assistant Professor of History,,,"B.A., University of Tennessee (Knoxville); M.A., Ph.D., University of Wisconsin (Madison)"
348,William W. Quivers,Associate Professor of Physics,,,"B.S., Morehouse College; S.M., Ph.D., Massachusetts Institute of Technology"
349,Mala Radhakrishnan,Assistant Professor of Chemistry,,,"A.B., Harvard University; Ph.D., Massachusetts Institute of Technology"
350,Smitha Radhakrishnan,Assistant Professor of Sociology,,,"A.B., M.A., Ph.D., University of California (Berkeley)"
351,Marta Rainer,Visiting Lecturer in Theatre Studies,,,"B.A., Wellesley College; M.A., Antioch University"
352,Yasmine Ramadan,Mellon Postdoctoral Fellow in Middle Eastern Studies,,,"B.A., M.A., American University (Cairo); M.A., M.Phil., Columbia University"
353,Carlos Ramos,Professor of Spanish,,,"Licenciatura, Universidad Central de Barcelona; M.A., Emerson College; Ph.D., Boston University"
354,Valerie Ramseyer,Associate Professor of History,,,"A.B., Smith College; M.A., Ph.D., University of Chicago"
355,Nikhil RaoA2,Associate Professor of History,,,"B.A., Stanford University; M.A., Ph.D., University of Chicago"
356,Rachel  Reekstin,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., M.A., Concordia University (Irvine)"
357,Paul I. Reisberg,Adjunct Assistant Professor of Chemistry,,,"B.S., Rensselaer Polytechnic Institute; Ph.D., Rice University"
358,Joy Renjilian-Burgy,Associate Professor of Spanish,,,"B.A., Mount Holyoke College; A.M., Harvard University"
359,Dave Renninger,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Connecticut College"
360,Susan M. Reverby,Marion Butler McLean Professor in the History of Ideas,Professor of Women's and Gender Studies,,"B.S., Cornell University; M.A., New York University; Ph.D., Boston University"
361,Daniela RiveraA1,Assistant Professor of Art,,,"M.F.A., Museum of Fine Arts (Boston)"
362,Lois P. Roach,Lecturer in Theatre Studies,,,"B.S., Emerson College; M.A., Lesley College"
363,Nicholas L. Rodenhouse,Frost Professor in Environmental Science,Professor of Biological Sciences,,"A.B., Hope College; M.S., Iowa State University; Ph.D., Dartmouth College"
364,Lisa Rodensky,Barbara Morris Caspersen Associate Professor in the Humanities,Associate Professor of English,,"B.A., Wellesley College; J.D., Harvard Law School; Ph.D., Boston University"
365,Guy M. RogersA1,Mildred Lane Kemper Professor of History and Classical Studies,,,"B.A., University of Pennsylvania; B.A., University of London; M.A., Ph.D., Princeton University"
366,Lawrence A. RosenwaldA,Anne Pierce Rogers Professor of American Literature,Professor of English,,"B.A., M.A., Ph.D., Columbia University"
367,Casey G. Rothschild,Diana Chapman Walsh Assistant Professor of Economics,,,"A.B., Princeton University; Ph.D., Massachusetts Institute of Technology"
368,Noah A. Rubin,Visiting Lecturer in Education,,,"B.A., Sarah Lawrence College; M.S., Bank Street College of Education; Ph.D., Harvard Graduate School of Education"
369,David Russell,Music Performance Faculty in Cello,"Director, Wellesley Chamber Music Society",,"B.M., Eastman School; M.M., University of Akron; D.M.A., SUNY (Stony Brook)"
370,Dana Russian,Music Performance Faculty in Trumpet,,,"B.A., Colby College"
371,Markella B. Rutherford,Associate Professor of Sociology,,,"B.A., Mississippi College; M.A., University of Memphis; Ph.D., University of Virginia"
372,Margery M. Sabin,Lorraine C. Wang Professor of English,,,"B.A., Radcliffe College; M.A., Ph.D., Harvard University"
373,Nancy Scherer,Associate Professor of Political Science,,,"B.A., Lafayette College; J.D., Emory University; Ph.D., University of Chicago"
374,Andrew SchultzA,Assistant Professor of Mathematics,,,"B.S., Davidson College; M.S., Ph.D., Stanford University"
375,Adam Schwartz,Senior Lecturer in the Writing Program,,,"B.A., Macalester College; M.A., University of Chicago; M.F.A., Ph.D., University of Iowa"
376,Betsy Lin Seder,Visiting Lecturer in Art,,,"B.A., Brown University; M.A, New York University; M.F.A., University of California (Irvine)"
377,Inela Selimović,Visiting Lecturer in Spanish,,,"B.A., University of the South; M.A., Ph.D, University of Kentucky"
378,Andrea S. Sequeira,Associate Professor of Biological Sciences,,,"M.S., Ph.D., University of Buenos Aires (Argentina)"
379,Orit Shaer,Clare Boothe Luce Assistant Professor of Computer Science,,,"B.A., Academic College of Tel-Aviv; M.S., Ph.D., Tufts University"
380,Sima Shakhsari,Assistant Professor of Women's and Gender Studies,,,"B.S., M.A., San Francisco State University; Ph.D., Stanford University"
381,Lois Shapiro,Senior Music Performance Faculty in Piano,,,"B.Mus., Peabody Institute of Music; M.Mus., Yale University School of Music; D.Mus., Indiana University School of Music (Bloomington)"
382,Kartini ShastryA1,Assistant Professor of Economics,,,"A.B., Brown University; A.M., Ph.D., Harvard University"
383,Aaron Sheehan,Music Performance Faculty in Voice,,,"B.A., Luther College; M.M., Indiana University (Bloomington)"
384,Andrew Shennan,Professor of History,Provost and Dean of the College,,"B.A., M.A., Ph.D., Cambridge University (Corpus Christi College)"
385,Vernon L. ShetleyA,Professor of English,,,"A.B., Princeton University; M.A., M.Phil., Ph.D., Columbia University"
386,Alan Shuchat,Professor of Mathematics,,,"B.S., Massachusetts Institute of Technology; M.S., Ph.D., University of Michigan (Ann Arbor)"
387,Neelima Shukla-Bhatt,Associate Professor of South Asia Studies,,,"B.A., M.A., Maharaja Sayajirao University of Baroda (India); M.Div., Ph.D., Harvard University"
388,Randy Shull,Professor of Computer Science,,,"B.A., Humboldt State University; M.S., University of New Hampshire; M.A., Ph.D., Dartmouth College"
389,Frederic W. Shultz,Professor of Mathematics,,,"B.S., California Institute of Technology; Ph.D., University of Wisconsin (Madison)"
390,Olga Shurchkov,Assistant Professor of Economics,,,"B.A., Wellesley College; Ph.D., Massachusetts Institute of Technology"
391,Daniel Sichel,Professor of Economics,,,"B.A., M.P.P., University of Michigan; Ph.D., Princeton University"
392,Marilyn Sides,Senior Lecturer in English,,,"B.A., M.A., University of Utah; Ph.D., Johns Hopkins University"
393,Linda M. Sieck,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., William Paterson College"
394,Edward SilverA,Assistant Professor of Religion,,,"B.A., University of Minnesota (Twin Cities); A.M., Ph.D., University of Chicago"
395,Steven Simon,Visiting Lecturer in Mathematics,,,"B.A., Yale University; Ph.D., Courant Institute of Mathematical Sciences (New York University)"
396,Susan E. Skeath,Professor of Economics,,,"B.A., Haverford College; M.A., Ph.D., Princeton University"
397,Christa D. Skow,Instructor in Biological Sciences Laboratory,,,"B.S., Ph.D., University of Massachusetts (Amherst)"
398,Stephen Slivan,Instructor in Astronomy Laboratory,,,"S.B., S.M., Ph.D., Massachusetts Institute of Technology"
399,Quinn SlobodianA,Assistant Professor of History,,,"B.A., Lewis & Clark College; Ph.D., New York University"
400,Margery Sokoloff,Visiting Lecturer in English,,,"B.A., Ph.D., Yale University"
401,Sally Sommers Smith,Lecturer in Biological Sciences,,,"B.A., Grinnell College; Ph.D., Tufts University School of Medicine"
402,Mingwei Song,Assistant Professor of Chinese,,,"B.A., Shandong University; M.A., Fudan University; M.Phil., Ph.D., Columbia University"
403,Francesca SoutherdenA,Assistant Professor of Italian Studies,,,"B.A., University of Oxford (Somerville College); M.St., D.Phil., University of Oxford (Hertford College)"
404,Tessa Spillane,PERA Associate Professor of the Practice,,,"B.A., Mount Holyoke College; M.S., Smith College"
405,Erinn Staley,Visiting Lecturer in the Writing Program,,,"B.A., Rhodes College; M.Div., Yale Divinity School; M.A., M.Phil., Ph.D., Yale University"
406,Glenn StarkA,Professor of Physics,,,"B.S., Massachusetts Institute of Technology; M.A., Ph.D., University of California (Berkeley)"
407,Jane E. Starkman,Music Performance Faculty in Baroque Violin,,,"B.M., M.M., New England Conservatory of Music"
408,Raymond James Starr,Theodora Stone Sutton Professor of Classics,Professor of Classical Studies,,"B.A., University of Michigan (Ann Arbor); M.A., Ph.D., Princeton University"
409,Filomina Clarice SteadyA1,Professor of Africana Studies,,,"B.A., Smith College; M.A., Boston University; B.Litt., D.Phil., Oxford University"
410,Suzanne E. Stumpf,"Senior Music Performance Faculty in Flute, Baroque Flute, and Chamber Music",,,"B.A., Wellesley College"
411,Kenzo Sung,Mellon Postdoctoral Fellow in Education,,,"B.A., Ph.D, University of California (Berkeley); M.Ed., Harvard University"
412,Yui Suzuki,Assistant Professor of Biological Sciences,,,"A.B., Bowdoin College; Ph.D., Duke University"
413,Joseph Swingle,Senior Lecturer in Sociology,,,"B.A., Carleton College; M.A., Ph.D., Harvard University"
414,Jill Ann Syverson-Stork,Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
415,Olga Talroze,Senior Coach/accompanist,,,"B.M., M.M, San Francisco Conservatory of Music"
416,Jenny Chui-Chun Tang,Senior Music Performance Faculty in Piano and Keyboard Skills,"Assistant Director, Wellesley Chamber Music Society",,"B.M., M.M., New England Conservatory of Music"
417,Qiuyan Tang,Lecturer in Chinese,,,"B.A., Nanjing Normal University; M.A., Fudan University"
418,Jonathan Tannenhauser,Lecturer in Mathematics,,,"A.B., Harvard University; M.A., Ph.D., University of California (Berkeley)"
419,Corrine Taylor,Senior Lecturer in the Quantitative Reasoning Program,"Director, Quantitative Reasoning Program",,"B.A., College of William and Mary; M.S., Ph.D., University of Wisconsin (Madison)"
420,Marc J. Tetel,Class of 1966 Associate Professor of Neuroscience,,,"B.A., Northwestern University; Ph.D., University of Massachusetts (Amherst)"
421,Shiao-Wei Tham,Assistant Professor of Chinese,,,"B.A., National University of Singapore; M.A., Ph.D., Stanford University"
422,Sally A. Theran,Associate Professor of Psychology,,,"B.A., Bates College; M.A., Ph.D., Michigan State University"
423,Marcia E. Thomas,Senior Instructor in Biological Sciences Laboratory,,,"B.S., University of Massachusetts; M.A., Smith College"
424,Rebecca Thornblade,Music Instructor in Cello,,,"B.M., Oberlin Conservatory; M.M., Juilliard School"
425,Brian TjadenA,Theresa Mall Mullarkey Associate Professor of Computer Science,,,"B.A., Amherst College; M.S., Ph.D., University of Washington"
426,Eiko Torii-Williams,Senior Lecturer in Japanese,,,"B.A., Kansai University (Osaka); Ed.M., Ph.D., Boston University"
427,Monika Totten,Visiting Lecturer in German,,,"B.A., University of Massachusetts; M.A., Ph.D., Harvard University"
428,David Towlun,Theatre Production Manager,,,"M.F.A., Purchase College (State University of New York)"
429,Donna R. Trainor,Instructor in Chemistry Laboratory,,,"B.A., University of Rochester; Ph.D., University of Akron"
430,Marie-Paule Tranvouez,Senior Lecturer in French,,,"D.U.T., Institut Universitaire de Technologie (Brest); M.A., State University of New York (Stony Brook); Ph.D., University of California (Santa Barbara)"
431,Ann Trenk,Professor of Mathematics,,,"A.B., Harvard University; M.S., Ph.D., Johns Hopkins University"
432,Nina Tumarkin,Professor of History,,,"B.A., University of Rochester; M.A., Ph.D., Harvard University"
433,Franklyn A. TurbakA,Associate Professor of Computer Science,,,"S.B., M.S., Ph.D., Massachusetts Institute of Technology"
434,Marilyn T. Turnbull,Senior Instructor in Chemistry Laboratory,,,"B.A., Wellesley College; M.A., University of California (Berkeley)"
435,James Turner,Associate Professor of Environmental Studies,,,"B.S., Washington and Lee University; A.M., Brown University; Ph.D., Princeton University"
436,Diane Tutin,Lecturer in Education,,,"B.A., Clark University; M.Ed., Framingham State College"
437,"L. Terrell Tyler, Jr.",Associate Professor of English,,,"B.A., Southwestern University (Memphis); M.A., M.Phil., Ph.D., Yale University"
438,Catherine Ulissey,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Emerson College"
439,Adam Van Arsdale,Assistant Professor of Anthropology,,,"B.A., B.S., Emory University; M.A., Ph.D., University of Michigan"
440,Didem Vardar-Ulu,Assistant Professor of Chemistry,,,"B.S., Bilkent University (Turkey); Ph.D., Boston University"
441,Carlos Alberto Vega,Professor of Spanish,,,"A.B., Columbia University; A.M., University of Virginia; Ph.D., Harvard University"
442,Carlos M. Vega,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Kenyon College; M.S., University of Massachusetts (Amherst)"
443,Ann Velenchik,Associate Professor of Economics,"Director, Writing Program",,"B.S.F.S., Georgetown University; Ph.D., Stanford University"
444,Carla M. Verschoor,Adjunct Assistant Professor of Chemistry,,,"B.S., University of Illinois (Urbana); Ph.D., University of Wisconsin (Madison)"
445,Maurizio S. Viano,Professor of Cinema and Media Studies,,,"Laurea in Lettere Moderne, University of Genova; Ph.D., University of Oregon"
446,Benjamin Vining,Visiting Lecturer in Anthropology,,,"B.A., Colgate University; M.A., Ph.D., Boston University"
447,Lynne Spigelmire Viti,Senior Lecturer in the Writing Program,,,"B.A., Barnard College; M.A., Columbia University; Ph.D., J.D., Boston College"
448,Ismar VolićA2,Associate Professor of Mathematics,,,"B.A., Boston University; M.A., Ph.D., Brown University"
449,Alison Wade,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Bowdoin College; M.S., Northeastern University"
450,James Wallenstein,Newhouse Visiting Professor of Creative Writing,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
451,Sarah Wall-Randell,Assistant Professor of English,,,"B.A., Wellesley College; M.Phil, St. John's College (Oxford University); Ph.D., Harvard University"
452,Maria Waller,Instructor in Geosciences Laboratory,,,"B.A., Wellesley College; M.S., University of Massachusetts"
453,Helen P. Wang,Professor of Mathematics,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Harvard University"
454,David Ward,Professor of Italian Studies,,,"B.A., University of East Anglia (England); M.A., Ph.D., Cornell University"
455,Lauri L. Wardell,Senior Instructor in Physics Laboratory,,,"B.S., Fort Lewis College; M.S., University of Kentucky"
456,Kera M. Washington,Senior Music Performance Faculty in African Diaspora Drumming,"Director, Yanvalou",,"B.A., Wellesley College; M.A., Wesleyan University"
