,name,title,title2,title3,education
35,Frank L. Bidart,Andrew W. Mellon Professor in the Humanities,Professor of English,,"B.A., University of California (Riverside); A.M., Harvard University"
36,Hélène  BilisA1,Assistant Professor of French,,,"B.A., Rutgers University; M.A., Ph.D., University of California (Berkeley)"
37,Matthew Blanton,Visiting Lecturer in History and American Studies,,,"B.A., Dartmouth College; M.A., University of Wisconsin (Madison); Ph.D., University of Michigan"
38,Laura Bossert-King,Senior Music Performance Faculty in Viola and Violin,,,"B.M.,  M.M., Eastman School of Music"
39,Kathleen Boyd,Music Performance Faculty in Flute,,,"B.M., M.M., New England Conservatory of Music"
40,Daniel J. BrabanderA,Associate Professor of Geosciences,,,"B.S., M.A., Binghamton University; Ph.D., Brown University"
41,Sheila P. Brachfeld-Child,Senior Lecturer in Psychology,"Director, Medical Professions Advising",,"B.A., Tufts University; M.A., Boston University; Ph.D., Brandeis University"
42,Kaća Bradonjić,Visiting Lecturer in Physics,,,"B.S., Northeastern University; M.A., Ph.D., Boston University"
43,Martin Alan Brody,Catherine Mills Davis Professor of Music,,,"B.A., Amherst College; M.M., D.M.A., Yale University School of Music"
44,Kathleen Brogan,Associate Professor of English,,,"B.A., Queens College; M.A., M.Phil., Ph.D., Yale University"
45,Anne Brubaker,Visiting Lecturer in the Writing Program,,,"B.A., Dickinson College; M.A., University of Sussex (Brighton, England)"
46,Charles Bu,Professor of Mathematics,,,"B.S., M.S., Shanghai Jiao Tong University; M.S., Michigan State University; Ph.D., University of Illinois"
47,Emily A. BuchholtzA1,Gordon P. Lang and Althea P. Lang '26 Professor of Biological Sciences,,,"B.A., College of Wooster; M.A., University of Wisconsin; Ph.D., George Washington University"
48,Tom Burke,Professor of Political Science,,,"B.A., University of Minnesota (Minneapolis); M.A., Ph.D., University of California (Berkeley)"
49,Bryan E. Burns,Associate Professor of Classical Studies,,,"B.A., University of North Carolina; M.A., Ph.D., University of Michigan"
50,Kristin Butcher,Marshall I. Goldman Professor of Economics,,,"B.A., Wellesley College; M.S., London School of Economics; M.A., Ph.D., Princeton University"
51,William E. CainA2,Mary Jewett Gaiser Professor of English,,,"B.A., Tufts University; M.A., Ph.D., Johns Hopkins University"
52,John S. CameronA,Professor of Biological Sciences,,,"B.S., College of William and Mary; M.S., Ph.D., University of Massachusetts (Amherst)"
53,Samantha Cameron,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., San Jose State University; M.A., University of California (Los Angeles)"
54,Christopher Candland,Associate Professor of Political Science,,,"B.A., Haverford College; M.A., M.Phil., Ph.D., Columbia University"
55,George M. Caplan,Senior Instructor in Physics Laboratory,,,"B.A., Swarthmore College; S.M., Harvard University"
56,Monica Capobianco,PERA Assistant Professor of the Practice,,,"B.S., Wagner College; M.S., Boston College"
57,Linda Carli,Senior Lecturer in Psychology,,,"B.A., University of Connecticut; Ph.D., University of Massachusetts (Amherst)"
58,Angela C. Carpenter,Wellesley Faculty Assistant Professor of Cognitive and Linguistic Sciences,,,"B.A., Wellesley College; M.A., Ph.D., University of Massachusetts (Amherst)"
59,Dora Carrico-MonizA1,Assistant Professor of Chemistry,,,"B.S., SUNY (Purchase College); M.S., Ph.D., Yale University"
60,David Carrier,Music Instructor in Organ,,,"B.M., M.M., New England Conservatory of Music"
61,Margaret Deutsch Carroll,Professor of Art,,,"B.A., Barnard College; A.M., Ph.D., Harvard University"
62,Kimberly CassibryA,Assistant Professor of Art,,,"B.A., Louisiana State University (Baton Rouge); M.A., University of Texas (Austin); Ph.D., University of California (Berkeley)"
63,Margaret Cezair-Thompson,Senior Lecturer in English,,,"B.A., Barnard College; M.A., New York University; Ph.D., City University of New York"
64,Stanley S. Chang,Whitehead Associate Professor of Critical Thought,Associate Professor of Mathematics,,"B.A., University of California (Berkeley); M.A., Cambridge University (England); Ph.D., University of Chicago"
65,Robert A. Charlton,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
66,Jonathan M. Cheek,Professor of Psychology,,,"B.A., George Washington University; M.A., University of Texas (Austin); Ph.D., Johns Hopkins University"
67,Dai Chen,Senior Lecturer in Chinese,,,"B.A., Shanghai Teachers' University; M.A., University of Iowa"
68,Dan Chiasson,Associate Professor of English,,,"B.A., Amherst College; Ph.D., Harvard University"
69,Calvin T. Chin,"Instructor in Physical Education, Recreation and Athletics",,,
70,Ed Cho,Visiting Lecturer in Economics,,,"B.A., University of California (San Diego); Ph.D., Massachusetts Institute of Technology"
71,James David Christie,Wellesley College Organist,,,"B.A., Oberlin College; M.M.A., New England Conservatory of Music"
72,Mary Ellen Clark,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Pennsylvania State University; M.A., The Ohio State University"
73,Courtney C. Coile,Class of 1966 Associate Professor of Economics,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
74,David Collins,Coach/Accompanist,,,"B.M., Western Michigan University (Kalamazoo); M.M., University of Wisconsin (Madison); Ph.D., New England Conservatory of Music"
75,Glorianne Collver-Jacobson,Senior Music Performance Faculty in Guitar and Lute,,,"B.A., University of California (Berkeley)"
76,Cecilia Confortini,Assistant Professor of Peace and Justice Studies,,,"B.S., Università  degli Studi di Firenze; M.A., University of Notre Dame; Ph.D., University of Southern California"
77,Bevil R. Conway,Associate Professor of Neuroscience,,,"B.S., McGill University; M.M.Sc., Harvard Medical School; Ph.D., Harvard University"
78,Elena Tajima Creef,Associate Professor of Women's and Gender Studies,,,"B.A., University of California (Riverside); M.A., University of California (Santa Barbara); Ph.D., University of California (Santa Cruz)"
79,Tucker R. CrumA2,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Mary Washington College of the University of Virginia; M.S., Long Island University"
80,Lee Cuba,Professor of Sociology,,,"B.S., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
81,Selwyn R. Cudjoe,Margaret E. Deffenbaugh and LeRoy T. Carlson Professor in Comparative Literature,Professor of Africana Studies,,"B.A., M.A., Fordham University; Ph.D., Cornell University"
82,Thomas Orton Cushman,Deffenbaugh de Hoyos Carlson Professor in the Social Sciences,Professor of Sociology,,"B.A., Saint Michael's College; M.A., Ph.D., University of Virginia"
83,Brett DanaherA,Assistant Professor of Economics,,,"B.S., Haverford College; Ph.D., University of Pennsylvania"
84,Veronica Darer,Senior Lecturer in Spanish,,,"M.A.T. School for International Training/World Learning; Ph.D., University of Florida"
85,Louise Darling,Assistant Professor of Biological Sciences,,,"B.S., Johns Hopkins University; Ph.D., Rice University"
86,Venita Datta,Professor of French,,,"A.B., Bryn Mawr College; M.A., Ph.D., New York University"
87,Helena de Bres,Assistant Professor of Philosophy,,,"B.A., Victoria University; M.A., Ph.D., Massachusetts Institute of Technology"
88,Elizabeth R. DeSombreA,Camilla Chandler Frost Professor of Environmental Studies,,,"B.A., Oberlin College; Ph.D., Harvard University"
89,Pauline de Tholozany,Mellon Postdoctoral Fellow in French,,,"M.A., Ph.D., Brown University"
90,Christen Deveney,Assistant Professor of Psychology,,,"B.A., M.A., Ph.D., Harvard University"
91,Viriginia Gabriela Diaz,Music Instructor of Violin,,,"B.M., M.M., New England Conservatory of Music"
92,Alexander J. Diesl,Assistant Professor of Mathematics,,,"B.A., M.A., Johns Hopkins University; Ph.D., University of California (Berkeley)"
93,Karl-Josef Dietz,Visiting Professor of Biological Sciences,,,"Ph.D., Universität Würzburg"
94,Bonnie M. Dix,PERA Associate Professor of the Practice,,,"B.S., University of Vermont; M.S., University of Tennessee (Knoxville)"
95,Nicholas K. Doe,Senior Instructor in Chemistry Laboratory,,,"B.A., M.S., University of California (Santa Cruz); M.A., Stanford University"
96,Jocelyne L. Dolce,Instructor in Biological Sciences Laboratory,,,"B.Sc., M.Sc., University of Rhode Island"
97,Carlos G. Dorrien,Professor of Art,,,"Montserrat School of Visual Art, Diploma in Sculpture"
98,Carol Dougherty,"William R. Kenan, Jr. Professor of Classical Studies",,,"B.A., Stanford University; M.A., University of California (Santa Barbara); M.A., Ph.D., Princeton University"
99,Marion Dry,Senior Music Performance Faculty in Voice,"Director, Music Performance Program",,"A.B., Harvard University; M.M., Northwestern University"
100,Theodore W. Ducas,Professor of Physics,,,"B.A., Yale University; Ph.D., Massachusetts Institute of Technology"
101,Kathryn Egizi,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Union College"
102,Sylvaine V. Egron-Sparrow,Senior Lecturer in French,,,"Licence de Lettres Modernes, Université de Haute Bretagne; Maîtrise de Français et de Linguistique, Université de Vincennes"
103,Sharon K. Elkins,Professor of Religion,,,"B.A., Stetson University; M.T.S., Harvard Divinity School; Ph.D., Harvard University"
104,David Ellerby,Associate Professor of Biological Sciences,,,"B.S., University of Manchester, UK; Ph.D., University of Leeds, UK"
105,Donald E. Elmore,Associate Professor of Chemistry,,,"B.A., Grinnell College; Ph.D., California Institute of Technology"
106,Alla L. Epsteyn,Senior Lecturer in Russian,,,"M.A., Moscow University; Ph.D., Academy of Sciences Institute of World History (Russia)"
107,Roxanne Euben,Ralph Emerson and Alice Freeman Palmer Professor of Political Science,,,"B.A., Wesleyan University; M.A., Ph.D., Princeton University"
108,Elizabeth Falconi,Mellon Postdoctoral Fellow in Anthropology,,,"B.A., New York University; M.A., Ph.D., University of Michigan"
109,Kristen Fay,Visiting Lecturer in Psychology,,,"B.A., Wellesley College; M.A., Ph.D., Tufts University"
110,Oscar E. Fernandez,Assistant Professor of Mathematics,,,"B.A., B.S., University of Chicago; Ph.D., University of Michigan (Ann Arbor)"
111,Grace Ferris,Visiting Lecturer in Chemistry,,,"B.A., Mount Holyoke College; Ph.D., Boston College"
112,Daniel FetterA,Assistant Professor of Economics,,,"B.A., Wesleyan University; M.Sc., London School of Economics and Political Science; Ph.D., Harvard University"
113,Paul Fisher,Associate Professor of American Studies,,,"A.B., Harvard College; B.A., M.A., Trinity College (Cambridge); M.A., M.Phil., Ph.D., Yale University"
114,Charles B. FiskA2,Phyllis Henderson Carey Professor of Music,,,"A.B., Harvard College; M.M.A., D.M.A., Yale University School of Music"
115,Nolan T. Flynn,Associate Professor of Chemistry,,,"B.A., St. Olaf College; Ph.D., University of Illinois"
116,Claire Fontijn,Professor of Music,,,"B.A., Oberlin College; Certificate, The Royal Conservatory of The Hague; M.A., Ph.D., Duke University"
117,Richard G. French,Louise Sherwood McDowell and Sarah Frances Whiting Professor of Astrophysics,Professor of Astronomy,Dean of Academic Affairs,"B.A., M.S., Ph.D., Cornell University"
118,Alice T. FriedmanA2,Grace Slack McNeil Professor of American Art,Professor of Art,,"A.B., Radcliffe College; M.Phil., University of London; Ph.D., Harvard University"
119,Gesa Frömming,Mellon Postdoctoral Fellow in German,,,"M.A., University of Göttingen; Ph.D., Vanderbilt University"
120,Gale Fuller,Senior Music Performance Faculty in Voice,,,"B.M., Peabody Conservatory of Music; M.M., New England Conservatory of Music"
121,Charlene Galarneau,Assistant Professor of Women's and Gender Studies,,,"B.A., University of Massachusetts; M.A.R., Iliff School of Theology; A.M., Ph.D., Harvard University"
122,Marie-Cécile Ganne-Schiermeier,Visiting Lecturer in French,,,"M.A., Ph.D., Boston University"
123,Corinne A. Gartner,Assistant Professor of Philosophy,,,"B.A., M.A., Stanford University; Ph.D., Princeton University"
124,Elena Gascón-Vera,Professor of Spanish,,,"Licenciatura, University of Madrid; M.Phil., Ph.D., Yale University"
125,Barbara Geller,Professor of Religion,,,"A.B., Princeton University; M.A., Ph.D., Duke University"
126,Nancy P. Genero,Associate Professor of Psychology,,,"A.B., Cornell University; M.A., Ph.D., University of Michigan (Ann Arbor)"
127,C. Pat Giersch,Associate Professor of History,,,"B.A., Dartmouth College; Ph.D., Yale University"
128,Beth Gifford,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Northeastern University"
129,Kathleen W. Gilbert,Instructor in Geosciences Laboratory,,,"B.A., Smith College; M.S., University of Miami"
130,Catherine Keane Gilhuly,Associate Professor of Classical Studies,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
131,Tracy R. Gleason,Professor of Psychology,,,"A.B., Dartmouth College; Ph.D., University of Minnesota"
132,N. Sean Glover,Visiting Lecturer in Art,,,"B.F.A., School of the Museum of Fine Arts; M.F.A., Carnegie Mellon University"
133,Sharon M. H. Gobes,Assistant Professor of Neuroscience,,,"B.Sc., M.Sc., Ph.D., Ultrecht University (The Netherlands)"
134,Stacie Goddard,Jane Bishop '51 Associate Professor of Political Science,,,"A.B., University of Chicago; M.A., M.Phil., Ph.D., Columbia University"
135,Katie Goodall,Botany Fellow,,,"B.A., Washington University; M.S., University of Michigan"
136,John Goss,Assistant Professor of Biological Sciences,,,"B.S., Rhodes College; M.Phil., Ph.D., Yale University"
137,Lisa Graham,Evelyn Barry Director of the Choral Program,Lecturer in Music,,"B.A., Sonoma State College; M.M., D.M.A., University of Southern California"
138,CoriEllen Grande,"Instructor in Physical Education, Recreation and Athletics",,,
139,Katherine GrandjeanA,Assistant Professor of History,,,"B.A., Yale University; Ph.D., Harvard University"
140,Laura Grattan,Assistant Professor of Political Science,,,"B.A., College of William and Mary; M.A., Ph.D., Duke University"
141,Serena Grattarola,Visiting Lecturer in Italian Studies,,,"M.A., California State University (Los Angeles); M.A., Harvard University"
142,Nikki A. Greene,Assistant Professor of Art,,,"B.A., Wesleyan University; M.A., Ph.D., University of Delaware"
143,Brenna W. Greer,Assistant Professor of History,,,"B.A., Beloit College; M.A., Ph.D., University of Wisconsin (Madison)"
144,Alden GriffithA1,Assistant Professor of Environmental Studies,,,"B.A., Wesleyan University; Ph.D., University of California (Santa Cruz)"
145,Anna Grinfeld,Visiting Lecturer in Jewish Studies,,,"B.A., M.A., Hebrew University (Jerusalem); Ph.D., Université Paris VIII (Saint Denis)"
146,Simon Grote,Assistant Professor of History,,,"A.B., Harvard University; M.Phil., Cambridge University; M.A., Ph.D., University of California (Berkeley)"
147,Scott E. Gunther,Associate Professor of French,,,"B.A., Cornell University; D.E.A., Ecole Normale Superieure & Ecole des Hautes Etudes en Sciences Sociales;J.D., Ph.D., New York University"
148,Evelina GužauskytėA1,Associate Professor of Spanish,,,"B.A., Middlebury College; M.A., M.Phil., Ph.D., Columbia University"
149,Koichi HagimotoA,Assistant Professor of Spanish,,,"B.A., Soka University of America; M.A., Ph.D., University of Pittsburgh"
150,David R. Haines,Associate Professor of Chemistry,,,"B.A., Earlham College; Ph.D., University of Illinois (Urbana)"
151,Nadya S. Hajj,Assistant Professor of Political Science,,,"B.A., University of Virginia; M.A., Ph.D., Emory University"
152,Mona Lambracht Hall,Senior Instructor in Chemistry Laboratory,,,"B.A., Russell Sage College; Ph.D., Tufts University"
153,Nancy Abraham Hall,Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
154,Neal Louis Hampton,"Conductor, Brandeis-Wellesley Orchestra",,,"B.M., Eastman School of Music; M.M., Boston University"
155,Hahrie Han,Associate Professor of Political Science,,,"B.A., Harvard University; M.A., Ph.D., Stanford University"
156,Anjeana K. HansA1,Assistant Professor of German,,,"A.B., M.A., Ph.D., Harvard University"
157,Thomas S. HansenA1,Professor of German,,,"B.A., M.A., Tufts University; Ph.D., Harvard University"
158,Marianne Harkless,"Instructor in Physical Education, Recreation and Athletics",,,
159,David Harris,Music Instructor in Jazz Trombone,,,"B.M., New England Conservatory of Music"
160,Gary C. Harris,Professor of Biological Sciences,,,"B.S., Bates College; M.S., Ph.D., University of Massachusetts (Boston)"
161,Jane Harrison,Music Instructor in Oboe,,,"B.M., Ohio Wesleyan University; M.M., Manhattan School of Music"
162,Bunny HarveyA1,Elizabeth Christy Kopf Professor of Art,,,"B.F.A., M.F.A., Rhode Island School of Design"
163,Miyuki Hatano-Cohen,Lecturer in Japanese,,,"B.A., Tohoku Gakuin University"
164,Kenneth S. Hawes,Senior Lecturer in Education,,,"B.S., Massachusetts Institute of Technology; Ed.M., Ed.D., Harvard University"
165,David P. Hawkins,Associate Professor of Geosciences,,,"B.A., Clark University; M.A., George Washington University; Ph.D., Massachusetts Institute of Technology"
166,Gretchen Hayden-Ruckert,"Instructor in Physical Education, Recreation and Athletics",,,
167,Michael J. Hearn,Professor of Chemistry,,,"B.A., Rutgers University; M.S., M.Phil., Ph.D., Yale University"
168,Simone Helluy,Senior Instructor in Biological Sciences Laboratory,,,"Maîtrise des Sciences, Doctorat, USTL (France); Ph.D., University of Alberta (Canada)"
169,Beth Ann Hennessey,Professor of Psychology,,,"A.B., Brown University; M.Ed., Lesley College; Ph.D., Brandeis University"
170,Mark S. Henry,Senior Music Performance Faculty in Double Bass,,,"B.M., Berklee College of Music; M.M., University of Massachusetts (Lowell)"
171,Jean Herbst,Instructor in Computer Science Laboratory,,,"B.S., University of Wisconsin (Madison); M.S., University of Rhode Island"
172,Rosanna Hertz,Class of 1919 - 50th Reunion Professor of Sociology and Women's and Gender Studies,,,"B.A., Brandeis University; M.A., Ph.D., Northwestern University"
173,Alison Hickey,Associate Professor of English,,,"A.B., Harvard and Radcliffe Colleges; M.A., M.Phil., Ph.D., Yale University"
174,Monica R. Higgins,Visiting Lecturer in Environmental Studies,,,"B.S., University of Pittsburgh; M.S., University of Michigan"
175,Ellen C. Hildreth,Professor of Computer Science,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
176,Eric Hilt,Associate Professor of Economics,,,"A.B., Occidental College; M.Phil., Ph.D., Columbia University"
177,Philip Steven Hirschhorn,Professor of Mathematics,,,"B.S., Brooklyn College of City University of New York; Ph.D., Massachusetts Institute of Technology"
178,Edward Craig HobbsA,Professor of Religion,,,"Ph.B., S.T.B., Ph.D., University of Chicago"
179,Thomas Peter Hodge,Professor of Russian,,,"B.A., Pomona College; M.A., Oxford University; M.A., Ph.D., Stanford University"
180,Randall Hodgkinson,Music Performance Faculty in Piano,,,"B.M., M.M., New England Conservatory of Music"
181,Soo Hong,Assistant Professor of Education,,,"B.A., M.T., University of Virginia; Ed.D., Harvard University"
182,Greg Hopkins,Music Performance Faculty in Jazz Trumpet,,,
183,Janie E. Howland,Lecturer in Theatre Studies,,,"B.A., University of Pennsylvania; M.F.A., Brandeis University"
184,Yue Hu,Associate Professor of Physics,,,"B.S., Beijing University; M.S., Ph.D., Cornell University"
185,Adrian Huang,Instructor in Chemistry Laboratory,,,"B.S., Xian Tang University; M.S., Duquesne University; Ph.D., University of California (Los Angeles)"
186,Jeff Hughes,Lecturer in Biological Sciences,,,"B.A., Boston University; M.S., University of Washington; Ph.D., University of Rhode Island"
187,Nora Hussey,"Director, Theatre and Theatre Studies Program",,,"B.A., Mundelein College"
188,António M.A. Igrejas,Mellon Foundation Lecturer in Portuguese,,,"B.A., University of Massachusetts (Dartmouth); M.A., Ph.D., University of Massachusetts (Amherst)"
189,Jonathan B. Imber,Jean Glasscock Professor of Sociology,,,"B.A., Brandeis University; M.A., Ph.D., University of Pennsylvania"
190,Candice Ivy,Visiting Lecturer in Art,,,"B.F.A., Coker College; M.F.A., School of the Museum of Fine Arts"
191,Michael JeffriesA,Knafel Assistant Professor of Social Sciences,Assistant Professor of American Studies,,"A.B., Swarthmore College; Ph.D., Harvard University"
192,Philip Jennings,PERA Assistant Professor of the Practice,,,"B.A., Hamilton College; M.Ed., The College of New Jersey"
193,Laura Jeppesen,Senior Music Performance Faculty in Viola da Gamba,,,"B.A., Wheaton College; M.M., Yale University"
194,Doug Johnson,Senior Music Performance Faculty in Jazz Piano,,,"B.M., Michigan State University; M.M., New England Conservatory of Music"
195,Jeannine Johnson,Lecturer in the Writing Program,,,"B.A., Haverford College; Ph.D., Yale University"
196,Jenny Olivia Johnson,Assistant Professor of Music,,,"B.A., Barnard College; M.M., Manhattan School of Music; Ph.D., New York University"
197,Kristina Niovi Jones,Adjunct Assistant Professor of Biological Sciences,"Director, Wellesley College Botanic Gardens",,"B.S., Stanford University; Ph.D., University of California"
198,William A. Joseph,Professor of Political Science,,,"B.A., Cornell University; M.A., Ph.D., Stanford University"
199,Joseph P. Joyce,Professor of Economics,,,"B.S.F.S., Georgetown University; M.A., Ph.D., Boston University"
200,Marion R. Just,"William R. Kenan, Jr. Professor of Political Science",,,"B.A., Barnard College; M.A., Johns Hopkins University; Ph.D., Columbia University"
201,Sandor Kadar,Instructor in Chemistry Laboratory,,,"B.S., Josef Attila University (Hungary); Ph.D., Brandeis University"
202,Stella Kakavouli,Instructor in Computer Science Laboratory,,,"B.S., National Technical University (Athens, Greece); M.S., Brown University"
203,Gamil Kaliouby,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Ain Shams University (Egypt); M.A., Military Academy (Egypt)"
204,Carla Kaplan,Cornille Distinguished Visiting Professor in the Humanities,,,"B.A., M.A., Univeristy of Illinois (Chicago); Ph.D., Northwestern University"
205,Lidwien Kapteijns,Elizabeth Kimball Kendall and Elisabeth Hodder Professor of History,,,"B.A., Universiteit van Amsterdam; M.A., University of London; Doctoraal, Ph.D., Universiteit van Amsterdam"
206,Anastasia Karakasidou,Professor of Anthropology,,,"B.A., College of Wooster; M.A., Brandeis University; M.A., Bryn Mawr College"
207,Margaret Keane,Professor of Psychology,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
208,David Kelley,Assistant Professor of Art,,,"B.A., Trinity College; M.F.A., University of California (Irvine)"
209,Christopher P. Kenaley,Visiting Lecturer in Biological Sciences,,,"B.Sc., Cornell University; Ph.D., University of Washington (Seattle)"
210,Megan Kerr,Associate Professor of Mathematics,,,"B.A., Wellesley College; Ph.D., University of Pennsylvania"
211,Pinar Keskin-Bonatti,Assistant Professor of Economics,,,"B.A., Bilkent University; M.A., M. Phil., Ph.D., Yale University"
212,Rebecca Kimball,PERA Assistant Professor of the Practice,,,"B.S., University of Southern Maine; M.S., Springfield College"
213,Julia King,PERA Assistant Professor of the Practice,,,"B.A., Bowdoin College; M.A., Trinity College"
214,Steve Kirby,Music Instructor in Jazz Guitar,,,"B.A., Berklee College of Music; M.M., University of Massachusetts (Amherst)"
215,Vanja Klepac-Ceraj,Assistant Professor of Biological Sciences,,,"B.S., Beloit College; Ph.D., Massachusetts Institute of Technology"
216,Monica Klien,Visting Lecturer in Spanish,,,"B.A., Arizona State University; M.A., Universidad Nacional Autonoma de Mexico; Ph.D., Boston University"
217,Nicholas Knouf,Assistant Professor of Cinema and Media Studies,,,"B.S., California Institute of Technology; S.M., Massachusetts Institute of Technology"
218,Yu Jin KoA2,Professor of English,,,"B.A., Columbia University; M.A., Cambridge University (Clare College); Ph.D., Yale University"
219,T. James Kodera,Professor of Religion,,,"B.A., Carleton College; M.A., M.Phil., Ph.D., Columbia University"
220,Philip L. Kohl,Kathryn Wasserman Davis Professor of Slavic Studies,Professor of Anthropology,,"B.A., Columbia University; A.M., Ph.D., Harvard University"
221,Martina Königer,Adjunct Assistant Professor of Biological Sciences,,,"Diploma, Ph.D., University of Würzburg (Germany)"
222,Joel KriegerA,Norma Wilentz Hess Professor of Political Science,,,"B.A., Yale College; Ph.D., Harvard University"
223,Jennifer A. Kroll,PERA Associate Professor of the Practice,,,"B.S., Northwestern University; M.S., University of Kentucky"
224,Jens Kruse,Professor of German,,,"Staatsexamen, Universität Hamburg; M.A., Indiana University; Ph.D., University of California (Los Angeles)"
225,Kyra Kulik-Johnson,Lecturer in Psychology,,,"B.A., Boston College; Ed.M., Harvard University Graduate School of Education; Ph.D., Boston College"
226,Brian K. Kuscher,PERA Assistant Professor of the Practice,,,"B.A., Franklin Pierce University; M.A., Concordia University"
227,Megan LaBella,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
228,Michelle LaBonte,Instructor in Biological Sciences Laboratory,,,"B.A., Princeton University; Ph.D., Harvard University"
