,name,title,title2,title3,education
226,Jens KruseA1,Professor of German,,,"Staatsexamen, Universität Hamburg; M.A., Indiana University; Ph.D., University of California (Los Angeles)"
227,Kyra Kulik-Johnson,Lecturer in Psychology,,,"B.A., Boston College; Ed.M., Harvard University Graduate School of Education; Ph.D., Boston College"
228,Brian K. Kuscher,PERA Assistant Professor of the Practice,,,"B.A., Franklin Pierce University; M.A., Concordia University"
229,Peter Kvetko,Visiting Lecturer in Music,,,"B.A., Wittenberg University; M.M., Ph.D., University of Texas, Austin"
230,Megan LaBella,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
231,Yuan-Chu Ruby Lam,Professor of Chinese,,,"B.A., National Taiwan University; M.A., Ph.D., Harvard University"
232,Karen LangeA2,Assistant Professor of Mathematics,,,"B.A., Swarthmore College; M.S., Ph.D., University of Chicago"
233,Gabriel Langfur,Music Instructor of Trombone,,,"B.A., Oberlin College; B.M., Oberlin Conservatory; M.M., New England Conservatory"
234,Steve Langone,Music Performance Faculty in Jazz-Rock-Latin Drums,,,"B.A., Berklee College of Music"
235,Flavia Laviosa,Senior Lecturer in Italian Studies,,,"B.A., University of Bari (Italy); M.S., University of Edinburgh; M.A., Ph.D., State University of New York (Buffalo)"
236,Amanda Leahy,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Bowdoin College"
237,Sohie Moody Lee,Senior Instructor in Computer Science Laboratory,,,"B.S., Cornell University; M.S., Stanford University; Ph.D., University of California (San Diego)"
238,Sun-Hee Lee,Associate Professor of Korean,,,"B.A., M.A., Ph.D., Yonsei University; Ph.D., Ohio State University"
239,Yoon Sun Lee,Mildred Lane Kemper Professor of English,,,"A.B., Harvard College; Ph.D., Yale University"
240,Callie Lekas,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
241,Phillip LevineA2,Katharine Coman and A. Barton Hepburn Professor of Economics,,,"B.S., M.S., Cornell University; Ph.D., Princeton University"
242,Andrea Gayle Levitt,Margaret Clapp '30 Distinguished Alumna Professor of French and Linguistics,,,"B.A., Wellesley College; M.A., M.Phil., Ph.D., Yale University"
243,Peggy Levitt,Professor of Sociology,,,"B.A., Brandeis University; M.S., Columbia University; Ph.D., Massachusetts Institute of Technology"
244,Jake Lichter,Assistant Swimming Coach and Assistant Director of Aquatic Operations,,,"B.S., Ithaca College"
245,Zachary Lichter,Diving Coach,,,"B.A., University of Massachusetts (Amherst)"
246,David LindauerA2,Stanford Calderwood Professor of Economics,,,"B.S., City College of City University of New York; A.M., Ph.D., Harvard University"
247,Françoise  Lionnet,Mary L. Cornille Distinguished Visiting Professor in the Humanities,,,"Licence, Universite d'Aix-en-Provence (Marseille); M.A., Ph.D., University of Michigan"
248,Heping Liu,Associate Professor of Art,,,"B.A., Guangzhou Institute of Foreign Languages (China); M.A., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
249,Liang Kok Liung,"Instructor in Physical Education, Recreation and Athletics",,,
250,Igor O. Logvinenko,Assistant Professor of Political Science,,,"B.A., University of Redlands; M.A., Villanova University; M.A., Ph.D., Cornell University"
251,Melinda Lopez,Lecturer in Theatre Studies,,,"B.A., Dartmouth College; M.A., Boston University"
252,Margery Lucas,Professor of Psychology and Cognitive and Linguistic Sciences,,,"B.S., Pennsylvania State University; M.S., Ph.D., University of Rochester"
253,Barry Lydgate,Professor of French,,,"B.A., M.Phil., Ph.D., Yale University"
254,Kathryn L. Lynch,Katharine Lee Bates and Sophie Chantal Hart Professor of English,Dean of Faculty Affairs,,"B.A., Stanford University; M.A., Ph.D., University of Virginia"
255,Barbara Lynn-Davis,Visiting Lecturer in Art,,,"B.A., Brown University; M.A., Williams College; Ph.D., Princeton University"
256,Paul MacDonald,Associate Professor of Political Science,,,"B.A., University of California (Berkeley); M.A., Ph.D., Columbia University"
257,Yoshimi Maeno,Senior Lecturer in Japanese,,,"B.A., Baika Women's College (Japan); M.A., West Virginia University; Ed.M., Ed.D., Harvard University"
258,Martin A. Magid,Professor of Mathematics,,,"B.A., Brown University; M.S., Yale University; Ph.D., Brown University"
259,Patricia Magill,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Marquette University"
260,Sherry D. Makerney,PERA Associate Professor of the Practice,,,"B.S., University of Northern Colorado"
261,Frances Malino,Sophia Moses Robison Professor of Jewish Studies and History,,,"B.A., Skidmore College; M.A., Ph.D., Brandeis University"
262,Layli  Maparyan,Professor of Africana Studies,"Katherine Stone Kaufmann '67 Executive Director, Wellesley Centers for Women",,"B.A., Spelman College; M.S., Penn State University; Ph.D., Temple University"
263,Stephen Anthony Marini,Elisabeth Luce Moore Professor of Christian Studies,Professor of Religion,,"B.A., Dickinson College; Ph.D., Harvard University"
264,Louise Marlow,Professor of Religion,,,"B.A., Cambridge University; M.A., Ph.D., Princeton University"
265,Nancy Marshall,Adjunct Associate Professor of Women's and Gender Studies,,,"B.A., Oberlin College; M.A., University of Connecticut (Storrs); Ed.D., Harvard University"
266,Lance Alexander Martin,Music Performace Faculty in Jazz Flute,,,
267,Catherine Masson,Professor of French,,,"Licence, Maîtrise, Université de Haute Bretagne (Rennes); Ph.D., University of Michigan (Ann Arbor)"
268,Irene MataA2,Associate Professor of Women's and Gender Studies,,,"B.A., M.A., New Mexico State University; Ph.D., University of California (San Diego)"
269,Katherine Matasy,Senior Music Performance Faculty in Clarinet and Classical Saxophone,,,"B.A., M.M.A., New England Conservatory of Music"
270,Y. Tak Matsusaka,Professor of History,,,"B.A., Brandeis University; M.A., Ph.D., Harvard University"
271,Julie Ann Matthaei,Professor of Economics,,,"B.A., University of Michigan (Ann Arbor); M.A., M.Phil., Ph.D., Yale University"
272,Erich MatthesA2,Assistant Professor of Philosophy,,,"B.A., Yale University; Ph.D., University of California (Berkeley)"
273,Adam G. Matthews,Visiting Lecturer in Biological Sciences,,,"A.B., Ph.D., Harvard University"
274,Andrea Matthews,Senior Music Performance Faculty in Voice,,,"A.B., Princeton University"
275,Heather Rose Mattila,Associate Professor of Biological Sciences,,,"B.Sc., Ph.D., University of Guelph (Ontario, Canada)"
276,Deborah C. MatznerA1,Assistant Professor of Anthropology,,,"B.A., Columbia University; M.A., Ph.D., New York University"
277,Tracy McAskill,Visiting Lecturer in Physics,,,"B.S., Texas Tech University; M.S., Ph.D., Tufts University"
278,Joshua T. McCabe,Freedom Project Postdoctoral Fellow in Sociology,,,"B.A., Emmanuel College; M.A., University of Massachusetts, Lowell; Ph.D., University of Albany, SUNY"
279,Amanda M. McCarthy,Senior Instructor in Chemistry Laboratory,,,"B.S., M.S., Syracuse University"
280,Janet McDonough,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Simmons College; M.S., Harvard University"
281,Patrick J. McEwan,Professor of Economics,,,"B.A., University of Illinois (Urbana-Champaign); M.A., Ph.D., Stanford University"
282,Phyllis McGibbon,Professor of Art,,,"B.F.A., M.F.A., University of Wisconsin (Madison)"
283,Tracy L. McGinnis,Music Performance Faculty in Bassoon,,,"B.M.A.S., University of Delaware; M.M., New England Conservatory of Music"
284,Mary Kate McGowan,Luella LaMer Professor of Women's Studies,Professor of Philosophy,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
285,Alison G. McIntyre,Virginia Onderdonk '29 Professor of Philosophy,,,"B.A., M.A., Tufts University; Ph.D., Princeton University"
286,Robin McKnightA2,Associate Professor of Economics,,,"B.A., Amherst College; Ph.D., Massachusetts Institute of Technology"
287,Meghan McLaughlin,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Saint Michael's College"
288,Kim Katris McLeod,Professor of Astronomy,,,"B.A., Cornell University; Ph.D., University of Arizona"
289,Craig McNutt,Music Performance  Faculty in Percussion,,,"B.M., Hartt School of Music; M.M., Yale University; D.M.A., New England Conservatory of Music"
290,Salem Mekuria,Professor of Art,,,"B.A., Macalester College; M.A., San Francisco State University"
291,P. Takis MetaxasA1,Professor of Computer Science,,,"B.Sc., University of Athens (Greece); Ph.D., Dartmouth College"
292,Susan L. Meyer,Professor of English,,,"B.A., Johns Hopkins University; M.A., University of California (Los Angeles); M.A., M.Phil., Ph.D., Yale University"
293,Giovanna Micconi,Visiting Lecturer in American Studies,,,"B.A., M.A., Universita Ca' Foscari di Venezia; A.M, Harvard University"
294,Cercie Miller,Senior Music Performance Faculty in Jazz Saxophone,,,"Director, Wellesley BlueJazz"
295,Julia Hendrix Miwa,Associate Professor of Chemistry,,,"B.A., Haverford College; Ph.D., Massachusetts Institute of Technology"
296,Tony Mohammed,PERA Associate Professor of the Practice,,,"B.A., Kenyon College; M.A., St. Lawrence University"
297,Katrin MoneckeA,Assistant Professor of Geosciences,,,"B.S., M.S., University of Hannover (Germany); Ph.D., Institute of Technology (Zurich, Switzerland)"
298,Katharine H.S. MoonA,Edith Stix Wasserman Professor of Asian Studies,Professor of Political Science,,"A.B., Smith College; M.A., Ph.D., Princeton University"
299,Marianne V. Moore,Frost Professor in Environmental Science,Professor of Biological Sciences,,"B.A., Colorado College; M.S., Iowa State University; Ph.D., Dartmouth College"
300,Codruţa Morari,Assistant Professor of French,,,"B.A., Babes-Bolyai University (Romania), B.A., M.A., Ph.D., University of Paris III"
301,Domingo E. Morel,Visiting Lecturer in Political Science,,,"B.S., University of Rhode Island; M.A., Rhode Island College; M.A., Ph.D., Brown University"
302,Carolyn A. MorleyA1,Professor of Theatre Studies and Japanese,,,"B.A., Oberlin College; M.A., University of British Columbia; Ph.D., Columbia University"
303,Andrew Mowbray,Lecturer in Art,,,"B.F.A., Maryland Institute College of Art; M.F.A., Cranbrook Academy of Art"
304,James Moyer,Instructor in Chemistry Laboratory,,,"B.S., Marquette University; M.S., Ph.D., Yale University"
305,Nancy Elliott Mukundan,Instructor in Chemistry Laboratory,,,"B.A., Wellesley College; Ph.D., Emory University"
306,Craig N. Murphy,Betty Freyhof Johnson '44 Professor of Political Science,,,"B.A., Grinnell College; M.A., Ph.D., University of North Carolina (Chapel Hill)"
307,Jacqueline Marie Musacchio,Professor of Art,,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
308,Eni Mustafaraj,Assistant Professor of Computer Science,,,"M.Eng., Polytechnic University of Tirana (Albania); Ph.D., Philipps-Universität Marburg (Germany)"
309,Jennifer Musto,Assistant Professor of Women's and Gender Studies,,,"B.A., DePaul University; M.A., Ph.D., University of California (Los Angeles)"
310,Sam Nelson,Visiting Lecturer in the  Writing Program,,,"B.A., Wake Forest University; M.S., Ph.D., Stanford University"
311,Seth NeumullerA2,Assistant Professor of Economics,,,"B.S., Rice University; M.A., Ph.D., University of California (Los Angeles)"
312,Kanako Nishikawa,Coach/accompanist,,,"B.M., Toho School of Music (Tokyo);  M.M., New England Conservatory"
313,James William Noggle,Professor of English,,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
314,Thomas Nolden,Professor of German,,,"Staatsexamen, Universität Tübingen; M.A., Ph.D., Yale University"
315,Julie K. Norem,Margaret Hamm Professor of Psychology,,,"A.B., University of Chicago; Ph.D., University of Michigan"
316,Megan Núñez,Associate Professor of Chemistry,,,"B.A., Smith College; Ph.D., California Institute of Technology"
317,Elizabeth Oakes,Senior Instructor in Chemistry Laboratory,,,"B.A., Bryn Mawr College; Ph.D., University of Wisconsin (Madison)"
318,Pashington Obeng,Associate Professor of Africana Studies,,,"B.A., University of Ghana; Th.M., Princeton Theological Seminary; Ph.D., Boston University"
319,Eileen M. O'Connor,Visiting Lecturer in Spanish,,,"B.A., Harvard University; M.A., New York University"
320,Kimberly H. O'Donnell,Senior Lecturer in Biological Sciences,,,"A.B., Brown University; Ph.D., Brandeis University"
321,Leah M. Okumura,Instructor in Biological Sciences Laboratory,,,"A.B., University of Chicago; Ph.D., Massachusetts Institute of Technology"
322,James Oles,Senior Lecturer in Art,,,"B.A., Yale University; J.D., University of Virginia; M. Phil., Ph.D., Yale University"
323,Liza Oliver,Assistant Professor of Art,,,"B.A., University of North Florida; M.A., University of South Florida; M.A., Ph.D., Northwestern University"
324,David Olsen,Assistant Professor of Art,,,"B.F.A., University of Washington (Seattle); M.A., M.F.A., University of Wisconsin (Madison)"
325,Keri O'Meara,PERA Associate Professor of the Practice,,,"B.A., Montclair State University; Ed.M., Bloomsburg University"
326,Ronald E. Osborn,Mellon Postdoctoral Fellow in Peace and Justice Studies,,,"B.A., Atlantic Union College; M.A., St. John's College; M.S., University of London; Ph.D., University of Southern California"
327,Alejandra OsorioA,Associate Professor of History,,,"B.A., M.A., New York University; Ph.D., State University of New York at Stony Brook"
328,Geofred Osoro,Visiting Lecturer in Africana Studies,,,"B.A., Moi University; M.A., University of Nairobi"
329,Meghan Ottolini,Assistant Lacrosse Coach,,,"B.A., George Washington University; M.S., Boston University"
330,Liz Owen,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Minnesota"
331,Kyung Park,Assistant Professor of Economics,,,"B.A., M.A., Ph.D., University of Chicago"
332,Terry K. Park,Visiting Lecturer in American Studies,,,"B.A., Vassar College; M.A., New York University; Ph.D., University of California (Davis)"
333,Sergio ParussaA,Associate Professor of Italian Studies,,,"Laurea in Lettere, Università degli studi di Torino (Italy); M.A., Ph. D., Brown University"
334,Cassandra Pattanayak,"Jack and Sandra Polk Guthman '65 Director, Quantitative Analysis Institute",Visiting Lecturer,,"A.B., A.M., Ph.D., Harvard University"
335,Sarah Peck,Visiting Lecturer in Art,,,"B.A., Hampshire College; M.F.A., SMFA Boston and Tufts University"
336,Timothy Walter Hopkins Peltason,Class of 1949 Professor in Ethics,Professor of English,,"A.B., Harvard College; M.A., Ph.D., Yale University"
337,T. Kaye Peterman,Susan M. Hallowell and Ruby Frances Howe Farwell Professor of Biological Sciences,,,"B.S., Texas A & M University; Ph.D., Duke University"
338,James Michael Petterson,Professor of French,,,"B.A., Reed College; M.A., Columbia University; Ph.D., University of California (Berkeley)"
339,Caitlin Pickul,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Providence College; M.B.A., Loyola University Chicago"
340,Jessica Polito,Lecturer in the Quantitative Reasoning Program,,,"B.A., Harvard University; Ph.D., University of California (Berkeley)"
341,Anjali Prabhu,Professor of French,,,"B.A., Jawaharlal Nehru University (India); M.A., Purdue University; Ph.D., Duke University"
342,Taryn Provencher,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Syracuse University"
343,Jennie E. Pyers,Associate Professor of Psychology,,,"B.A., Smith College; Ph.D., University of California (Berkeley)"
344,Ginny Quinan,Instructor in Neuroscience Laboratory,,,"B.A., Regis College"
345,Ryan Alexander Quintana,Assistant Professor of History,,,"B.A., University of Tennessee (Knoxville); M.A., Ph.D., University of Wisconsin (Madison)"
346,William W. Quivers,Associate Professor of Physics,,,"B.S., Morehouse College; S.M., Ph.D., Massachusetts Institute of Technology"
347,Mala Radhakrishnan,Associate Professor of Chemistry,,,"A.B., Harvard University; Ph.D., Massachusetts Institute of Technology"
348,Smitha Radhakrishnan,Associate Professor of Sociology,,,"A.B., M.A., Ph.D., University of California (Berkeley)"
349,Marta  Rainer,Visiting Lecturer in Theatre Studies,,,"B.A., Wellesley College; M.A., Antioch University"
350,Carlos RamosA2,Professor of Spanish,,,"Licenciatura, Universidad Central de Barcelona; M.A., Emerson College; Ph.D., Boston University"
351,Valerie Ramseyer,Associate Professor of History,,,"A.B., Smith College; M.A., Ph.D., University of Chicago"
352,Nikhil RaoA1,Associate Professor of History,,,"B.A., Stanford University; M.A., Ph.D., University of Chicago"
353,Sravana K. Reddy,Norma Wilentz Hess Fellow in Computer Science,,,"B.S., Brandeis University; M.S., Ph.D., University of Chicago"
354,Paul I. Reisberg,Adjunct Assistant Professor of Chemistry,,,"B.S., Rensselaer Polytechnic Institute; Ph.D., Rice University"
355,Joy Renjilian-Burgy,Associate Professor of Spanish,,,"B.A., Mount Holyoke College; A.M., Harvard University"
356,Dave Renninger,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Connecticut College"
357,Susan M. Reverby,Marion Butler McLean Professor in the History of Ideas,Professor of Women's and Gender Studies,,"B.S., Cornell University; M.A., New York University; Ph.D., Boston University"
358,Paul W. Richardson,Visiting Lecturer in Geosciences,,,"B.S., University of Washington; Ph.D., Massachusetts Institute of Technology"
359,Daniela Rivera,Associate Professor of Art,,,"M.F.A., Museum of Fine Arts (Boston)"
360,Lois P. Roach,Lecturer in Theatre Studies,,,"B.S., Emerson College; M.A., Lesley College"
361,Julie A. Roden,Instructor in Biological Sciences Laboratory,,,"A.B., Harvard University; Ph.D., Stanford University"
362,Nicholas L. Rodenhouse,Professor of Biological Sciences,,,"A.B., Hope College; M.S., Iowa State University; Ph.D., Dartmouth College"
363,Lisa RodenskyA2,Associate Professor of English,,,"B.A., Wellesley College; J.D., Harvard Law School; Ph.D., Boston University"
364,Mark Roemisch,Visiting Lecturer in German,,,"B.A., Staatlich gen. Schauspielstudio Gmelin; M.A., Ludwig-Maximilians-University LMU"
365,Guy M. Rogers,"William R. Kenan, Jr. Professor of History and Classical Studies",Professor of History and Classical Studies,,"B.A., University of Pennsylvania; B.A., University of London; M.A., Ph.D., Princeton University"
366,Lawrence A. Rosenwald,Anne Pierce Rogers Professor of American Literature,Professor of English,,"B.A., M.A., Ph.D., Columbia University"
367,Casey G. Rothschild,Associate Professor of Economics,,,"A.B., Princeton University; Ph.D., Massachusetts Institute of Technology"
368,Noah Rubin,Visiting Lecturer in Education,,,"B.A., Sarah Lawrence College; M.S., Bank Street College of Education; Ph.D., Harvard Graduate School of Education"
369,David Russell,Lecturer in Music,"Co-Director, Wellesley Chamber Music Society",Music Performance Faculty in Cello,"B.M., Eastman School; M.M., University of Akron; D.M.A., SUNY (Stony Brook)"
370,Markella B. Rutherford,Associate Professor of Sociology,,,"B.A., Mississippi College; M.A., University of Memphis; Ph.D., University of Virginia"
371,Daniel Ryan,Music Instructor of Keyboard Skills,,,"B.A., Boston University"
372,Niki Rybko,PERA Assistant Professor of the Practice,,,"B.S., University  of Florida (Gainesville); M.S., University of Massachusetts (Amherst)"
373,Margery M. Sabin,Lorraine C. Wang Professor of English,,,"B.A., Radcliffe College; M.A., Ph.D., Harvard University"
374,Peter O. Sandusky,Lecturer in Chemistry,,,"B.S., M.S., Ph.D., University of Michigan (Ann Arbor)"
375,Nancy Scherer,Associate Professor of Political Science,,,"B.A., Lafayette College; J.D., Emory University; Ph.D., University of Chicago"
376,Lauren E. Schoenberger,PERA Assistant Professor of the Practice,,,"B.A., American University"
377,Andrew Schultz,Associate Professor of Mathematics,,,"B.S., Davidson College; M.S., Ph.D., Stanford University"
378,Inela Selimović,Assistant Professor of Spanish,,,"B.A., University of the South; M.A., Ph.D, University of Kentucky"
379,Andrea S. SequeiraA2,Associate Professor of Biological Sciences,,,"M.S., Ph.D., University of Buenos Aires (Argentina)"
380,Orit Shaer,Associate Professor of Computer Science,,,"B.A., Academic College of Tel-Aviv; M.S., Ph.D., Tufts University"
381,Sima ShakhsariA,Assistant Professor of Women's and Gender Studies,,,"B.S., M.A., San Francisco State University; Ph.D., Stanford University"
382,Lois Shapiro,Senior Music Performance Faculty in Piano,,,"B.Mus., Peabody Institute of Music; M.Mus., Yale University School of Music; D.Mus., Indiana University School of Music (Bloomington)"
383,Kartini Shastry,Assistant Professor of Economics,,,"A.B., Brown University; A.M., Ph.D., Harvard University"
384,Aaron Sheehan,Senior Music Performance Faculty in Voice,,,"B.A., Luther College; M.M., Indiana University (Bloomington)"
385,Andrew Shennan,Professor of History,Provost and Dean of the College,,"B.A., M.A., Ph.D., Cambridge University (Corpus Christi College)"
386,Vernon L. Shetley,Professor of English,,,"A.B., Princeton University; M.A., M.Phil., Ph.D., Columbia University"
387,Neelima Shukla-Bhatt,Associate Professor of South Asia Studies,,,"B.A., M.A., Maharaja Sayajirao University of Baroda (India); M.Div., Ph.D., Harvard University"
388,Randy Shull,Professor of Computer Science,,,"B.A., Humboldt State University; M.S., University of New Hampshire; M.A., Ph.D., Dartmouth College"
389,Frederic W. ShultzA,Professor of Mathematics,,,"B.S., California Institute of Technology; Ph.D., University of Wisconsin (Madison)"
390,Olga Shurchkov,Assistant Professor of Economics,,,"B.A., Wellesley College; Ph.D., Massachusetts Institute of Technology"
391,Daniel Sichel,Professor of Economics,,,"B.A., M.P.P., University of Michigan; Ph.D., Princeton University"
392,Marilyn Sides,Senior Lecturer in English,,,"B.A., M.A., University of Utah; Ph.D., Johns Hopkins University"
393,Linda M. Sieck,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., William Paterson College"
394,Edward Silver,Assistant Professor of Religion,,,"B.A., University of Minnesota (Twin Cities); A.M., Ph.D., University of Chicago"
395,Steven Simon,Visiting Lecturer in Mathematics,,,"B.A., Yale University; Ph.D., Courant Institute of Mathematical Sciences (New York University)"
396,Susan E. Skeath,Professor of Economics,,,"B.A., Haverford College; M.A., Ph.D., Princeton University"
397,Christa D. Skow,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Ph.D., University of Massachusetts (Amherst)"
398,Stephen Slivan,Instructor in Astronomy Laboratory,,,"S.B., S.M., Ph.D., Massachusetts Institute of Technology"
399,Quinn Slobodian,Associate Professor of History,,,"B.A., Lewis & Clark College; Ph.D., New York University"
400,Sally Sommers Smith,Lecturer in Biological Sciences,,,"B.A., Grinnell College; Ph.D., Tufts University School of Medicine"
401,Mingwei SongA,Associate Professor of Chinese,,,"B.A., Shandong University; M.A., Fudan University; M.Phil., Ph.D., Columbia University"
402,Francesca Southerden,Assistant Professor of Italian Studies,,,"B.A., University of Oxford (Somerville College); M.St., D.Phil., University of Oxford (Hertford College)"
403,Tessa Spillane,PERA Associate Professor of the Practice,,,"B.A., Mount Holyoke College; M.S., Smith College"
404,Erinn Staley,Visiting Lecturer in Religion,,,"B.A., Rhodes College; M.Div., Yale Divinity School; M.A., M.Phil., Ph.D., Yale University"
405,Rachel Stanley,Assistant Professor of Chemistry,,,"B.S., Ph.D,  Massachusetts Institute of Technology"
406,Glenn Stark,Professor of Physics,,,"B.S., Massachusetts Institute of Technology; M.A., Ph.D., University of California (Berkeley)"
407,Jane E. Starkman,Music Performance Faculty in Baroque Violin,,,"B.M., M.M., New England Conservatory of Music"
408,Raymond James Starr,Theodora Stone Sutton Professor of Classics,Professor of Classical Studies,,"B.A., University of Michigan (Ann Arbor); M.A., Ph.D., Princeton University"
409,Filomina Chioma Steady,Professor of Africana Studies,,,"B.A., Smith College; M.A., Boston University; B.Litt., D.Phil., Oxford University"
410,Suzanne E. Stumpf,"Senior Music Performance Faculty in Flute, Baroque Flute, and Chamber Music",,,"B.A., Wellesley College"
411,Yui Suzuki,Associate Professor of Biological Sciences,,,"A.B., Bowdoin College; Ph.D., Duke University"
412,Joseph Swingle,Senior Lecturer in Sociology,,,"B.A., Carleton College; M.A., Ph.D., Harvard University"
413,Jill Ann Syverson-StorkSenior Lecturer in Spanish,"B.A., Smith College; M.A., Ph.D., Harvard University",,,
414,Olga Talroze,Senior Coach/accompanist,,,"B.M., M.M, San Francisco Conservatory of Music"
415,Jenny Chui-Chun Tang,Lecturer in Music,"Co-Director, Wellesley Chamber Music Society",Senior Music Performance Faculty in Piano and Keyboard Skills,"B.M., M.M., New England Conservatory of Music"
416,Qiuyan Tang,Lecturer in Chinese,,,"B.A., Nanjing Normal University; M.A., Fudan University"
417,Jonathan Tannenhauser,Lecturer in Mathematics,,,"A.B., Harvard University; M.A., Ph.D., University of California (Berkeley)"
418,Corrine TaylorA1,Senior Lecturer in the Quantitative Reasoning Program,"Director, Quantitative Reasoning Program",,"B.A., College of William and Mary; M.S., Ph.D., University of Wisconsin (Madison)"
419,Marc J. TetelA,Class of 1966 Associate Professor of Neuroscience,,,"B.A., Northwestern University; Ph.D., University of Massachusetts (Amherst)"
420,Shiao-Wei Tham,Associate Professor of Chinese,,,"B.A., National University of Singapore; M.A., Ph.D., Stanford University"
421,Sally A. Theran,Associate Professor of Psychology,,,"B.A., Bates College; M.A., Ph.D., Michigan State University"
422,Marcia E. Thomas,Senior Instructor in Biological Sciences Laboratory,,,"B.S., University of Massachusetts; M.A., Smith College"
423,Rebecca Thornblade,Music Performance Faculty in Cello,,,"B.M., Oberlin Conservatory; M.M., Juilliard School"
424,Brian Tjaden,Associate Professor of Computer Science,,,"B.A., Amherst College; M.S., Ph.D., University of Washington"
425,Eiko Torii-Williams,Senior Lecturer in Japanese,,,"B.A., Kansai University (Osaka); Ed.M., Ph.D., Boston University"
426,David Towlun,Theatre Production Manager,,,"M.F.A., Purchase College (State University of New York)"
427,Donna R. Trainor,Senior Instructor in Chemistry Laboratory,,,"B.A., University of Rochester; Ph.D., University of Akron"
428,Marie-Paule Tranvouez,Senior Lecturer in French,,,"D.U.T., Institut Universitaire de Technologie, (Brest); M.A., State University of New York (Stony Brook); Ph.D., University of California (Santa Barbara)"
429,Ann Trenk,Professor of Mathematics,,,"A.B., Harvard University; M.S., Ph.D., Johns Hopkins University"
430,Nina TumarkinA2,Professor of History,,,"B.A., University of Rochester; M.A., Ph.D., Harvard University"
431,Franklyn A. Turbak,Associate Professor of Computer Science,,,"S.B., M.S., Ph.D., Massachusetts Institute of Technology"
432,James Turner,Associate Professor of Environmental Studies,,,"B.S., Washington and Lee University; A.M., Brown University; Ph.D., Princeton University"
433,Diane Tutin,Lecturer in Education,,,"B.A., Clark University; M.Ed., Framingham State College"
434,"L. Terrell Tyler, Jr.",Associate Professor of English,,,"B.A., Southwestern University (Memphis); M.A., M.Phil., Ph.D., Yale University"
435,Catherine Ulissey,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Emerson College"
436,Adam Van Arsdale,Whitehead Associate Professor of Critical Thought,Associate Professor of Anthropology,,"B.A., B.S., Emory University; M.A., Ph.D., University of Michigan"
437,Carlos Alberto Vega,Professor of Spanish,,,"A.B., Columbia University; A.M., University of Virginia; Ph.D., Harvard University"
438,Ann Velenchik,Associate Professor of Economics,Dean of Academic Affairs,,"B.S.F.S., Georgetown University; Ph.D., Stanford University"
439,Carla M. Verschoor,Adjunct Assistant Professor of Chemistry,,,"B.S., University of Illinois (Urbana); Ph.D., University of Wisconsin (Madison)"
440,Maurizio S. Viano,Professor of Cinema and Media Studies,,,"Laurea in Lettere Moderne, University of Genova; Ph.D., University of Oregon"
441,Benjamin Vining,Visiting Lecturer in Anthropology,,,"B.A., Colgate University; M.A., Ph.D., Boston University"
442,Lynne Spigelmire VitiA1,Senior Lecturer in the Writing Program,,,"B.A., Barnard College; M.A., Columbia University; Ph.D., J.D., Boston College"
443,Ismar Volić,Theresa Mall Mullarkey Associate Professor of Mathematics,,,"B.A., Boston University; M.A., Ph.D., Brown University"
444,James Wallenstein,Newhouse Visiting Professor of Creative Writing,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
445,Maria Waller,Instructor in Geosciences Laboratory,,,"B.A., Wellesley College; M.S., University of Massachusetts"
446,Sarah Wall-Randell,Associate Professor of English,,,"B.A., Wellesley College; M.Phil, St. John's College (Oxford University); Ph.D., Harvard University"
447,Julie Walsh,Assistant Professor of Philosophy,,,"B.A., University of Toronto; M.A., Ph.D., University of Western Ontario"
448,Helen P. Wang,Professor of Mathematics,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Harvard University"
449,David Ward,Professor of Italian Studies,,,"B.A., University of East Anglia (England); M.A., Ph.D., Cornell University"
450,Lauri L. Wardell,Senior Instructor in Physics Laboratory,,,"B.S., Fort Lewis College; M.S., University of Kentucky"
451,Kera M. Washington,Senior Music Performance Faculty in African Diaspora Drumming,"Director, Yanvalou",,"B.A., Wellesley College; M.A., Wesleyan University"
452,Lois Wasserspring,Senior Lecturer in Political Science,,,"B.A., Cornell University; M.A., Princeton University"
453,Wesley Andres Watters,Diana Chapman Walsh Assistant Professor of Astronomy,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
