,name,title,title2,title3,education
399,Franklyn A. Turbak,Associate Professor of Computer Science,,,"S.B., M.S., Ph.D., Massachusetts Institute of Technology"
400,James Turner,Associate Professor of Environmental Studies,,,"B.S., Washington and Lee University; A.M., Brown University; Ph.D., Princeton University"
401,Diane Tutin,Lecturer in Education,,,"B.A., Clark University; M.Ed., Framingham State College"
402,Catherine Ulissey,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Emerson College"
403,Natali Valdez,Assistant Professor of Women's and Gender Studies,,,"B.A., University of Florida; M.A., Ph.D., University of California (Irvine)"
404,Adam Van Arsdale A1,Associate Professor of Anthropology,,,"B.A., B.S., Emory University; M.A., Ph.D., University of Michigan"
405,William Van Beckum,Visiting Lecturer in Art,,,"B.A., Emerson College; M.F.A., Tufts University"
406,Deepa Vasudevan,Visiting Lecturer in Education,,,"B.A., Haverford College; Ed.M, Harvard Graduate School of Education"
407,Carlos Alberto Vega A2,Professor of Spanish,,,"A.B., Columbia University; A.M., University of Virginia; Ph.D., Harvard University"
408,Ann Velenchik,Associate Professor of Economics,Dean of Academic Affairs,,"B.S.F.S., Georgetown University; Ph.D., Stanford University"
409,Danielle Vellucci,Instructor in Chemistry Laboratory,,,"B.A., Boston College; Ph.D., University of California (Irvine)"
410,Monica Verity,PERA Assistant Professor of the Practice,,,"B.S., Wagner College; M.S., Boston College"
411,Carla M. Verschoor,Adjunct Assistant Professor of Chemistry,,,"B.S., University of Illinois (Urbana); Ph.D., University of Wisconsin (Madison)"
412,Maurizio S. Viano,Professor of Cinema and Media Studies,,,"Laurea in Lettere Moderne, University of Genova; Ph.D., University of Oregon"
413,Ismar Volić,Professor of Mathematics,,,"B.A., Boston University; M.A., Ph.D., Brown University"
414,Sarah Wall-Randell,Associate Professor of English,,,"B.A., Wellesley College; M.Phil, St. John’s College (Oxford University); Ph.D., Harvard University"
415,Maria Waller,Instructor in Geosciences Laboratory,,,"B.A., Wellesley College; M.S., University of Massachusetts"
416,Julie WalshA,Assistant Professor of Philosophy,,,"B.A., University of Toronto; M.A., Ph.D., University of Western Ontario"
417,Helen P. Wang,Professor of Mathematics,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Harvard University"
418,Qing (Wendy) Wang,Assistant Professor of Mathematics,,,"B.S., Beijing Normal University; M.S., Ph.D., Pennsylvania State University"
419,David Ward,Professor of Italian Studies,,,"B.A., University of East Anglia (England); M.A., Ph.D., Cornell University"
420,Lauri L. Wardell,Senior Instructor in Physics Laboratory,,,"B.S., Fort Lewis College; M.S., University of Kentucky"
421,Kera M. Washington,Senior Music Performance Faculty in African Diaspora Drumming,"Director, Yanvalou",,"B.A., Wellesley College; M.A., Wesleyan University"
422,Sara Wasserman,Kresa Family Assistant Professor of Neuroscience,,,"B.A., Wellesley College; M.A., Pepperdine University; Ph.D., Brandeis University"
423,Wesley Andres Watters,Associate Professor of Astronomy,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
424,Catherine Wearing,Associate Professor of Philosophy,,,"B.A., McGill University; Ph.D., Harvard University"
425,Deborah Weaver,"Instructor in Physical Education, Recreation and Athletics",,,"Certificate, London School of Contemporary Dance"
426,Dorothy Webb,PERA Professor of the Practice,,,"B.A., University of the Pacific; M.A., Brown University"
427,Akila Weerapana,Associate Professor of Economics,,,"B.A., Oberlin College; A.M., Ph.D., Stanford University"
428,Adam Weiner A1,Professor of Russian,,,"B.A., M.A., Ph.D., University of Wisconsin (Madison)"
429,Cord J. Whitaker,Assistant Professor of English,,,"B.A., Yale University; M.A., Ph.D. Duke University"
430,Ellen B. Widmer,Mayling Soong Professor of Chinese Studies,Professor of East Asian Studies,,"B.A. Wellesley College; M.A., Fletcher School of Law and Diplomacy; M.A., Ph.D., Harvard University"
431,Michael WiestA,Associate Professor of Neuroscience,,,"B.A., Dartmouth College; M.S., Ph.D., Michigan State University"
432,Gregory Williams,Visiting Lecturer in Art,,,"B.A., Gettysburg College; M.A., The American University in Cairo"
433,Jeremy B. Wilmer A1,Associate Professor of Psychology,,,"B.A., Williams College; Ph.D., Harvard University"
434,Tom Wilson,"Instructor in Physical Education, Recreation and Athletics",,,"B.S.Ed., M.A., Central Missouri State University"
435,Paul M. Wink,Nellie Zuckerman Cohen & Anne Cohen Heller Professor in Health Sciences,Professor of Psychology,,"B.A., M.A., University of Melbourne; Ph.D., University of California (Berkeley)"
436,Kara Wong,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
437,Benjamin P.  Wood,Anchor Point Assistant Professor in Computer Science,,,"B.A., Williams College; M.S., Ph.D., University of Washington"
438,Jacquelin Woodford,Visiting Lecturer in Chemistry,,,"B.A., Indiana University; Ph.D., University of California (San Diego)"
439,Paula Zeitlin,Senior Music Performance Faculty in Jazz Violin and Viola,Director of Wellesley BlueJazz Combos,,"B.A., Earlham College; M.A., University of Chicago"
440,Weina Zhao,Senior Lecturer in Chinese,,,"B.A., Nanjing University; M.A., Clark University"
441,Eve Zimmerman,Associate Professor of Japanese,"Director, The Suzy Newhouse Center for the Humanities",,"B.A., University of Pennsylvania; Ph.D., Columbia University"
442,Daniel Zitnick,Lecturer in Middle Eastern Studies,,,"B.A., M.A., University of Michigan"
