,name,title,title2,title3,education
60,Kimberly Brooke Cassibry,Assistant Professor of Art,,,"B.A., Louisiana State University (Baton Rouge); M.A., University of Texas (Austin); Ph.D., University of California (Berkeley)"
61,Margaret Cezair-Thompson,Senior Lecturer in English,,,"B.A., Barnard College; M.A., New York University; Ph.D., City University of New York"
62,Gil Chalamish,Visiting Lecturer in Jewish Studies,,,"B.E.D., Beit Berl College; M.A., Boston College"
63,Clara S. Chan,Visiting Lecturer in Mathematics,,,"A.B., Harvard University; M.A., University of Chicago; Ph.D., Massachusetts Institute of Technology"
64,Fritz Chang,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Queens College; M.S., Ph.D., University of Massachusetts (Lowell)"
65,Stanley S. Chang,Professor of Mathematics,,,"B.A., University of California (Berkeley); M.A., Cambridge University (England); Ph.D., University of Chicago"
66,Robbin Chapman,Associate Provost and Academic Director of Diversity and Inclusion,Lecturer in Education,,"B.S., Brooklyn College; S.M., Ph.D., Massachusetts Institute of Technology"
67,Robert A. Charlton,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
68,Jonathan M. Cheek,Professor of Psychology,,,"B.A., George Washington University; M.A., University of Texas (Austin); Ph.D., Johns Hopkins University"
69,Dai ChenA2,Senior Lecturer in Chinese,,,"B.A., Shanghai Teachers’ University; M.A., University of Iowa"
70,Stephen Chen,Assistant Professor of Psychology,,,"B.A., Rutgers University; Ph.D., University of California (Berkeley)"
71,Dan Chiasson,Associate Professor of English,,,"B.A., Amherst College; Ph.D., Harvard University"
72,Calvin T. Chin,"Instructor in Physical Education, Recreation and Athletics",,,
73,James David Christie,Wellesley College Organist,,,"B.A., Oberlin College; M.M.A., New England Conservatory of Music"
74,Courtney C. Coile,Professor of Economics,"Director, Knapp Social Science Center",,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
75,David Collins,Coach/Accompanist,,,"B.M., Western Michigan University (Kalamazoo); M.M., University of Wisconsin (Madison); Ph.D., New England Conservatory of Music"
76,Glorianne Collver-Jacobson,Senior Music Performance Faculty in Guitar and Lute,,,"B.A., University of California (Berkeley)"
77,Catia Confortini,Associate Professor of Peace and Justice Studies,,,"B.S., University degli Studi di Firenze; M.A., University of Notre Dame; Ph.D., University of Southern California"
78,Bevil R. ConwayA,Associate Professor of Neuroscience,,,"B.S., McGill University; M.M.Sc., Harvard Medical School; Ph.D., Harvard University"
79,Carolyn Crampton,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Vassar College"
80,Elena Tajima Creef,Professor of Women’s and Gender Studies,,,"B.A., University of California (Riverside); M.A., University of California (Santa Barbara); Ph.D., University of California (Santa Cruz)"
81,Lee CubaA2,Professor of Sociology,,,"B.S., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
82,Selwyn R. Cudjoe,Professor of Africana Studies,,,"B.A., M.A., Fordham University; Ph.D., Cornell University"
83,Lesley S. Curtis,Mellon Postdoctoral Fellow,,,"B.A., University of North Carolina (Chapel Hill); M.A., Middlebury College; Ph.D., Duke University"
84,Thomas Cushman,Deffenbaugh de Hoyos Carlson Professor in the Social Sciences,Professor of Sociology,,"B.A., Saint Michael’s College; M.A., Ph.D., University of Virginia"
85,Veronica Darer,Senior Lecturer in Spanish,,,"M.A.T. School for International Training/World Learning; Ph.D., University of Florida"
86,Louise Elizabeth Organ DarlingA1,Knafel Assistant Professor of Natural Sciences,Assistant Professor of Biological Sciences,,"B.S., Johns Hopkins University; Ph.D., Rice University"
87,Venita Datta,Professor of French,,,"A.B., Bryn Mawr College; M.A., Ph.D., New York University"
88,Ophera A. Davis,Lecturer in Africana Studies,,,"B.S., M.S., Jackson State University; Ph.D., Saint Louis University"
89,Helena de Bres,Associate Professor of Philosophy,,,"B.A., Victoria University; M.A., Ph.D., Massachusetts Institute of Technology"
90,Ashley DeFlumere,Lecturer in Computer Science,,,"B.A., Mount Holyoke College; Ph.D., University of College Dublin"
91,Elizabeth R. DeSombre,Camilla Chandler Frost Professor of Environmental Studies,,,"B.A., Oberlin College; Ph.D., Harvard University"
92,Richard Delacy,Visiting Lecturer in South Asia Studies,,,"B.A., University of Melbourne (Australia); M.A., Monash University (Australia); M.A., Ph.D., University of Chicago"
93,Christen DeveneyA,Assistant Professor of Psychology,,,"B.A., M.A., Ph.D., Harvard University"
94,Viriginia Gabriela Diaz,Music Performance Faculty in Violin,,,"B.M., M.M., New England Conservatory of Music"
95,Alexander J. Diesl,Associate Professor of Mathematics,,,"B.A., M.A., Johns Hopkins University; Ph.D., University of California (Berkeley)"
96,Whitney Dill,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Tennessee; M.P.S., Pratt Institute"
97,Bonnie M. Dix,PERA Associate Professor of the Practice,,,"B.S., University of Vermont; M.S., University of Tennessee (Knoxville)"
98,Nicholas K. Doe,Senior Instructor in Chemistry Laboratory,,,"B.A., M.S., University of California (Santa Cruz); M.A., Stanford University"
99,Jocelyne L. Dolce,Senior Instructor in Biological Sciences Laboratory,,,"B.Sc., M.Sc., University of Rhode Island"
100,Carlos G. Dorrien,Professor of Art,,,"Montserrat School of Visual Art, Diploma in Sculpture"
101,Carol L. Dougherty,Margaret E. Deffenbaugh and LeRoy T. Carlson Professor in Comparative Literature,Professor of Classical Studies,,"B.A., Stanford University; M.A., University of California (Santa Barbara); M.A., Ph.D., Princeton University"
102,Marion Dry,Senior Music Performance Faculty in Voice,,,"A.B., Harvard University; M.M., Northwestern University"
103,Theodore W.  Ducas,Professor of Physics,,,"B.A., Yale University; Ph.D., Massachusetts Institute of Technology"
104,Thomas Duprey,Music Instructor in Jazz and Classical Trumpet,,,"B.M., Crane School of Music; M.M., New England Conservatory"
105,Geraldine O. Echebiri,Lecturer in Chemistry,,,"B.S., Goucher College; Ph.D., University of Maryland (College Park)"
106,Kathryn Egizi,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Union College"
107,Sylvaine V. Egron-Sparrow,Senior Lecturer in French,,,"Licence de Lettres Modernes, Université de Haute Bretagne; Maîtrise de Francais et de Linguistique, Université de Vincennes"
108,Sharon K. Elkins,Professor of Religion,,,"B.A., Stetson University; M.T.S., Harvard Divinity School; Ph.D., Harvard University"
109,David James EllerbyA2,Associate Professor of Biological Sciences,,,"B.S., University of Manchester, UK; Ph.D., University of Leeds, UK"
110,Susan H. Ellison,Assistant Professor of Anthropology,,,"B.A, Washington University; M.T.S., Harvard Divinity School; A.M., Ph.D., Brown University"
111,Donald E. Elmore,Associate Professor of Chemistry,,,"B.A., Grinnell College; Ph.D., California Institute of Technology"
112,Alla L. Epsteyn,Senior Lecturer in Russian,,,"M.A., Moscow University; Ph.D., Academy of Sciences Institute of World History (Russia)"
113,Roxanne L. EubenA,Ralph Emerson and Alice Freeman Palmer Professor of Political Science,,,"B.A., Wesleyan University; M.A., Ph.D., Princeton University"
114,Oscar E. Fernandez,Assistant Professor of Mathematics,,,"B.A., B.S., University of Chicago; Ph.D., University of Michigan (Ann Arbor)"
115,Daniel Keath Fetter,Assistant Professor of Economics,,,"B.A., Wesleyan University; M.Sc., London School of Economics and Political Science; Ph.D., Harvard University"
116,Paul Fisher,Associate Professor of American Studies,,,"A.B., Harvard College; B.A., M.A., Trinity College (Cambridge); M.A., M.Phil., Ph.D., Yale University"
117,Nolan T. Flynn,Associate Professor of Chemistry,,,"B.A., St. Olaf College; Ph.D., University of Illinois"
118,Ming-fai Fong,Visiting Lecturer in Neuroscience,,,"B.S., Massachusetts Institute of Technology; Ph.D., Emory University"
119,Claire FontijnA2,Phyllis Henderson Carey Professor of Music,,,"B.A., Oberlin College; Certificate, The Royal Conservatory of The Hague; M.A., Ph.D., Duke University"
120,Rita Freed,Visiting Lecturer in Art,,,"B.A., Wellesley College; M.A., New York University; Ph.D., New York University"
121,Richard G. French,Louise Sherwood McDowell and Sarah Frances Whiting Professor of Astrophysics,Professor of Astronomy,,"B.A., M.S., Ph.D., Cornell University"
122,Alice T. Friedman,Grace Slack McNeil Professor of American Art,Professor of Art,,"A.B., Radcliffe College; M.Phil., University of London; Ph.D., Harvard University"
123,Katya Frois-Moniz,Visiting Lecturer in Biological Sciences,,,"B.A., Yale University; Ph.D., Massachusetts Institute of Technology"
124,Gale Fuller,Senior Music Performance Faculty in Voice,,,"B.M., Peabody Conservatory of Music; M.M., New England Conservatory of Music"
125,Jerome Fung,Lecturer in Physics,,,"B.A., Swarthmore College; A.M., Ph.D., Harvard University"
126,Charlene A. Galarneau,Assistant Professor of Women’s and Gender Studies,,,"B.A., University of Massachusetts; M.A.R., Iliff School of Theology; A.M., Ph.D., Harvard University"
127,Marie-Cécile Ganne-Schiermeier,Lecturer in French,,,"M.A., Ph.D., Boston University"
128,Corinne A.  Gartner,Assistant Professor of Philosophy,,,"B.A., M.A., Stanford University; Ph.D., Princeton University"
129,Elena Gascon-VeraA,Professor of Spanish,,,"Licenciatura, University of Madrid; M.Phil., Ph.D., Yale University"
130,Barbara Geller,Professor of Religion,,,"A.B., Princeton University; M.A., Ph.D., Duke University"
131,C. Pat Giersch,Professor of History,,,"B.A., Dartmouth College; Ph.D., Yale University"
132,Beth Gifford,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Northeastern University"
133,Kathleen W. Gilbert,Instructor in Geosciences Laboratory,,,"B.A., Smith College; M.S., University of Miami"
134,Catherine Keane Gilhuly,Associate Professor of Classical Studies,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
135,Leigh Gilmore,Distinguished Visiting Professor of Women’s and Gender Studies,,,"B.A., University of Washington; M.A., University of Washington; Ph.D., University of Washington"
136,Tracy R. Gleason,Professor of Psychology,,,"A.B., Dartmouth College; Ph.D., University of Minnesota"
137,Sharon M. H. Gobes,Assistant Professor of Neuroscience,,,"B.Sc., M.Sc., Ph.D., Ultrecht University (The Netherlands)"
138,Stacie E. GoddardA,Jane Bishop '51 Associate Professor of Political Science,,,"A.B., University of Chicago; M.A., M.Phil., Ph.D., Columbia University"
139,Kariann E. Goldschmitt,Assistant Professor of Music,,,"B.A., University of California (Los Angeles); M.A., University of California (San Diego); Ph.D., University of California (Los Angeles)"
140,Octavio R. Gonzalez,Assistant Professor of English,,,"B.A., Swarthmore College; M.A., Pennsylvania State University; M.A., Ph.D., Rutgers University"
141,Katie Goodall,Visiting Lecturer in Environmental Studies,,,"B.A., Washington University; M.S., University of MIchigan; Ph.D., University of Vermont"
142,Robert Goree,Assistant Professor of Japanese,,,"B.A., Westmont College; M.A., Columbia University; M.A., M.Phil., Ph.D., Yale University"
143,John Goss,Assistant Professor of Biological Sciences,,,"B.S., Rhodes College; M.Phil., Ph.D., Yale University"
144,Lisa Evelyn Graham,Evelyn Barry Director of the Choral Program,Lecturer in Music,,"B.A., Sonoma State College; M.M., D.M.A., University of Southern California"
145,CoriEllen Grande,"Instructor in Physical Education, Recreation and Athletics",,,
146,Katherine Alysia Grandjean,Assistant Professor of History,,,"B.A., Yale University; Ph.D., Harvard University;"
147,Laura Kathleen Grattan,Associate Professor of Political Science,,,"B.A., College of William and Mary; M.A., Ph.D., Duke University"
148,Jesse Aron Green,Visiting Lecturer in Art,,,"B.A., Harvard College; M.F.A., University of California (Los Angeles)"
149,Nikki A. GreeneA,Assistant Professor of Art,,,"B.A., Wesleyan University; M.A., Ph.D., University of Delaware"
150,Brenna W. Greer,Knafel Assistant Professor of Social Sciences,Assistant Professor of History,,"B.A., Beloit College; M.A., Ph.D., University of Wisconsin (Madison)"
151,Alden B. Griffith,Assistant Professor of Environmental Studies,,,"B.A., Wesleyan University; Ph.D., University of California (Santa Cruz)"
152,Simon GroteA,Wellesley Faculty Assistant Professor of History,,,"A.B., Harvard University; M.Phil., Cambridge University; M.A., Ph.D., University of California (Berkeley)"
153,Scott E. Gunther,Associate Professor of French,,,"B.A., Cornell University; D.E.A., Ecole Normale Superieure & Ecole des Hautes Etudes en Sciences Sociales; J.D., Ph.D., New York University"
154,Evelina Gužauskytė,Associate Professor of Spanish,,,"B.A., Middlebury College; M.A., M.Phil., Ph.D., Columbia University"
155,Koichi Hagimoto,Associate Professor of Spanish,,,"B.A., Soka University of America; M.A., Ph.D., University of Pittsburgh"
156,David R. HainesA,Associate Professor of Chemistry,,,"B.A., Earlham College; Ph.D., University of Illinois (Urbana)"
157,Nadya S. Hajj,Assistant Professor of Political Science,,,"B.A., University of Virginia; M.A., Ph.D., Emory University"
158,Mona Lambracht Hall,Senior Instructor in Chemistry Laboratory,,,"B.A., Russell Sage College; Ph.D., Tufts University"
159,Nancy Abraham Hall,Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
160,Neal Louis Hampton,"Conductor, Brandeis-Wellesley Orchestra",,,"B.M., Eastman School of Music; M.M., Boston University"
161,Anjeana K. Hans,Associate Professor of German,,,"A.B., M.A., Ph.D., Harvard University"
162,Emily Harcourt,Visiting Lecturer in Chemistry,,,"B.A., Mount Holyoke College; Ph.D., Stanford University"
163,Marianne Harkless,"Instructor in Physical Education, Recreation and Athletics",,,
164,David Brian Harris,Music Performance Faculty in Jazz Trombone,,,"B.M., New England Conservatory of Music"
165,Jane Elizabeth Harrison,Music Performance Faculty in Oboe,,,"B.M., Ohio Wesleyan University; M.M., Manhattan School of Music"
166,Kenneth S. Hawes,Senior Lecturer in Education,,,"B.S., Massachusetts Institute of Technology; Ed.M., Ed.D., Harvard University"
167,David P. Hawkins,Associate Professor of Geosciences,,,"B.A., Clark University; M.A., George Washington University; Ph.D., Massachusetts Institute of Technology"
168,Gretchen Hayden-Ruckert,"Instructor in Physical Education, Recreation and Athletics",,,
169,Michael J. Hearn,Professor of Chemistry,,,"B.A., Rutgers University; M.S., M.Phil., Ph.D., Yale University"
170,Beth Ann Hennessey,Professor of Psychology,,,"A.B., Brown University; M.Ed., Lesley College; Ph.D., Brandeis University"
171,Mark S. Henry,Senior Music Performance Faculty in Double Bass,,,"B.M., Berklee College of Music; M.M., University of Massachusetts (Lowell)"
172,Jean R. Herbst,Instructor in Computer Science Laboratory,,,"B.S., University of Wisconsin (Madison); M.S., University of Rhode Island"
173,Rosanna HertzA1,Class of 1919 – ‘50th Reunion Professor of Sociology and Women’s and Gender Studies,,,"B.A., Brandeis University; M.A., Ph.D., Northwestern University"
174,Emily B. Hewitt,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
175,Alison Hickey,Associate Professor of English,,,"A.B., Harvard and Radcliffe Colleges; M.A., M.Phil., Ph.D., Yale University"
176,Monica R. HigginsA1,Lecturer in Environmental Studies,,,"B.S., University of Pittsburgh; M.S., Ph.D., University of Michigan"
177,Ellen C. Hildreth,Professor of Computer Science,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
178,Eric David Hilt,Associate Professor of Economics,,,"A.B., Occidental College; M.Phil., Ph.D., Columbia University"
179,Philip Steven Hirschhorn,Professor of Mathematics,,,"B.S., Brooklyn College of City University of New York; Ph.D., Massachusetts Institute of Technology"
180,Thomas Peter Hodge,Professor of Russian,,,"B.A., Pomona College; M.A., Oxford University; A.M., Ph.D., Stanford University"
181,Randall Hodgkinson,Music Performance Faculty in Piano,,,"B.M., M.M., New England Conservatory of Music"
182,Russell A. Hoffmann,Music Instructor in Jazz Piano,,,"B.M., University of Texas; M.Ed., Cambridge College"
183,Soo Hong,Associate Professor of Education,,,"B.A., M.T., University of Virginia; Ed.D., Harvard University"
184,Janie E. Howland,Lecturer in Theatre Studies,,,"B.A., University of Pennsylvania; M.F.A., Brandeis University"
185,Yue Hu,Associate Professor of Physics,,,"B.S., Beijing University; M.S., Ph.D., Cornell University"
186,Adrian Huang,Instructor in Chemistry Laboratory,,,"B.A., Xiantang University; Ph.D., University of California (Los Angeles)"
187,Jeff Hughes,Lecturer in Biological Sciences,,,"B.A., Boston University; M.S., University of Washington; Ph.D., University of Rhode Island"
188,Seth Hussey,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., St. Lawrence University; M.S., Purdue University"
189,Nora Hussey,"Director, Wellesley College Theatre","Director, Theatre Studies Program",,"B.A., Mundelein College"
190,Antonio M.A. Igrejas,Mellon Foundation Lecturer in Portuguese,,,"B.A., University of Massachusetts (Dartmouth); M.A., Ph.D., University of Massachusetts (Amherst)"
191,Jonathan B. Imber,Jean Glasscock Professor of Sociology,,,"B.A., Brandeis University; M.A., Ph.D., University of Pennsylvania"
192,Seok Bae Jang,Lecturer in East Asian Languages & Cultures,,,"B.A., M.A., Ph.D., Yonsei University"
193,Michael Jeffries,Associate Professor of American Studies,,,"A.B., Swarthmore College; Ph.D., Harvard University"
194,Philip Jennings,PERA Assistant Professor of the Practice,,,"B.A., Hamilton College; M.Ed., The College of New Jersey"
195,Laura Jeppesen,Senior Music Performance Faculty in Viola da Gamba,,,"B.A., Wheaton College; M.M., Yale University"
196,Erin Johnson,"Research Scientist, Wellesley Centers for Women",Visiting Lecturer in Economics,,"A.B., Princeton University; Ph.D., University of California (Berkeley)"
197,Jeannine R. Johnson,Lecturer in the Writing Program,,,"B.A., Haverford College; Ph.D., Yale University"
198,Jenny Olivia JohnsonA2,Associate Professor of Music,,,"B.A., Barnard College; M.M., Manhattan School of Music; Ph.D., New York University"
199,Paula A. Johnson,President,Professor of Women's Health Studies,,"B.A., Harvard Radcliffe Colleges; M.P.H., Harvard School of Public Health; M.D., Harvard Medical School"
200,Kristina Niovi Jones,"Director, Wellesley College Botanic Gardens",Adjunct Assistant Professor of Biological Sciences,,"B.S., Stanford University; Ph.D., University of California"
201,William A. Joseph,Professor of Political Science,,,"B.A., Cornell University; M.A., Ph.D., Stanford University"
202,Joseph P. Joyce,M. Margaret Ball Professor of International Relations,Professor of Economics,,"B.S.F.S., Georgetown University; M.A., Ph.D., Boston University"
203,Marion R. Just,Professor of Political Science,,,"B.A., Barnard College; M.A., Johns Hopkins University; Ph.D., Columbia University"
204,Stella Kakavouli,Senior Instructor in Computer Science Laboratory,,,"B.S., National Technical University (Athens, Greece); M.S., Brown University"
205,Lidwien E. Kapteijns,Elizabeth Kimball Kendall and Elisabeth Hodder Professor of History,,,"B.A., Universiteit van Amsterdam; M.A., University of London; Doctoraal, Ph.D., Universiteit van Amsterdam"
206,Anastasia Karakasidou,Professor of Anthropology,,,"B.A., College of Wooster; M.A., Brandeis University; M.A., Bryn Mawr College"
207,Margaret M. Keane,Professor of Psychology,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
208,David Michael Kelley,Assistant Professor of Art,,,"B.A., Trinity College; M.F.A., University of California (Irvine)"
209,Megan Kerr,Professor of Mathematics,,,"B.A., Wellesley College; Ph.D., University of Pennsylvania"
210,Sari Kerr,"Senior Research Scientist, Wellesley Centers for Women",Visiting Lecturer in Economics,,"University Diploma, University of Kent at Canterbury; M.A., Ph.D., University of Jyvaskyla, Finland"
211,Pinar Keskin-BonattiA,Assistant Professor of Economics,,,"B.A., Bilkent University; M.A., M. Phil., Ph.D., Yale University"
212,Tess L. Killpack,Instructor in Biological Sciences Laboratory,,,"B.A., Kalamazoo College; M.A., Loyola Marymount University; Ph.D., University of Wisconsin"
213,Rebecca Kimball,PERA Assistant Professor of the Practice,,,"B.S., University of Southern Maine; M.S., Springfield College"
214,Julia King,PERA Assistant Professor of the Practice,,,"B.A., Bowdoin College; M.A., Trinity College"
215,Steve Kirby,Music Performance Faculty in Jazz Guitar,,,"B.A., Berklee College of Music; M.M. University of Massachusetts (Amherst)"
216,Vanja Klepac-CerajA,Assistant Professor of Biological Sciences,,,"B.S., Beloit College; Ph.D., Massachusetts Institute of Technology"
217,Ariana Klinkov,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., SUNY Binghamton; M.A., Northeastern University"
218,Nicholas A. KnoufA,Assistant Professor of Cinema and Media Studies,,,"B.S., California Institute of Technology; S.M., Massachusetts Institute of Technology; Ph.D., Cornell University"
219,Yu Jin Ko,Professor of English,,,"B.A., Columbia University; M.A., Cambridge University (Clare College); Ph.D., Yale University"
220,T. James Kodera,Professor of Religion,,,"B.A., Carleton College; M.A., M.Phil., Ph.D., Columbia University"
221,Joel Krieger,Norma Wilentz Hess Professor of Political Science,,,"B.A., Yale College; Ph.D., Harvard University"
222,Jennifer A. Kroll,PERA Associate Professor of the Practice,,,"B.S., Northwestern University; M.S., University of Kentucky"
223,Kyra Kulik-Johnson,Lecturer in Psychology,,,"B.A., Boston College; Ed.M., Harvard University Graduate School of Education; Ph.D., Boston College"
