,name,title,title2,title3,education
224,Brian K. Kuscher,PERA Assistant Professor of the Practice,,,"B.A., Franklin Pierce University; M.A., Concordia University"
225,Martina Königer,Adjunct Assistant Professor of Biological Sciences,,,"Diploma, Ph.D., University of  Würzburg (Germany)"
226,Megan Lynn LaBella,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
227,Yuan-Chu Ruby Lam,Professor of Chinese,,,"B.A., National Taiwan University; M.A., Ph.D., Harvard University"
228,Karen Marlene Lange,Assistant Professor of Mathematics,,,"B.A., Swarthmore College; M.S., Ph.D., University of Chicago"
229,Gabriel Langfur,Music Performance Faculty in Trombone,,,"B.A., Oberlin College; B.M., Oberlin Conservatory; M.M., New England Conservatory"
230,Steve Langone,Music Performance Faculty in Jazz-Rock-Latin Drums,,,"B.A., Berklee College of Music"
231,Flavia Laviosa,Senior Lecturer in Italian Studies,,,"B.A., University of Bari (Italy); M.S., University of Edinburgh; M.A., Ph.D., State University of New York (Buffalo)"
232,Amanda Leahy,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Bowdoin College"
233,Sun-Hee Lee,Associate Professor of Korean,,,"B.A., M.A., Ph.D., Yonsei University; Ph.D., Ohio State University"
234,Yoon Sun Lee,Mildred Lane Kemper Professor of English,,,"A.B., Harvard College; Ph.D., Yale University"
235,Sohie Moody Lee,Senior Instructor in Computer Science Laboratory,,,"B.S., Cornell University; M.S., Stanford University; Ph.D., University of California (San Diego)"
236,Phillip B. Levine,Katharine Coman and A. Barton Hepburn Professor of Economics,,,"B.S., M.S., Cornell University; Ph.D., Princeton University"
237,Andrea Gayle Levitt,Margaret Clapp ‘30 Distinguished Alumna Professor of French and Linguistics,,,"B.A., Wellesley College; M.A., M.Phil., Ph.D., Yale University"
238,Peggy Levitt,Luella LaMer Slaner Professor in Latin American Studies,Professor of Sociology,,"B.A., Brandeis University; M.S., Columbia University; Ph.D., Massachusetts Institute of Technology"
239,Jack S.  Lewis,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Springfield College"
240,Sara Lewis,Elisabeth Luce Moore Postdoctoral Fellow,,,"B.A., St. Lawrence University; M.A., University of Chicago; Ph.D., Columbia University"
241,David L. LindauerA1,Stanford Calderwood Professor of Economics,,,"B.S., City College of City University of New York; A.M., Ph.D., Harvard University"
242,Heping Liu,Associate Professor of Art,,,"B.A., Guangzhou Institute of Foreign Languages (China); M.A., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
243,Liang Kok Liung,"Instructor in Physical Education, Recreation and Athletics",,,
244,Igor O. Logvinenko,Assistant Professor of Political Science,,,"B.A., University of Redlands; M.A., Villanova University; M.A., Ph.D., Cornell University"
245,Melinda Lopez,Lecturer in Theatre Studies,,,"B.A., Dartmouth College; M.A., Boston University"
246,Margery LucasA2,Professor of Psychology and Cognitive and Linguistic Sciences,,,"B.S., Pennsylvania State University; M.S., Ph.D., University of Rochester"
247,Amanda Lyall,Visiting Lecturer in Psychology,,,"B.A., Wake Forest University; Ph.D., University of North Carolina-Chapel Hill"
248,Barry Lydgate,Professor of French,,,"B.A., M.Phil., Ph.D., Yale University"
249,Kathryn L. Lynch,Katharine Lee Bates and Sophie Chantal Hart Professor of English,Dean of Faculty Affairs,,"B.A., Stanford University; M.A., Ph.D., University of Virginia"
250,Barbara Lynn-Davis,Lecturer in Art,,,"B.A., Brown University; M.A., Williams College; Ph.D., Princeton University"
251,Paul Kaiser MacDonald,Associate Professor of Political Science,,,"B.A., University of California (Berkeley); M.A., Ph.D., Columbia University"
252,Yoshimi Maeno,Senior Lecturer in Japanese,,,"B.A., Baika Women’s College (Japan); M.A., West Virginia University; Ed.M., Ed.D., Harvard University"
253,Martin A. Magid,Professor of Mathematics,,,"B.A., Brown University; M.S., Yale University; Ph.D., Brown University"
254,Patricia J. Magill,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Marquette University"
255,Sherry D. Makerney,PERA Associate Professor of the Practice,,,"B.S., University of Northern Colorado"
256,Frances G. Malino,Sophia Moses Robison Professor of Jewish Studies and History,,,"B.A., Skidmore College; M.A., Ph.D., Brandeis University"
257,Liu Mao-Mei,Visiting Lecturer in Sociology,,,"B.S., Yale University; M.Ed., Universitat Pompeu Fabra; M.A., Universitat Pompeu Fabra"
258,Layli Maparyan,Professor of Africana Studies,"Katherine Stone Kaufmann ‘67 Executive Director, Wellesley Centers for Women",,"B.A., Spelman College; M.S., Penn State University; Ph.D., Temple University"
259,Stephen Anthony Marini,Elisabeth Luce Moore Professor of Christian Studies,Professor of Religion,,"B.A., Dickinson College; Ph.D., Harvard University"
260,Georgia Markell,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Mount Holyoke College"
261,Louise Marlow,Professor of Religion,,,"B.A., Cambridge University; M.A., Ph.D., Princeton University"
262,Nancy L. Marshall,"Senior Research Scientist, Wellesley Centers for Women",Adjunct Associate Professor of Women’s and Gender Studies,,"B.A., Oberlin College; M.A., University of Connecticut (Storrs); Ed.D., Harvard University"
263,Lance Alexander Martin,Music Performance Faculty in Jazz Flute,,,
264,Catherine Masson,Professor of French,,,"Licence, Maîtrise, Université de Haute Bretagne (Rennes); Ph.D., University of Michigan (Ann Arbor)"
265,Susie Masters,"Instructor in Physical Education, Recreation and Athletics",,,
266,Irene Mata,Associate Professor of Women’s and Gender Studies,,,"B.A., M.A., New Mexico State University; Ph.D., University of California (San Diego)"
267,Katherine V. Matasy,Senior Music Performance Faculty in Clarinet and Classical Saxophone,,,"B.A., M.M.A., New England Conservatory of Music"
268,Y. Tak Matsusaka,Professor of History,,,"B.A., Brandeis University; M.A., Ph.D., Harvard University"
269,Julie Ann MatthaeiA,Professor of Economics,,,"B.A., University of Michigan (Ann Arbor); M.A., M.Phil., Ph.D., Yale University"
270,Erich Hatala MatthesA2,Assistant Professor of Philosophy,,,"B.A., Yale University; Ph.D., University of California (Berkeley)"
271,Jaclyn Hatala Matthes,Assistant Professor of Biological Sciences,,,"A.B., Harvard University; Ph.D., University of California (Berkeley)"
272,Andrea Matthews,Senior Music Performance Faculty in Voice,,,"A.B., Princeton University"
273,Adam G. Matthews,Lecturer in Biological Sciences,,,"A.B., Ph.D., Harvard University"
274,Heather Rose Mattila,Associate Professor of Biological Sciences,,,"B.Sc., Ph.D., University of Guelph (Ontario, Canada)"
275,Deborah C. Matzner,Assistant Professor of Anthropology,,,"B.A., Columbia University; M.A., Ph.D., New York University"
276,Tracy McAskill,Visiting Lecturer in Physics,,,"B.S., Texas Tech University; M.S., Ph.D., Tufts University"
277,Joshua T. McCabe,Freedom Project Postdoctoral Fellow in Sociology,,,"B.A., Emmanuel College; M.A., University of Massachusetts, Lowell; Ph.D., University of Albany, SUNY"
278,Amanda M.  McCarthy,Senior Instructor in Chemistry Laboratory,,,"B.S., M.S., Syracuse University"
279,Janet McDonough,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Simmons College; M.S., Harvard University"
280,Patrick J. McEwan,Professor of Economics,,,"B.A., University of Illinois (Urbana-Champaign); M.A., Ph.D., Stanford University"
281,Phyllis I. McGibbon,Elizabeth Christy Kopf Professor of Art,,,"B.F.A., M.F.A., University of Wisconsin (Madison);"
282,Tracy L. McGinnis,Music Performance Faculty in Bassoon,,,"B.M.A.S., University of Delaware; M.M., New England Conservatory of Music"
283,Mary Kate McGowanA1,Luella LaMer Professor of Women's Studies,Professor of Philosophy,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
284,Alison G. McIntyre,Virginia Onderdonk ‘29 Professor of Philosophy,,,"B.A., M.A., Tufts University; Ph.D., Princeton University"
285,Robin L. McKnightA,Associate Professor of Economics,,,"B.A., Amherst College; Ph.D., Massachusetts Institute of Technology"
286,Kim Katris McLeod,Professor of Astronomy,,,"B.A., Cornell University; Ph.D., University of Arizona"
287,Craig McNutt,Senior Music Performance  Faculty in Percussion,,,"B.M., Hartt School of Music; M.M., Yale University; D.M.A., New England Conservatory of Music"
288,Salem Mekuria,Professor of Art,,,"B.A., Macalester College; M.A., San Francisco State University"
289,P. Takis MetaxasA2,Professor of Computer Science,,,"B.Sc., University of Athens (Greece); Ph.D., Dartmouth College"
290,Susan L. Meyer,Professor of English,,,"B.A., Johns Hopkins University; M.A., University of California (Los Angeles); M.A., M.Phil., Ph.D., Yale University"
291,Cercie Miller,Senior Music Performance Faculty in Jazz Saxophone,,,"Director, Wellesley BlueJazz"
292,Elizabeth Minor,Mellon Postdoctoral Fellow in Anthropology,,,"B.A., Wellesley College; M.S., University of California, Berkeley; Ph.D., University of California (Berkeley)"
293,Julia Hendrix Miwa,Associate Professor of Chemistry,,,"B.A., Haverford College; Ph.D., Massachusetts Institute of Technology"
294,Katrin Monecke,Assistant Professor of Geosciences,,,"B.S., M.S., University of Hannover (Germany); Ph.D., Institute of Technology (Zurich, Switzerland)"
295,Katharine H.S. Moon,Edith Stix Wasserman Professor of Asian Studies,Professor of Political Science,,"A.B., Smith College; M.A., Ph.D., Princeton University"
296,Marianne V. MooreA1,Frost Professor in Environmental Science,Professor of Biological Sciences,,"B.A., Colorado College; M.S., Iowa State University; Ph.D., Dartmouth College"
297,Codruţa Morari,Assistant Professor of French,,,"B.A., Babes-Bolyai University (Romania), B.A., M.A., Ph.D., University of Paris III"
298,Carolyn A. Morley,Professor of Theatre Studies and Japanese,,,"B.A., Oberlin College; M.A., University of British Columbia; Ph.D., Columbia University"
299,Andrew W. Mowbray,Lecturer in Art,,,"B.F.A., Maryland Institute College of Art; M.F.A., Cranbrook Academy of Art"
300,James D. Moyer,Instructor in Chemistry Laboratory,,,"B.S., Marquette University; M.S., Ph.D., Yale University"
301,Nancy Elliott Mukundan,Instructor in Chemistry Laboratory,,,"B.A., Wellesley College; Ph.D., Emory University"
302,Craig N. Murphy,Betty Freyhof Johnson ‘44 Professor of Political Science,,,"B.A., Grinnell College; M.A., Ph.D., University of North Carolina (Chapel Hill)"
303,Jacqueline Marie Musacchio,Professor of Art,,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
304,Eni Mustafaraj,Assistant Professor of Computer Science,,,"M.Eng., Polytechnic University of Tirana (Albania); Ph.D., Philipps-Universität Marburg (Germany)"
305,Jennifer MustoA,Assistant Professor of Women's and Gender Studies,,,"B.A., DePaul University; M.A., Ph.D., University of California (Los Angeles)"
306,Seth Neumuller,Assistant Professor of Economics,,,"B.S., Rice University; M.A., Ph.D., University of California (Los Angeles)"
307,Kanako Nishikawa,Coach/accompanist,,,"B.M., Toho School of Music (Tokyo); M.M., New England Conservatory"
308,James William Noggle,Professor of English,,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
309,Thomas Nolden,Professor of German,,,"Staatsexamen, Universität Tübingen; M.A., Ph.D., Yale University"
310,Julie K. Norem,Margaret Hamm Professor of Psychology,,,"A.B., University of Chicago; Ph.D., University of Michigan"
311,Megan NúnezA2,Professor of Chemistry,,,"B.A., Smith College; Ph.D., California Institute of Technology"
312,Eileen M. O'Connor,Visiting Lecturer in Spanish,,,"B.A., Harvard University; M.A., New York University"
313,Elizabeth Oakes,Senior Instructor in Chemistry Laboratory,,,"B.A., Bryn Mawr College; Ph.D., University of Wisconsin (Madison)"
314,Pashington J. Obeng,Professor of Africana Studies,,,"B.A., University of Ghana; Th.M., Princeton Theological Seminary; Ph.D., Boston University"
315,Leah M. Okumura,Instructor in Biological Sciences Laboratory,,,"A.B., University of Chicago; Ph.D., Massachusetts Institute of Technology"
316,James Oles,Senior Lecturer in Art,,,"B.A., Yale University; J.D., University of Virginia; M. Phil., Ph.D., Yale University"
317,Liza Oliver,Assistant Professor of Art,,,"B.A., University of North Florida; M.A., University of South Florida; M.A., Ph.D., Northwestern University"
318,David Teng Olsen,Assistant Professor of Art,,,"B.F.A., University of Washington (Seattle); M.A., M.F.A., University of Wisconsin (Madison)"
319,Alejandra B. B. OsorioA,Associate Professor of History,,,"B.A., M.A., New York University; Ph.D., State University of New York at Stony Brook"
320,Geofred Mogere Osoro,Lecturer in Africana Studies,,,"B.A., Moi University; M.A., University of Nairobi"
321,Liz Owen,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Minnesota"
322,Kimberly H.  O’Donnell,Senior Lecturer in Biological Sciences,,,"A.B., Brown University; Ph.D., Brandeis University"
323,Keri O’Meara,PERA Associate Professor of the Practice,,,"B.A., Montclair State University; Ed.M., Bloomsburg University"
324,Kyung Park,Assistant Professor of Economics,,,"B.A., M.A., Ph.D., University of Chicago"
325,Sergio Parussa,Associate Professor of Italian Studies,,,"Laurea in Lettere, Università degli studi di Torino (Italy); M.A., Ph. D., Brown University"
326,Cassandra Pattanayak,"Jack and Sandra Polk Guthman '65 Director, Quantitative Analysis Institute",Lecturer in Quantitative Reasoning and Mathematics,,"A.B., A.M., Ph.D., Harvard University"
327,Kyle Peet,Visiting Lecturer in Biological Sciences,,,"B.S., Worcester Polytechnic Institute; Ph.D., Massachusetts Institute of Technology"
328,Timothy Walter Hopkins Peltason,Class of 1949 Professor in Ethics,Professor of English,,"A.B., Harvard College; M.A., Ph.D., Yale University"
329,T. Kaye Peterman,Susan M. Hallowell and Ruby Frances Howe Farwell Professor of Biological Sciences,,,"B.S., Texas A & M University; Ph.D., Duke University"
330,James Michael PettersonA2,Professor of French,,,"B.A., Reed College; M.A., Columbia University; Ph.D., University of California (Berkeley)"
331,Kaoruko Pilkington,Music Instructor,,,"B.A., Nihon University College of Arts"
332,Jessica Polito,Lecturer in the Quantitative Reasoning Program,,,"B.A., Harvard University; Ph.D., University of California (Berkeley)"
333,Kristen Poston,Visiting Lecturer in Psychology,,,"B.A., Wellesley College; M.A., Ph.D., Tufts University"
334,Alex Poterack,Visiting Lecturer in Economics,,,"B.A., New York University; Ph.D., Boston University"
335,Anjali Prabhu,Professor of French,,,"B.A., Jawaharlal Nehru University (India); M.A., Purdue University; Ph.D., Duke University"
336,Melissa Price,PERA Assistant Professor of the Practice,,,"B.S., University of Maryland; M.S., PhD., University of Virginia; Ph.D."
337,Taryn E. Provencher,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Syracuse University"
338,Jennie E. PyersA,Associate Professor of Psychology,,,"B.A., Smith College; Ph.D., University of California (Berkeley)"
339,Ginny Quinan,Instructor in Neuroscience Laboratory,,,"B.A., Regis College"
340,Ryan Alexander Quintana,Assistant Professor of History,,,"B.A., University of Tennessee (Knoxville); M.A., Ph.D., University of Wisconsin (Madison)"
341,William W. QuiversA,Associate Professor of Physics,,,"B.S., Morehouse College; S.M., Ph.D., Massachusetts Institute of Technology"
342,Smitha RadhakrishnanA,Associate Professor of Sociology,,,"A.B., M.A., Ph.D., University of California (Berkeley)"
343,Mala L. Radhakrishnan,Associate Professor of Chemistry,,,"A.B., Harvard University; Ph.D., Massachusetts Institute of Technology"
344,Marta Rainer,Lecturer in Theatre Studies,,,"B.A., Wellesley College; M.A., Antioch University"
345,Carlos Ramos,Professor of Spanish,,,"Licenciatura, Universidad Central de Barcelona; M.A., Emerson College; Ph.D., Boston University"
346,Valerie RamseyerA2,Associate Professor of History,,,"A.B., Smith College; M.A., Ph.D., University of Chicago"
347,Nikhil RaoA2,Associate Professor of History,,,"B.A., Stanford University; M.A., Ph.D., University of Chicago"
348,Sravana K. Reddy,Norma Wilentz Hess Fellow in Computer Science,,,"B.S., Brandeis University; M.S., Ph.D., The University of Chicago"
349,Paul I. Reisberg,Adjunct Assistant Professor of Chemistry,,,"B.S., Rensselaer Polytechnic Institute; Ph.D., Rice University"
350,Joy Renjilian-Burgy,Associate Professor of Spanish,,,"B.A., Mount Holyoke College; A.M., Harvard University"
351,Dave Renninger,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Connecticut College"
352,Susan M. Reverby,Marion Butler McLean Professor in the History of Ideas,Professor of Women’s and Gender Studies,,"B.S., Cornell University; M.A., New York University; Ph.D., Boston University"
353,Daniela RiveraA2,Associate Professor of Art,,,"M.F.A., Museum of Fine Arts (Boston)"
354,Petra R. Rivera-Rideau,Assistant Professor of American Studies,,,"B.A., Harvard University; M.A., Ph.D., University of California (Berkeley)"
355,Lois P. Roach,Senior Lecturer in Theatre Studies,,,"B.S., Emerson College; M.A., Lesley College"
356,Julie A. Roden,Instructor in Biological Sciences Laboratory,,,"A.B., Harvard University; Ph.D., Stanford University"
357,Nicholas L. Rodenhouse,Professor of Biological Sciences,,,"A.B., Hope College; M.S., Iowa State University; Ph.D., Dartmouth College"
358,Lisa A. RodenskyA1,Professor of English,,,"B.A., Wellesley College; J.D., Harvard Law School; Ph.D., Boston University"
359,Mark Römisch,Visiting Lecturer in German,,,"B.A., Staatlich gen. Schauspielstudio Gmelin; M.A., Ludwig-Maximilians-University LMU"
360,Guy M. Rogers,"William R. Kenan, Jr. Professor of History and Classical Studies",,,"B.A., University of Pennsylvania; B.A., University of London; M.A., Ph.D., Princeton University"
361,Lawrence A. Rosenwald,Anne Pierce Rogers Professor of American Literature,Professor of English,,"B.A., M.A., Ph.D., Columbia University"
362,Casey G. Rothschild,Associate Professor of Economics,,,"A.B., Princeton University; Ph.D., Massachusetts Institute of Technology"
363,Noah A. Rubin,Visiting Lecturer in Education,,,"B.A., Sarah Lawrence College; M.S., Bank Street College of Education; Ph.D., Harvard Graduate School of Education"
364,David L. Russell,Lecturer in Music,"Co-Director, Wellesley Chamber Music Society",Music Performance Faculty in Cello,"B.M., Eastman School; M.M., University of Akron; D.M.A., SUNY (Stony Brook)"
365,Markella B. Rutherford,Associate Professor of Sociology,,,"B.A., Mississippi College; M.A., University of Memphis; Ph.D., University of Virginia"
366,Daniel Ryan,Music Instructor in Keyboard Skills,,,"B.A., Boston University"
367,Niki Rybko,PERA Assistant Professor of the Practice,,,"B.S., University of  Florida, Gainesville; M.S., University of Massachusetts, Amherst"
368,Margery M. Sabin,Lorraine C. Wang Professor of English,,,"B.A., Radcliffe College; M.A., Ph.D., Harvard University"
369,Peter O. Sandusky,Lecturer in Chemistry,,,"B.S., M.S., Ph.D., University of Michigan, Ann Arbor"
370,Nancy Susan Scherer,Associate Professor of Political Science,,,"B.A., Lafayette College; J.D., Emory University; Ph.D., University of Chicago"
371,Lauren E. Schoenberger,PERA Assistant Professor of the Practice,,,"B.A., American University; M.S., Ithaca College"
372,Andrew C. Schultz,Associate Professor of Mathematics,,,"B.S., Davidson College; M.S., Ph.D., Stanford University"
373,Inela Selimovic,Assistant Professor of Spanish,,,"B.A., University of the South; M.A., Ph.D, University of Kentucky"
374,Andrea S. Sequeira,Associate Professor of Biological Sciences,,,"M.S., Ph.D., University of Buenos Aires (Argentina)"
375,Orit Shaer,Class of 1966 Associate Professor of Computer Science,,,"B.A., Academic College of Tel-Aviv; M.S., Ph.D., Tufts University"
376,Lois Shapiro,Senior Music Performance Faculty in Piano,,,"B.Mus., Peabody Institute of Music; M.Mus., Yale University School of Music; D.Mus., Indiana University School of Music (Bloomington)"
377,Kartini Shastry,Assistant Professor of Economics,,,"A.B., Brown University; A.M., Ph.D., Harvard University"
378,Andrew Shennan,Professor of History,Provost and Dean of the College,,"B.A., M.A., Ph.D., Cambridge University (Corpus Christi College)"
379,Vernon L. Shetley,Professor of English,,,"A.B., Princeton University; M.A., M.Phil., Ph.D., Columbia University"
380,Neelima Shukla-Bhatt,Associate Professor of South Asia Studies,,,"B.A., M.A., Maharaja Sayajirao University of Baroda (India); M.Div., Ph.D., Harvard University"
381,Randy Shull,Professor of Computer Science,,,"B.A., Humboldt State University; M.S., University of New Hampshire; M.A., Ph.D., Dartmouth College"
382,Frederic W. ShultzA2,Professor of Mathematics,,,"B.S., California Institute of Technology; Ph.D., University of Wisconsin (Madison)"
383,Olga Shurchkov,Associate Professor of Economics,,,"B.A., Wellesley College; Ph.D., Massachusetts Institute of Technology"
384,Daniel SichelA,Professor of Economics,,,"B.A., M.P.P., University of Michigan; Ph.D., Princeton University"
385,Marilyn Sides,Senior Lecturer in English,,,"B.A., M.A., University of Utah; Ph.D., Johns Hopkins University"
386,Linda M. Sieck,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., William Paterson College"
387,Edward Silver,Assistant Professor of Religion,,,"B.A., University of Minnesota (Twin Cities); A.M., Ph.D., University of Chicago"
388,Susan E. Skeath,Professor of Economics,,,"B.A., Haverford College; M.A., Ph.D., Princeton University"
389,Christa D. Skow,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Ph.D., University of Massachusetts (Amherst)"
390,Stephen Michael Slivan,Instructor in Astronomy Laboratory,,,"S.B., S.M., Ph.D., Massachusetts Institute of Technology"
391,Quinn SlobodianA,Associate Professor of History,,,"B.A., Lewis & Clark College; Ph.D., New York University"
392,Alexandria Smith,Assistant Professor of Art,,,"B.F.A., Syracuse University; M.A., New York University; M.F.A., Parsons The New School for Design"
393,Mingwei Song,Associate Professor of Chinese,,,"B.A., Shandong University; M.A., Fudan University; M.Phil., Ph.D., Columbia University"
394,Tessa Spillane,PERA Associate Professor of the Practice,,,"B.A., Mount Holyoke College; M.S., Smith College"
395,Rachel H. R. Stanley,Assistant Professor of Chemistry,,,"B.S., Ph.D,  Massachusetts Institute of Technology"
396,Glenn Stark,Professor of Physics,,,"B.S., Massachusetts Institute of Technology; M.A., Ph.D., University of California (Berkeley)"
397,Jane E. Starkman,Music Performance Faculty in Baroque Violin,,,"B.M., M.M., New England Conservatory of Music"
398,Raymond James Starr,Theodora Stone Sutton Professor of Classics,Professor of Classical Studies,,"B.A., University of Michigan (Ann Arbor); M.A., Ph.D., Princeton University"
399,Filomina Chioma Steady,Professor of Africana Studies,,,"B.A., Smith College; M.A., Boston University; B.Litt., D.Phil., Oxford University"
400,Lindsey Stewart,Mellon Postdoctoral Fellow in Philosophy,,,"B.A., Calvin College; Ph.D., Pennsylvania State University"
401,Suzanne E. Stumpf,"Senior Music Performance Faculty in Flute, Baroque Flute, and Chamber Music",,,"B.A., Wellesley College"
402,Yui Suzuki,Associate Professor of Biological Sciences,,,"A.B., Bowdoin College; Ph.D., Duke University"
403,Joseph F. Swingle,Senior Lecturer in Sociology,,,"B.A., Carleton College; M.A., Ph.D., Harvard University"
404,Jill Ann Syverson-Stork,Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
405,Olga W. Talroze,Senior Coach/accompanist,,,"B.M., M.M, San Francisco Conservatory of Music"
406,Jenny Chui-Chun Tang,Lecturer in Music,"Co-Director, Wellesley Chamber Music Society",Senior Music Performance Faculty in Piano and Keyboard Skills,"B.M., M.M., New England Conservatory of Music"
407,Qiuyan Tang,Lecturer in Chinese,,,"B.A., Nanjing Normal University; M.A., Fudan University"
408,Jonathan Eric Tannenhauser,Lecturer in Mathematics,,,"A.B., Harvard University; M.A., Ph.D., University of California (Berkeley)"
409,Corrine Taylor,Senior Lecturer in the Quantitative Reasoning Program,"Director, Quantitative Reasoning Program",,"B.A., College of William and Mary; M.S., Ph.D., University of Wisconsin (Madison)"
410,Marc J. Tetel,Professor of Neuroscience,,,"B.A., Northwestern University; Ph.D., University of Massachusetts (Amherst)"
411,Shiao-Wei ThamA1,Associate Professor of Chinese,,,"B.A., National University of Singapore; M.A., Ph.D., Stanford University"
412,Sally A. TheranA,Associate Professor of Psychology,,,"B.A., Bates College; M.A., Ph.D., Michigan State University"
413,Marcia E. Thomas,Senior Instructor in Biological Sciences Laboratory,,,"B.S., University of Massachusetts; M.A., Smith College"
414,Rebecca E. Thornblade,Music Performance Faculty in Cello,,,"B.M., Oberlin Conservatory; M.M., Juilliard School"
415,Brian C. Tjaden,Professor of Computer Science,,,"B.A., Amherst College; M.S., Ph.D., University of Washington"
416,Eiko Torii-Williams,Senior Lecturer in Japanese,,,"B.A., Kansai University (Osaka); Ed.M., Ph.D., Boston University"
417,David Towlun,Theatre Production Manager,,,"M.F.A., Purchase College (State University of New York)"
418,Donna R. Trainor,Senior Instructor in Chemistry Laboratory,,,"B.A., University of Rochester; Ph.D., University of Akron"
419,Marie-Paule Tranvouez,Senior Lecturer in French,,,"D.U.T., Institut Universitaire de Technologie, (Brest); M.A., State University of New York (Stony Brook); Ph.D., University of California (Santa Barbara)"
420,Ann TrenkA2,Professor of Mathematics,,,"A.B., Harvard University; M.S., Ph.D., Johns Hopkins University"
421,Nina Tumarkin,Kathryn Wasserman Davis Professor of Slavic Studies,Professor of History,,"B.A., University of Rochester; M.A., Ph.D., Harvard University"
422,Franklyn A. Turbak,Associate Professor of Computer Science,,,"S.B., M.S., Ph.D., Massachusetts Institute of Technology"
423,Shelby Turcotte,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., University of Southern Maine"
424,James Turner,Associate Professor of Environmental Studies,,,"B.S., Washington and Lee University; A.M., Brown University; Ph.D., Princeton University"
425,Diane Tutin,Lecturer in Education,,,"B.A., Clark University; M.Ed., Framingham State College"
426,"L. Terrell Tyler, Jr.",Associate Professor of English,,,"B.A., Southwestern University (Memphis); M.A., M.Phil., Ph.D., Yale University"
427,Catherine Ulissey,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Emerson College"
428,Adam Van Arsdale,Whitehead Associate Professor of Critical Thought,Associate Professor of Anthropology,,"B.A., B.S., Emory University; M.A., Ph.D., University of Michigan"
429,Carlos Alberto Vega,Professor of Spanish,,,"A.B., Columbia University; A.M., University of Virginia; Ph.D., Harvard University"
430,Ann Velenchik,Associate Professor of Economics,Dean of Academic Affairs,,"B.S.F.S., Georgetown University; Ph.D., Stanford University"
431,Monica Verity,PERA Assistant Professor of the Practice,,,"B.S., Wagner College; M.S., Boston College"
432,Carla M. Verschoor,Adjunct Assistant Professor of Chemistry,,,"B.S., University of Illinois (Urbana); Ph.D., University of Wisconsin (Madison)"
433,Maurizio S. Viano,Professor of Cinema and Media Studies,,,"Laurea in Lettere Moderne, University of Genova; Ph.D., University of Oregon"
434,Lynne Spigelmire Viti,Senior Lecturer in the Writing Program,,,"B.A., Barnard College; M.A., Columbia University; Ph.D., J.D., Boston College"
435,Ismar Volic,Theresa Mall Mullarkey Associate Professor of Mathematics,,,"B.A., Boston University; M.A., Ph.D., Brown University"
436,Sarah Elizabeth Wall-RandellA1,Associate Professor of English,,,"B.A., Wellesley College; M.Phil, St. John’s College (Oxford University); Ph.D., Harvard University"
437,James Wallenstein,Newhouse Visiting Professor of Creative Writing,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
438,Maria N. Waller,Instructor in Geosciences Laboratory,,,"B.A., Wellesley College; M.S., University of Massachusetts"
439,Julie Walsh,Assistant Professor of Philosophy,,,"B.A., University of Toronto; M.A., Ph.D., University of Western Ontario"
440,Helen P. Wang,Professor of Mathematics,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Harvard University"
441,Qing (Wendy) Wang,Assistant Professor of Mathematics,,,"B.S., Beijing Normal University; M.S., Ph.D., Pennsylvania State University"
442,David M. Ward,Professor of Italian Studies,,,"B.A., University of East Anglia (England); M.A., Ph.D., Cornell University"
443,Lauri L. Wardell,Senior Instructor in Physics Laboratory,,,"B.S., Fort Lewis College; M.S., University of Kentucky"
444,Kera M. Washington,Senior Music Performance Faculty in African Diaspora Drumming,"Director, Yanvalou",,"B.A., Wellesley College; M.A., Wesleyan University"
445,Sara Wasserman,Assistant Professor of Neuroscience,,,"B.A., Wellesley College; M.A., Pepperdine University; Ph.D., Brandeis University"
446,Wesley Andres Watters,Diana Chapman Walsh Assistant Professor of Astronomy,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
447,Catherine J. Wearing,Associate Professor of Philosophy,,,"B.A., McGill University; Ph.D., Harvard University"
448,Deborah Weaver,"Instructor in Physical Education, Recreation and Athletics",,,"Certificate, London School of Contemporary Dance"
449,Andrew C. Webb,Professor of Biological Sciences,,,"B.S., Ph.D., University of Southampton (England)"
