,name,title,title2,title3,education
73,Courtney C. Coile,Professor of Economics,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
74,David Collins,Coach/Accompanist,,,"B.M., Western Michigan University (Kalamazoo); M.M., University of Wisconsin (Madison); Ph.D., New England Conservatory of Music"
75,Glorianne Collver-Jacobson,Senior Music Performance Faculty in Guitar and Lute,,,"B.A., University of California (Berkeley) "
76,Catia Confortini,Assistant Professor of Peace and Justice Studies,,,"B.S., UniversitÃ  degli Studi di Firenze; M.A., University of Notre Dame; Ph.D., University of Southern California"
77,Bevil R. Conway,Associate Professor of Neuroscience,,,"B.S., McGill University; M.M.Sc., Harvard Medical School Ph.D., Harvard University"
78,Elena Tajima Creef,Professor of Women's and Gender Studies,,,"B.A., University of California (Riverside); M.A., University of California (Santa Barbara) Ph.D., University of California (Santa Cruz)"
79,Tucker R. Crum,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Mary Washington College of the University of Virginia; M.S., Long Island University"
80,Lee Cuba,Professor of Sociology,,,"B.S., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
81,Selwyn R. Cudjoe,Margaret E. Deffenbaugh and LeRoy T. Carlson Professor in Comparative Literature,Professor of Africana Studies,,"B.A., M.A., Fordham University; Ph.D., Cornell University"
82,Lesley S.  Curtis,Mellon Postdoctoral Fellow in Comparative Literature,,,"B.A., University of North Carolina (Chapel Hill); M.A., Middlebury College; Ph.D., Duke University"
83,Thomas Orton Cushman,Deffenbaugh de Hoyos Carlson Professor in the Social Sciences,Professor of Sociology,,"B.A., Saint Michael's College; M.A., Ph.D., University of Virginia"
84,Brett Danaher,Assistant Professor of Economics,,,"B.S., Haverford College; Ph.D., University of Pennsylvania"
85,Veronica DarerA2,Senior Lecturer in Spanish,,,"M.A.T. School for International Training/World Learning; Ph.D., University of Florida"
86,Louise Darling,Assistant Professor of Biological Sciences,,,"B.S., Johns Hopkins University; Ph.D., Rice University"
87,Venita DattaA2,Professor of French,,,"A.B., Bryn Mawr College; M.A., Ph.D., New York University"
88,Helena de Bres,Assistant Professor of Philosophy,,,"B.A., Victoria University; M.A., Ph.D., Massachusetts Institute of Technology"
89,Pauline de Tholozany,Mellon Postdoctoral Fellow in French,,,"M.A., Ph.D., Brown University"
90,Richard Delacy,Visiting Lecturer in South Asia Studies,,,"B.A., University of Melbourne (Australia); M.A., Monash University (Australia); M.A., Ph.D., University of Chicago"
91,Elizabeth R. DeSombre,Camilla Chandler Frost Professor of Environmental Studies,,,"B.A., Oberlin College; Ph.D., Harvard University"
92,Christen Deveney,Assistant Professor of Psychology,,,"B.A., M.A., Ph.D., Harvard University"
93,Viriginia Gabriela Diaz,Music Instructor of Violin,,,"B.M., M.M., New England Conservatory of Music"
94,Alexander J. Diesl,Associate Professor of Mathematics,,,"B.A., M.A., Johns Hopkins University; Ph.D., University of California (Berkeley)"
95,Elizabeth Harmer Dionne,Visiting Lecturer in Political Science,,,"B.A., Wellesley College; M.Phil., University of Cambridge (King's College); J.D., Stanford Law School"
96,Bonnie M. Dix,PERA Associate Professor of the Practice,,,"B.S., University of Vermont; M.S., University of Tennessee (Knoxville)"
97,Nicholas K. Doe,Senior Instructor in Chemistry Laboratory,,,"B.A., M.S., University of California (Santa Cruz); M.A., Stanford University"
98,Jocelyne L. Dolce,Instructor in Biological Sciences Laboratory,,,"B.Sc., M.Sc., University of Rhode Island; "
99,Carlos G. Dorrien,Professor of Art,,,"Montserrat School of Visual Art, Diploma in Sculpture"
100,Carol Dougherty,"William R. Kenan, Jr. Professor of Classical Studies",,,"B.A., Stanford University; M.A., University of California (Santa Barbara); M.A., Ph.D., Princeton University"
101,Marion Dry,Senior Music Performance Faculty in Voice,"Director, Music Performance Program",,"A.B., Harvard University; M.M., Northwestern University"
102,Theodore W. Ducas,Professor of Physics,,,"B.A., Yale University; Ph.D., Massachusetts Institute of Technology"
103,Kathryn Egizi,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Union College"
104,Sylvaine V. Egron-Sparrow,Senior Lecturer in French,,,"Licence de Lettres Modernes, Université de Haute Bretagne; Maîtrise de Français et de Linguistique, Université de Vincennes"
105,Sharon K. Elkins,Professor of Religion,,,"B.A., Stetson University; M.T.S., Harvard Divinity School; Ph.D., Harvard University"
106,David Ellerby,Associate Professor of Biological Sciences,,,"B.S., University of Manchester, UK; Ph.D., University of Leeds, UK"
107,Donald E. Elmore,Associate Professor of Chemistry,,,"B.A., Grinnell College; Ph.D., California Institute of Technology"
108,Alla L. Epsteyn,Senior Lecturer in Russian,,,"M.A., Moscow University; Ph.D., Academy of Sciences Institute of World History (Russia)"
109,Roxanne Euben,Ralph Emerson and Alice Freeman Palmer Professor of Political Science,,,"B.A., Wesleyan University; M.A., Ph.D., Princeton University"
110,Oscar E. FernandezA,Assistant Professor of Mathematics,,,"B.A., B.S., University of Chicago; Ph.D., University of Michigan (Ann Arbor)"
111,Daniel Fetter,Assistant Professor of Economics,,,"B.A., Wesleyan University; M.Sc., London School of Economics and Political Science; Ph.D., Harvard University"
112,Paul Fisher,Associate Professor of American Studies,,,"A.B., Harvard College; B.A., M.A., Trinity College (Cambridge); M.A., M.Phil., Ph.D., Yale University"
113,Charles B. Fisk,Phyllis Henderson Carey Professor of Music,,,"A.B., Harvard College; M.M.A., D.M.A., Yale University School of Music"
114,Nolan T. FlynnA,Associate Professor of Chemistry,,,"B.A., St. Olaf College; Ph.D., University of Illinois"
115,Claire Fontijn,Professor of Music,,,"B.A., Oberlin College; Certificate, The Royal Conservatory of The Hague; M.A., Ph.D., Duke University"
116,Richard G. French,Louise Sherwood McDowell and Sarah Frances Whiting Professor of Astrophysics,Professor of Astronomy,,"B.A., M.S., Ph.D., Cornell University "
117,Alice T. Friedman,Grace Slack McNeil Professor of American Art,Professor of Art,,"A.B., Radcliffe College; M.Phil., University of London; Ph.D., Harvard University"
118,Gale Fuller,Senior Music Performance Faculty in Voice,,,"B.M., Peabody Conservatory of Music; M.M., New England Conservatory of Music"
119,Charlene Galarneau,Assistant Professor of Women's and Gender Studies,,,"B.A., University of Massachusetts; M.A.R., Iliff School of Theology; A.M., Ph.D., Harvard University"
120,Paul Galvez,Visiting Lecturer in Art,,,"B.A., Harvard University; M.A., M.Phil., Ph.D., Columbia University"
121,Marie-Cécile Ganne-Schiermeier,Lecturer in French,,,"M.A., Ph.D., Boston University"
122,Corinne A. GartnerA,Assistant Professor of Philosophy,,,"B.A., M.A., Stanford University; Ph.D., Princeton University"
123,Elena Gascón-Vera,Professor of Spanish,,,"Licenciatura, University of Madrid; M.Phil., Ph.D., Yale University"
124,Barbara Geller,Professor of Religion,,,"A.B., Princeton University; M.A., Ph.D., Duke University"
125,Nancy P. GeneroA,Associate Professor of Psychology,,,"A.B., Cornell University; M.A., Ph.D., University of Michigan (Ann Arbor)"
126,C. Pat Giersch,Professor of History,,,"B.A., Dartmouth College; Ph.D., Yale University"
127,Beth Gifford,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Northeastern University"
128,Kathleen W. Gilbert,Instructor in Geosciences Laboratory,,,"B.A., Smith College; M.S., University of Miami"
129,Catherine Keane GilhulyA,Associate Professor of Classical Studies,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
130,Tracy R. Gleason,Professor of Psychology,,,"A.B., Dartmouth College; Ph.D., University of Minnesota"
131,Sharon M. H. GobesA,Assistant Professor of Neuroscience,,,"B.Sc., M.Sc., Ph.D., Ultrecht University (The Netherlands); "
132,Stacie Goddard,Jane Bishop '51 Associate Professor of Political Science,,,"A.B., University of Chicago; M.A., M.Phil., Ph.D., Columbia University"
133,Octavio R. Gonazalez,Assistant Professor of English,,,"B.A., Swarthmore College; M.A., Pennsylvania State University; M.A., Ph.D., Rutgers University"
134,Katherine Goodall,Botany Fellow,,,"B.A., Washington University; M.S., University of Michigan; Ph.D., University of Vermont"
135,Robert Goree,Assistant Professor of Japanese,,,"B.A., Westmont College; M.A., Columbia University; M.A., M.Phil., Ph.D., Yale University"
136,John Goss,Assistant Professor of Biological Sciences,,,"B.S., Rhodes College; M.Phil., Ph.D., Yale University"
137,Lisa Graham,Evelyn Barry Director of the Choral Program,Lecturer in Music,,"B.A., Sonoma State College; M.M., D.M.A., University of Southern California"
138,CoriEllen Grande,"Instructor in Physical Education, Recreation and Athletics",,,
139,Katherine GrandjeanA1,Assistant Professor of History,,,"B.A., Yale University; Ph.D., Harvard University"
140,Laura Grattan,Assistant Professor of Political Science,,,"B.A., College of William and Mary; M.A., Ph.D., Duke University"
141,Serena Grattarola,Visiting Lecturer in Italian Studies,,,"M.A., University of California (Los Angeles); M.A., Harvard University"
142,Nikki A. Greene,Assistant Professor of Art,,,"B.A., Wesleyan University; M.A., Ph.D., University of Delaware"
143,Brenna W. GreerA,Knafel Assistant Professor of Social Sciences,Assistant Professor of History,,"B.A., Beloit College; M.A., Ph.D., University of Wisconsin (Madison)"
144,Alden Griffith,Assistant Professor of Environmental Studies,,,"B.A., Wesleyan University; Ph.D., University of California (Santa Cruz)"
145,Simon Grote,Assistant Professor of History,,,"A.B., Harvard University; M.Phil., Cambridge University; M.A., Ph.D., University of California (Berkeley)"
146,Evelina GuzauskyteA2,Associate Professor of Spanish,,,"B.A., Middlebury College; M.A., M.Phil., Ph.D., Columbia University"
147,Scott E. Gunther,Associate Professor of French,,,"B.A., Cornell University; D.E.A., Ecole Normale Superieure & Ecole des Hautes Etudes en Sciences Sociales; J.D., Ph.D., New York University"
148,Koichi Hagimoto,Assistant Professor of Spanish,,,"B.A., Soka University of America; M.A., Ph.D., University of Pittsburgh"
149,David R. Haines,Associate Professor of Chemistry,,,"B.A., Earlham College; Ph.D., University of Illinois (Urbana)"
150,Nadya S. HajjA,Assistant Professor of Political Science,,,"B.A., University of Virginia; M.A., Ph.D., Emory University"
151,Nancy Abraham Hall,Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
152,Mona Lambracht Hall,Senior Instructor in Chemistry Laboratory,,,"B.A., Russell Sage College; Ph.D., Tufts University"
153,Neal Louis Hampton,"Conductor, Brandeis-Wellesley Orchestra",,,"B.M., Eastman School of Music; M.M., Boston University"
154,Eunice Han,Visiting Lecturer in Economics,,,"B.A., University of California (Los Angeles); M.A., Ph.D., Harvard University"
155,Hahrie Han,Associate Professor of Political Science,,,"B.A., Harvard University; M.A., Ph.D., Stanford University"
156,Anjeana K. HansA1,Assistant Professor of German,,,"A.B., M.A., Ph.D., Harvard University "
157,Thomas S. Hansen,Professor of German,,,"B.A., M.A., Tufts University; Ph.D., Harvard University"
158,Marianne Harkless,"Instructor in Physical Education, Recreation and Athletics",,,
159,Gary C. Harris,Professor of Biological Sciences,,,"B.S., Bates College; M.S., Ph.D., University of Massachusetts (Boston)"
160,David Harris,Music Performance Faculty in Jazz Trombone,,,"B.M., New England Conservatory of Music"
161,Jane Harrison,Music Instructor in Oboe,,,"B.M., Ohio Wesleyan University; M.M., Manhattan School of Music"
162,Bunny Harvey,Elizabeth Christy Kopf Professor of Art,,,"B.F.A., M.F.A., Rhode Island School of Design"
163,Kenneth S. Hawes,Senior Lecturer in Education,,,"B.S., Massachusetts Institute of Technology; Ed.M., Ed.D., Harvard University"
164,David P. Hawkins,Associate Professor of Geosciences,,,"B.A., Clark University; M.A., George Washington University; Ph.D., Massachusetts Institute of Technology"
165,Gretchen Hayden-Ruckert,"Instructor in Physical Education, Recreation and Athletics",,,
166,Rowena He,Visiting Lecturer in Sociology,,,"B.A., South China Normal University; M.A., Ph.D., University of Toronto"
167,Michael J. Hearn,Professor of Chemistry,,,"B.A., Rutgers University; M.S., M.Phil., Ph.D., Yale University"
168,Simone Helluy,Senior Instructor in Biological Sciences Laboratory,,,"Maîtrise des Sciences, Doctorat, USTL (France); Ph.D., University of Alberta (Canada)"
169,Beth Ann Hennessey,Professor of Psychology,,,"A.B., Brown University; M.Ed., Lesley College; Ph.D., Brandeis University"
170,Mark S. Henry,Senior Music Performance Faculty in Double Bass,,,"B.M., Berklee College of Music; M.M., University of Massachusetts (Lowell)"
171,Jean Herbst,Instructor in Computer Science Laboratory,,,"B.S., University of Wisconsin (Madison); M.S., University of Rhode Island"
172,Stephen  Hermes,Visiting Lecturer in Mathematics,,,"B.S., B.A., Syracuse University; Ph.D., Brandeis University"
173,Rosanna Hertz,Class of 1919 - 50th Reunion Professor of Sociology and Women's and Gender Studies,,,"B.A., Brandeis University; M.A., Ph.D., Northwestern University"
174,Alison HickeyA,Associate Professor of English,,,"A.B., Harvard and Radcliffe Colleges; M.A., M.Phil., Ph.D., Yale University"
175,Monica R. Higgins,Visiting Lecturer in Environmental Studies,,,"B.S., University of Pittsburgh; M.S., University of Michigan"
176,Ellen C. Hildreth,Professor of Computer Science,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology; "
177,Eric HiltA,Associate Professor of Economics,,,"A.B., Occidental College; M.Phil., Ph.D., Columbia University"
178,Philip Steven Hirschhorn,Professor of Mathematics,,,"B.S., Brooklyn College of City University of New York; Ph.D., Massachusetts Institute of Technology"
179,Edward Craig Hobbs,Professor of Religion,,,"Ph.B., S.T.B., Ph.D., University of Chicago"
180,Thomas Peter Hodge,Professor of Russian,,,"B.A., Pomona College; M.A., Oxford University; M.A., Ph.D., Stanford University"
181,Randall Hodgkinson,Music Performance Faculty in Piano,,,"B.M., M.M., New England Conservatory of Music"
182,Soo HongA,Assistant Professor of Education,,,"B.A., M.T., University of Virginia; Ed.D., Harvard University"
183,Greg Hopkins,Music Performance Faculty in Jazz Trumpet,,,
184,Janie E. Howland,Lecturer in Theatre Studies,,,"B.A., University of Pennsylvania; M.F.A., Brandeis University"
185,Yue Hu,Associate Professor of Physics,,,"B.S., Beijing University; M.S., Ph.D., Cornell University"
186,Adrian Huang,Instructor in Chemistry Laboratory,,,"B.A., Xiantang University; Ph.D., University of California (Los Angeles)"
187,Jeff Hughes,Lecturer in Biological Sciences,,,"B.A., Boston University; M.S., University of Washington; Ph.D., University of Rhode Island"
188,Nora Hussey,"Director, Theatre and Theatre Studies Program",,,"B.A., Mundelein College"
189,Antonio M.A. Igrejas,Mellon Foundation Lecturer in Portuguese,,,"B.A., University of Massachusetts (Dartmouth); M.A., Ph.D., University of Massachusetts (Amherst)"
190,Jonathan B. Imber,Jean Glasscock Professor of Sociology,,,"B.A., Brandeis University; M.A., Ph.D., University of Pennsylvania"
191,Candice Ivy,Visiting Lecturer in Art,,,"B.F.A., Coker College; M.F.A., School of the Museum of Fine Arts"
192,Michael Jeffries,Associate Professor of American Studies,,,"A.B., Swarthmore College; Ph.D., Harvard University"
193,Philip Jennings,PERA Assistant Professor of the Practice,,,"B.A., Hamilton College; M.Ed., The College of New Jersey"
194,Laura Jeppesen,Senior Music Performance Faculty in Viola da Gamba,,,"B.A., Wheaton College; M.M., Yale University"
195,Doug Johnson,Senior Music Performance Faculty in Jazz Piano,,,"B.M., Michigan State University; M.M., New England Conservatory of Music"
196,Jeannine Johnson,Lecturer in the Writing Program,,,"B.A., Haverford College; Ph.D., Yale University"
197,Jenny Olivia Johnson,Assistant Professor of Music,,,"B.A., Barnard College; M.M., Manhattan School of Music; Ph.D., New York University"
198,Kristina Niovi Jones,"Adjunct Assistant Professor of Biological Sciences Director, Wellesley College Botanic Gardens",,,"B.S., Stanford University; Ph.D., University of California"
199,William A. Joseph,Professor of Political Science,,,"B.A., Cornell University; M.A., Ph.D., Stanford University"
200,Joseph P. Joyce,Professor of Economics,,,"B.S.F.S., Georgetown University; M.A., Ph.D., Boston University"
201,Marion R. JustA2,Professor of Political Science,,,"B.A., Barnard College; M.A., Johns Hopkins University; Ph.D., Columbia University"
202,Sandor Kadar,Instructor in Chemistry Laboratory,,,"B.S., Jozsef Attila University (Szeged, Hungary); Ph.D., Brandeis University"
203,Stella Kakavouli,Instructor in Computer Science Laboratory,,,"B.S., National Technical University (Athens, Greece); M.S., Brown University"
204,Gamil Kaliouby,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Ain Shams University (Egypt); M.A., Military Academy (Egypt)"
205,Lidwien KapteijnsA2,Elizabeth Kimball Kendall and Elisabeth Hodder Professor of History,,,"B.A., Universiteit van Amsterdam; M.A., University of London Doctoraal; Ph.D., Universiteit van Amsterdam"
206,Anastasia KarakasidouA,Professor of Anthropology,,,"B.A., College of Wooster; M.A., Brandeis University; M.A., Bryn Mawr College"
207,Margaret Keane,Professor of Psychology,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
208,David Kelley,Assistant Professor of Art,,,"B.A., Trinity College; M.F.A., University of California (Irvine)"
209,Megan Kerr,Professor of Mathematics,,,"B.A., Wellesley College; Ph.D., University of Pennsylvania"
210,Pinar Keskin-Bonatti,Assistant Professor of Economics,,,"B.A., Bilkent University; M.A., M. Phil., Ph.D., Yale University"
211,Rebecca  Kimball,PERA Assistant Professor of the Practice,,,"B.S., University of Southern Maine; M.S., Springfield College"
212,Julia King,PERA Assistant Professor of the Practice,,,"B.A., Bowdoin College; M.A., Trinity College"
213,Steve Kirby,Music Instructor in Jazz Guitar,,,"B.A., Berklee College of Music; M.M. University of Massachusetts (Amherst)"
214,Vanja Klepac-Ceraj,Assistant Professor of Biological Sciences,,,"B.S., Beloit College; Ph.D., Massachusetts Institute of Technology"
215,Nicholas Knouf,Assistant Professor of Cinema and Media Studies,,,"B.S., California Institute of Technology; S.M., Massachusetts Institute of Technology; Ph.D., Cornell University"
216,Yu Jin Ko,Professor of English,,,"B.A., Columbia University; M.A., Cambridge University (Clare College); Ph.D., Yale University"
217,T. James Kodera,Professor of Religion,,,"B.A., Carleton College; M.A., M.Phil., Ph.D., Columbia University"
218,Philip L. Kohl,Kathryn Wasserman Davis Professor of Slavic Studies,Professor of Anthropology,,"B.A., Columbia University; A.M., Ph.D., Harvard University"
219,Martina Königer,Adjunct Assistant Professor of Biological Sciences,,,"Diploma, Ph.D., University of Würzburg (Germany)"
220,Joel Krieger,Norma Wilentz Hess Professor of Political Science,,,"B.A., Yale College; Ph.D., Harvard University"
221,Jennifer A. Kroll,PERA Associate Professor of the Practice,,,"B.S., Northwestern University; M.S., University of Kentucky"
222,Jens Kruse,Professor of German,,,"Staatsexamen, Universität Hamburg; M.A., Indiana University; Ph.D., University of California (Los Angeles)"
223,Kyra Kulik-Johnson,Lecturer in Psychology,,,"B.A., Boston College; Ed.M., Harvard University Graduate School of Education; Ph.D., Boston College"
224,Brian K. Kuscher,PERA Assistant Professor of the Practice,,,"B.A., Franklin Pierce University; M.A., Concordia University"
225,Megan LaBella,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
226,Yuan-Chu Ruby Lam,Professor of Chinese,,,"B.A., M.A., Ph.D., Harvard University"
227,Karen LangeA,Assistant Professor of Mathematics,,,"B.A., Swarthmore College; M.S., Ph.D., University of Chicago"
228,Gabriel Langfur,Music Instructor of Trombone,,,"B.A., Oberlin College; B.M., Oberlin Conservatory; M.M., New England Conservatory"
229,Steve Langone,Music Performance Faculty in Jazz-Rock-Latin Drums,,,"B.A., Berklee College of Music"
230,Flavia Laviosa,Senior Lecturer in Italian Studies,,,"B.A., University of Bari (Italy); M.A., Ph.D., State University of New York (Buffalo)"
231,Amanda Leahy,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Bowdoin College"
232,Yoon Sun Lee,Mildred Lane Kemper Professor of English,,,"A.B., Harvard College; Ph.D., Yale University"
233,Sun-Hee LeeA2,Associate Professor of Korean,,,"B.A., M.A., Ph.D., Yonsei University; Ph.D., Ohio State University"
234,Sohie Moody Lee,Senior Instructor in Computer Science Laboratory,,,"B.S., Cornell University; M.S., Stanford University; Ph.D., University of California (San Diego)"
235,Callie Lekas,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
236,Phillip LevineA2,Katharine Coman and A. Barton Hepburn Professor of Economics,,,"B.S., M.S., Cornell University; Ph.D., Princeton University"
237,Peggy Levitt,Professor of Sociology,,,"B.A., Brandeis University; M.S., Columbia University; Ph.D., Massachusetts Institute of Technology"
238,Andrea Gayle Levitt,Margaret Clapp '30 Distinguished Alumna Professor of French and Linguistics,,,"B.A., Wellesley College; M.A., M.Phil., Ph.D., Yale University"
239,David Lindauer,Stanford Calderwood Professor of Economics,,,"B.S., City College of City University of New York; A.M., Ph.D., Harvard University"
240,Heping Liu,Associate Professor of Art,,,"B.A., Guangzhou Institute of Foreign Languages (China); M.A., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
241,Liang Kok Liung,"Instructor in Physical Education, Recreation and Athletics",,,
242,Melinda Lopez,Lecturer in Theatre Studies,,,"B.A., Dartmouth College; M.A., Boston University"
243,Margery Lucas,Professor of Psychology and Cognitive and Linguistic Sciences,,,"B.S., Pennsylvania State University; M.S., Ph.D., University of Rochester"
244,Barry Lydgate,Professor of French,,,"B.A., M.Phil., Ph.D., Yale University"
245,Kathryn L. Lynch,Katharine Lee Bates and Sophie Chantal Hart Professor of English,Dean of Faculty Affairs,,"B.A., Stanford University; M.A., Ph.D., University of Virginia"
246,Barbara Lynn-Davis,Visiting Lecturer in Art,,,"B.A., Brown University; M.A., Williams College; Ph.D., Princeton University"
247,Paul MacDonald,Assistant Professor of Political Science,,,"B.A., University of California (Berkeley); M.A., Ph.D., Columbia University"
248,Yoshimi Maeno,Senior Lecturer in Japanese,,,"B.A., Baika Women's College (Japan); M.A., West Virginia University; Ed.M., Ed.D., Harvard University"
249,Martin A. Magid,Professor of Mathematics,,,"B.A., Brown University; M.S., Yale University; Ph.D., Brown University"
250,Patricia Magill,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Marquette University"
251,Sherry D. Makerney,PERA Assistant Professor of the Practice,,,"B.S., University of Northern Colorado"
252,Frances Malino,Sophia Moses Robison Professor of Jewish Studies and History,,,"B.A., Skidmore College; M.A., Ph.D., Brandeis University"
253,Helen Ward Mannix,Music Instructor in Organ,,,
254,Layli  Maparyan,Professor of Africana Studies,"Katherine Stone Kaufmann '67 Executive Director,  Wellesley Centers for Women",,"B.A., Spelman College; M.S., Penn State University; Ph.D., Temple University"
255,Stephen Anthony MariniA1,Elisabeth Luce Moore Professor of Christian Studies,Professor of Religion,,"B.A., Dickinson College; Ph.D., Harvard University"
256,Louise Marlow,Professor of Religion,,,"B.A., Cambridge University; M.A., Ph.D., Princeton University"
257,Nancy Marshall,Adjunct Associate Professor of Women's and Gender Studies,,,"B.A., Oberlin College; M.A., University of Connecticut (Storrs); Ed.D., Harvard University"
258,Lance Alexander Martin,Music Performace Faculty in Jazz Flute,,,
259,Catherine Masson,Professor of French,,,"Licence, Maîtrise, Université de Haute Bretagne (Rennes); Ph.D., University of Michigan (Ann Arbor)"
260,Irene Mata,Associate Professor of Women's and Gender Studies,,,"B.A., M.A., New Mexico State University; Ph.D., University of California (San Diego)"
261,Katherine Matasy,Senior Music Performance Faculty in Clarinet and Classical Saxophone,,,"B.A., M.M.A., New England Conservatory of Music"
262,Y. Tak Matsusaka,Professor of History,,,"B.A., Brandeis University; M.A., Ph.D., Harvard University"
263,Julie Ann Matthaei,Professor of Economics,,,"B.A., University of Michigan (Ann Arbor); M.A., M.Phil., Ph.D., Yale University"
264,Erich Matthes,Assistant Professor of Philosophy,,,"B.A., Yale University; Ph.D., University of California (Berkeley)"
265,Adam G. Matthews,Visiting Lecturer in Biological Sciences,,,"A.B., Ph.D., Harvard University"
266,Andrea Matthews,Senior Music Performance Faculty in Voice,,,"A.B., Princeton University"
267,Heather Rose Mattila,Knafel Assistant Professor of Natural Sciences,Assistant Professor of Biological Sciences,,"B.Sc., Ph.D., University of Guelph (Ontario, Canada)"
268,Deborah C. Matzner,Assistant Professor of Anthropology,,,"B.A., Columbia University; M.A., Ph.D., New York University"
269,Tracy McAskill,Visiting Lecturer in Physics,,,"B.S., Texas Tech University; M.S., Ph.D., Tufts University"
270,Amanda M. McCarthy,Senior Instructor in Chemistry Laboratory,,,"B.S., M.S., Syracuse University"
271,Janet McDonough,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Simmons College; M.S., Harvard University"
272,Patrick J. McEwan,Professor of Economics,,,"B.A., University of Illinois (Urbana-Champaign); M.A., Ph.D., Stanford University"
273,Phyllis McGibbon,Professor of Art,,,"B.F.A., M.F.A., University of Wisconsin (Madison)"
274,Tracy L. McGinnis,Music Performance Faculty in Bassoon,,,"B.M.A.S., University of Delaware; M.M., New England Conservatory of Music"
275,Mary Kate McGowan,Luella LaMer Professor of Women's Studies,Professor of Philosophy,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
276,Alison G. McIntyreA,Virginia Onderdonk '29 Professor of Philosophy,,,"B.A., M.A., Tufts University; Ph.D., Princeton University"
277,Robin McKnight,Associate Professor of Economics,,,"B.A., Amherst College; Ph.D., Massachusetts Institute of Technology"
278,Meghan McLaughlin,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Saint Michael's College"
279,Kim Katris McLeod,Professor of Astronomy,,,"B.A., Cornell University; Ph.D., University of Arizona"
280,Craig McNutt,Music Performance  Faculty in Percussion,,,"B.M., Hartt School of Music; M.M., Yale University; D.M.A., New England Conservatory of Music"
281,Julia M. McPhee,PERA Associate Professor of the Practice,,,"B.A., Middlebury College; M.A., Trinity College"
282,Salem Mekuria,Professor of Art,,,"B.A., Macalester College; M.A., San Francisco State University"
283,Qing-Min MengA,Senior Lecturer in Art,,,"B.F.A, Shanghai Teachers' University; M.F.A., Miami University (Ohio)"
284,Emileigh M. Mercer,"Instructor in Physical Education, Recreation and Athletics",,,"A.B., Bowdoin College"
285,P. Takis Metaxas,Professor of Computer Science,,,"B.Sc., University of Athens (Greece); Ph.D., Dartmouth College"
286,Susan L. MeyerA2,Professor of English,,,"B.A., Johns Hopkins University; M.A., University of California (Los Angeles); M.A., M.Phil., Ph.D., Yale University"
287,Cercie Miller,Senior Music Performance Faculty in Jazz Saxophone,,,"Director, Wellesley BlueJazz"
288,Darakhshan Mir,Norma Wilentz Hess Fellow in Computer Science,,,"B.Tech., National Institute of Technology  (India); M.S., The George Washington University; Ph.D., Rutgers University"
289,Julia Hendrix Miwa,Associate Professor of Chemistry,,,"B.A., Haverford College; Ph.D., Massachusetts Institute of Technology"
290,Tony Mohammed,PERA Associate Professor of the Practice,,,"B.A., Kenyon College; M.A., St. Lawrence University"
291,Katrin Monecke,Assistant Professor of Geosciences,,,"B.S., M.S., University of Hannover (Germany); Ph.D., Institute of Technology (Zurich, Switzerland)"
292,Katharine H.S. MoonA,Edith Stix Wasserman Professor of Asian Studies,Professor of Political Science,,"A.B., Smith College; M.A., Ph.D., Princeton University"
293,Marianne V. Moore,Frost Professor in Environmental Science,Professor of Biological Sciences,,"B.A., Colorado College; M.S., Iowa State University; Ph.D., Dartmouth College"
294,Codruta Morari,Assistant Professor of French,,,"B.A., Babes-Bolyai University (Romania); B.A., M.A., Ph.D., University of Paris III"
295,Carolyn A. Morley,Professor of Theatre Studies and Japanese,,,"B.A., Oberlin College; M.A., University of British Columbia; Ph.D., Columbia University"
296,Andrew Mowbray,Visiting Lecturer in Art,,,"B.F.A., Maryland Institute College of Art; M.F.A., Cranbrook Academy of Art"
297,James Moyer,Instructor in Chemistry Laboratory,,,"B.S., Marquette University; M.S., Ph.D., Yale University"
298,Nancy Elliott Mukundan,Instructor in Chemistry Laboratory,,,"B.A., Wellesley College; Ph.D., Emory University"
299,Craig N. Murphy,M. Margaret Ball Professor of International Relations,Professor of Political Science,,"B.A., Grinnell College; M.A., Ph.D., University of North Carolina (Chapel Hill)"
300,Jacqueline Marie MusacchioA1,Professor of Art,,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
