,name,title,title2,title3,education
48,"Burns, Bryan E.",Professor of Classical Studies,,,"B.A., University of North Carolina; M.A., Ph.D., University of Michigan"
49,"Butcher, Kristin",Marshall I. Goldman Professor of Economics,,,"B.A., Wellesley College; M.S., London School of Economics; M.A., Ph.D., Princeton University"
50,"Cain, William E.",Mary Jewett Gaiser Professor of English,,,"B.A., Tufts University; M.A., Ph.D., Johns Hopkins University"
51,"Cameron, Samantha","Instructor in Physical Education, Recreation and Athletics",,,"B.A., San Jose State University; M.A., University of California (Los Angeles)"
52,"Candland, Christopher",Associate Professor of Political Science,,,"B.A., Haverford College; M.A., M.Phil., Ph.D., Columbia University"
53,"Carmell, Michelle",Instructor in Biological Sciences Laboratory,,,"B.A., Dartmouth College; Ph.D., Stony Brook University"
54,"Carpenter, Angela C.",Associate Professor of Cognitive and Linguistic Sciences,,,"B.A., Wellesley College; M.A., Ph.D., University of Massachusetts (Amherst)"
55,"Carrico-Moniz, Dora",Associate Professor of Chemistry,,,"B.S., SUNY (Purchase College); M.S., Ph.D., Yale University"
56,"Carter Jackson, Kellie Cherie ",Knafel Assistant Professor of Humanities,Assistant Professor of Africana Studies,,"B.A., Howard University; M.A., Ph.D., Columbia University"
57,"Cassibry, Kimberly",Associate Professor of Art,,,"B.A., Louisiana State University (Baton Rouge); M.A., University of Texas (Austin); Ph.D., University of California (Berkeley)"
58,"Castro, Adrian",Assistant Professor of Geosciences,,,"B.A., Amherst College; M.S., Ph.D., Rensselaer Polytechnic Institute"
59,"Cezair-Thompson, Margaret",Senior Lecturer in English,,,"B.A., Barnard College; M.A., New York University; Ph.D., City University of New York"
60,"Chacko, Xan Sarah",Mellon Postdoctoral Fellow in Women’s and Gender Studies,,,"B.A., Wellesley College; M.Sc., Imperial College and University College (London); Ph.D., University of California (Davis)"
61,"Chalamish, Gil",Lecturer in Jewish Studies,,,"B.E.D., Beit Berl College; M.A., Boston College"
62,"Chan, Clara S.",Lecturer in Mathematics,,,"A.B., Harvard University; M.A., University of Chicago; Ph.D., Massachusetts Institute of Technology"
63,"Chang, Stanley S.",Professor of Mathematics,,,"B.A., University of California (Berkeley); M.A., Cambridge University (England); Ph.D., University of Chicago"
64,"Charlton, Robert A.","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
65,"Cheek, Jonathan M.",Professor of Psychology,,,"B.A., George Washington University; M.A., University of Texas (Austin); Ph.D., Johns Hopkins University"
66,"Chen, Dai",Senior Lecturer in Chinese,,,"B.A., Shanghai Teachers’ University; M.A., University of Iowa"
67,"Chen, Stephen",Assistant Professor of Psychology,,,"B.A., Rutgers University; Ph.D., University of California (Berkeley)"
68,"Chiasson, Dan",Lorraine C. Wang Professor of English,,,"B.A., Amherst College; Ph.D., Harvard University"
69,"Chin, Calvin T.","Instructor in Physical Education, Recreation and Athletics",,,
70,"Chudy, Jennifer",Knafel Assistant Professor of Social Sciences,Assistant Professor of Political Science,,"A.B., Brown University; M.A., Ph.D., University of Michigan"
71,"Clutario, Genevieve",Andrew W. Mellon Assistant Professor of American Studies,,,"B.A., University of California (Irvine); M.A., Ph.D., University of Illinois (Urbana Champaign)"
72,"Cochran, Calvin",Lecturer in the Quantitative Reasoning Program,,,"B.A., Hendrix College; M.A., Ph.D., University of California (Irvine)"
73,"Cohn, Genevieve",Mellon Postdoctoral Fellow in Art,,,"B.A., Ithaca College; MFA., Indiana University (Bloomington)"
74,"Coile, Courtney C.",Professor of Economic,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
75,"Collins, David",Coach/Collaborative Keyboardist,,,"B.M., Western Michigan University (Kalamazoo); M.M., University of Wisconsin (Madison); Ph.D., New England Conservatory of Music"
76,"Collver-Jacobson, Glorianne",Senior Music Performance Faculty in Guitar and Lute,,,"B.A., University of California (Berkeley)"
77,"Confortini, Catia",Associate Professor of Peace and Justice Studies,,,"B.S., Università degli Studi di Firenze; M.A., University of Notre Dame; Ph.D., University of Southern California"
78,"Contreras, Danilo",Assistant Professor of Political Science,,,"B.A., Georgetown University; Ph.D., University of Texas (Austin)"
79,"Creef, Elena Tajima",Professor of Women’s and Gender Studies,,,"B.A., University of California (Riverside); M.A., University of California (Santa Barbara); Ph.D., University of California (Santa Cruz)"
80,"Cuba, Lee A2",Professor of Sociology,,,"B.S., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
81,"Cudjoe, Selwyn R.",Professor of Africana Studies,,,"B.A., M.A., Fordham University; Ph.D., Cornell University"
82,"Cushman, Thomas",Deffenbaugh de Hoyos Carlson Professor in the Social Sciences,Professor of Sociology,,"B.A., Saint Michael’s College; M.A., Ph.D., University of Virginia"
83,"Darling, Louise",Knafel Assistant Professor of Natural Sciences,Assistant Professor of Biological Sciences,,"B.S., Johns Hopkins University; Ph.D., Rice University"
84,"Datta, Venita",Professor of French,,,"A.B., Bryn Mawr College; M.A., Ph.D., New York University"
85,"Davies, Richard","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wheaton College"
86,"Davis, Andrew",Lecturer in Computer Science,,,"B.A., Yale University; M.A., University of Texas at Austin; M.S., Stanford University; Ph.D., University of Pennsylvania"
87,"de Bres, Helena ",Associate Professor of Philosophy,,,"B.A., Victoria University; M.A., Ph.D., Massachusetts Institute of Technology"
88,"Delacy, Richard",Lecturer in South Asia Studies,,,"B.A., University of Melbourne (Australia); M.A., Monash University (Australia); M.A., Ph.D., University of Chicago"
89,"Delcourt, Catherine R. A",Assistant Professor of Computer Science,,,"B.A., Wellesley College; M.S., Ph.D., Georgia Institute of Technology"
90,"Dendere, Chipo ",Assistant Professor of Africana Studies,,,"B.A., Linfield College; M.A., Ph.D., Georgia State University"
91,"DeSombre, Elizabeth R.",Camilla Chandler Frost Professor of Environmental Studies,,,"B.A., Oberlin College; Ph.D., Harvard University"
92,"Deveney, Christen",Associate Professor of Psychology,,,"B.A., M.A., Ph.D., Harvard University"
93,"Deyette Werkema, Rachel",Visiting Lecturer in Economics,,,"B.A., Wesleyan University; M.A., Ph.D., Harvard University"
94,"Diaz, Viriginia Gabriela",Music Performance Faculty in Violin,,,"B.M., M.M., New England Conservatory of Music"
95,"Diesl, Alexander J.",Theresa Mall Mullarkey Associate Professor of Mathematics,,,"B.A., M.A., Johns Hopkins University; Ph.D., University of California (Berkeley)"
96,"Dix, Bonnie M.",PERA Associate Professor of the Practice,,,"B.S., University of Vermont; M.S., University of Tennessee (Knoxville)"
97,"Doe, Nicholas K.",Senior Instructor in Chemistry Laboratory,,,"B.A., M.S., University of California (Santa Cruz); M.A., Stanford University"
98,"Dolce, Jocelyne L.",Senior Instructor in Biological Sciences Laboratory,,,"B.Sc., M.Sc., University of Rhode Island"
99,"Dollmeyer, Sydney","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
100,"Dougherty, Carol A",Professor of Classical Studies,,,"B.A., Stanford University; M.A., University of California (Santa Barbara); M.A., Ph.D., Princeton University"
101,"Driscoll, Maddison","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Fitchburg State University"
102,"Duprey, Thomas",Music Performance Faculty in Jazz and Classical Trumpet,,,"B.M., Crane School of Music; M.M., New England Conservatory"
103,"Elkins, Sharon K.",Professor of Religion,,,"B.A., Stetson University; M.T.S., Harvard Divinity School; Ph.D., Harvard University"
104,"Ellerby, David",Professor of Biological Sciences,,,"B.S., University of Manchester, UK; Ph.D., University of Leeds, UK"
105,"Ellis, Bethany","Director of Athletics and Chair of Department of Physical Education, Recreation and Athletics",,,"B.A., Yale University; M.Ed., Providence College"
106,"Ellison, Susan H.",Assistant Professor of Anthropology,,,"B.A, Washington University; M.T.S., Harvard Divinity School; A.M., Ph.D., Brown University"
107,"Elmore, Donald E.",Michael and Denise Kellen '68 Chair in the Sciences,Professor of Chemistry,,"B.A., Grinnell College; Ph.D., California Institute of Technology"
108,"Eng, Andrew",Music Performance Faculty in Violin and Viola,,,"A.R.C.T., Royal Conservatory of Music; M.M., Longy School of Music"
109,"Epsteyn, Alla L.",Senior Lecturer in Russian,,,"M.A., Moscow University; Ph.D., Academy of Sciences Institute of World History (Russia)"
110,"Esielionis, Allyson","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Salve Regina University"
111,"Fernandez, Oscar E.",Class of 1966 Associate Professor of Mathematics,"Faculty Director, Pforzheimer Learning and Teaching Center",,"B.A., B.S., University of Chicago; Ph.D., University of Michigan (Ann Arbor)"
112,"Fischl, Andrew","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Vassar College"
113,"Fisher, Paul",Professor of American Studies,,,"A.B., Harvard College; B.A., M.A., Trinity College (Cambridge); M.A., M.Phil., Ph.D., Yale University"
114,"Fisher, Sabriya",Assistant Professor of Cognitive and Linguistic Sciences,,,"B.A., Binghamton University; M.S., University of Lyon; Ph.D., University of Pennsylvania"
115,"Fitzpatrick, Liseli",Visiting Lecturer in Africana Studies,,,"B.A., M.A., Ph.D., The Ohio State University"
116,"Flynn, Nolan T.",Associate Professor of Chemistry,,,"B.A., St. Olaf College; Ph.D., University of Illinois"
117,"Fontijn, Claire",Phyllis Henderson Carey Professor of Music,,,"B.A., Oberlin College; Certificate, The Royal Conservatory of The Hague; M.A., Ph.D., Duke University"
118,"Frade, Katelyn","Instructor in Physical Education, Recreation and Athletics",,,"B.S., Wheelock College"
119,"Freas, Debra",Visiting Lecturer in Classical Studies,,,"B.A., University of Texas (Austin); Ph.D., University of California (Irvine)"
120,"French, Richard G.",Louise Sherwood McDowell and Sarah Frances Whiting Professor of Astrophysics,Professor of Astronomy,,"B.A., M.S., Ph.D., Cornell University"
121,"Friedman, Alice T.",Grace Slack McNeil Professor of American Art,Professor of Art,,"A.B., Radcliffe College; M.Phil., University of London; Ph.D., Harvard University"
122,"Fuchs, Susanne",Visiting Lecturer in German Studies,,,"B.A., University College London; M. Phil., University of Vienna; Ph.D., New York University"
123,"Ganne-Schiermeier, Marie-Cécile",Lecturer in French,,,"M.A., Ph.D., Boston University"
124,"Gartner, Corinne A.",Associate Professor of Philosophy,,,"B.A., M.A., Stanford University; Ph.D., Princeton University"
125,"Geller, Barbara",Professor of Religion,,,"A.B., Princeton University; M.A., Ph.D., Duke University"
126,"Giersch, C. Pat",Professor of History,,,"B.A., Dartmouth College; Ph.D., Yale University"
127,"Gifford, Beth","Instructor in Physical Education, Recreation and Athletics",,,"B.S., Northeastern University"
128,"Gilbert, Kathleen W.",Instructor in Geosciences Laboratory,,,"B.A., Smith College; M.S., University of Miami"
129,"Gilhuly, Catherine Keane",Professor of Classical Studies,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
130,"Gleason, Tracy R.",Professor of Psychology,,,"A.B., Dartmouth College; Ph.D., University of Minnesota"
131,"Gobes, Sharon M. H. A",Associate Professor of Neuroscience,,,"B.Sc., M.Sc., Leiden University; Ph.D., Utrecht (The Netherlands)"
132,"Goddard, Stacie",Mildred Lane Kemper Professor of Political Science,"Faculty Director, Madeleine Korbel Albright Institute for Global Affairs",,"A.B., University of Chicago; M.A., M.Phil., Ph.D., Columbia University"
133,"Goldschmitt, K.E.",Assistant Professor of Music,,,"B.A., University of California (Los Angeles); M.A., University of California (San Diego); Ph.D., University of California (Los Angeles)"
134,"González, Octavio R.",Assistant Professor of English,,,"B.A., Swarthmore College; M.A., Pennsylvania State University; M.A., Ph.D., Rutgers University"
135,"Goree, Robert",Assistant Professor of Japanese,,,"B.A., Westmont College; M.A., Columbia University; M.A., M.Phil., Ph.D., Yale University"
136,"Goss, John",Assistant Professor of Biological Sciences,,,"B.S., Rhodes College; M.Phil., Ph.D., Yale University"
137,"Graham, Lisa",Evelyn Barry Director of the Choral Program,Lecturer in Music,,"B.A., Sonoma State College; M.M., D.M.A., University of Southern California"
138,"Grande, Cori","Instructor in Physical Education, Recreation and Athletics",,,
139,"Grandjean, Katherine",Associate Professor of History,,,"B.A., Yale University; Ph.D., Harvard University"
140,"Grattan, Laura  A2",Jane Bishop '51 Associate Professor of Political Science,,,"B.A., College of William and Mary; M.A., Ph.D., Duke University"
141,"Greene, Nikki A.",Assistant Professor of Art,,,"B.A., Wesleyan University; M.A., Ph.D., University of Delaware"
142,"Greer, Brenna W.",Associate Professor of History,,,"B.A., Beloit College; M.A., Ph.D., University of Wisconsin (Madison)"
143,"Griffith, Alden",Associate Professor of Environmental Studies,,,"B.A., Wesleyan University; Ph.D., University of California (Santa Cruz)"
144,"Grodzicki, William",Visiting Lecturer in Mathematics,,,"B.A., Pomona College; M.S., Ph.D., University of Minnesota"
145,"Grote, Simon",Associate Professor of History,,,"A.B., Harvard University; M.Phil., Cambridge University; M.A., Ph.D., University of California (Berkeley)"
146,"Gunther, Scott E.",Professor of French,,,"B.A., Cornell University; D.E.A., Ecole Normale Superieure & Ecole des Hautes Etudes en Sciences Sociales; J.D., Ph.D., New York University"
147,"Gužauskytė, Evelina A",Associate Professor of Spanish,,,"B.A., Middlebury College; M.A., M.Phil., Ph.D., Columbia University"
148,"Hagimoto, Koichi",Associate Professor of Spanish,,,"B.A., Soka University of America; M.A., Ph.D., University of Pittsburgh"
149,"Hajj, Nadya S.",Associate Professor of Peace & Justice Studies,,,"B.A., University of Virginia; M.A., Ph.D., Emory University"
150,"Hall, Katherine L.",Distinguished Senior Lecturer in Physics,,,"B.A., Wellesley College; M.S., Ph.D., Massachusetts Institute of Technology"
151,"Hall, Mona Lambracht",Senior Instructor in Chemistry Laboratory,,,"B.A., Russell Sage College; Ph.D., Tufts University"
152,"Hall, Nancy Abraham",Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
153,"Hamilton, Mark",Music Instructor in Trombone and Jazz Trombone,,,"B.M. University of Delaware; M.Mus., New England Conservatory of Music"
154,"Hampton, Neal Louis","Conductor, Brandeis-Wellesley Orchestra",,,"B.M., Eastman School of Music; M.M., Boston University"
155,"Hans, Anjeana K. A2",Associate Professor of German Studies,,,"A.B., M.A., Ph.D., Harvard University"
156,"Harkless, Marianne","Instructor in Physical Education, Recreation and Athletics",,,
157,"Harrison, Emily",Visiting Lecturer in Women's & Gender Studies,,,"B.A., Harvard College; M.S., Harvard School of Public Health; Ph.D., Harvard University"
158,"Hawes, Kenneth S.",Senior Lecturer in Education,,,"B.S., Massachusetts Institute of Technology; Ed.M., Ed.D., Harvard University"
159,"Hayden-Ruckert, Gretchen","Instructor in Physical Education, Recreation and Athletics",,,
160,"Henry, Mark S.",Senior Music Performance Faculty in Double Bass,,,"B.M., Berklee College of Music; M.M., University of Massachusetts (Lowell)"
161,"Herbst, Jean",Senior Instructor in Computer Science Laboratory,,,"B.S., University of Wisconsin (Madison); M.S., University of Rhode Island"
162,"Hertz, Rosanna",Class of 1919 - 50th Reunion Professor of Sociology and Women’s and Gender Studies,,,"B.A., Brandeis University; M.A., Ph.D., Northwestern University"
163,"Hickey, Alison",Associate Professor of English,,,"A.B., Harvard and Radcliffe Colleges; M.A., M.Phil., Ph.D., Yale University"
164,"Higgins, Monica R. A",Lecturer in Environmental Studies,,,"B.S., University of Pittsburgh; M.S., Ph.D., University of Michigan"
165,"Hildreth, Ellen C.",Professor of Computer Science,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
166,"Hilt, Eric A2",Professor of Economics,,,"A.B., Occidental College; M.Phil., Ph.D., Columbia University"
167,"Hirschhorn, Philip Steven A",Professor of Mathematics,,,"B.S., Brooklyn College of City University of New York; Ph.D., Massachusetts Institute of Technology"
168,"Hodge, Thomas Peter",Professor of Russian,,,"B.A., Pomona College; M.A., Oxford University; A.M., Ph.D., Stanford University"
169,"Hodgkinson, Randall",Music Performance Faculty in Piano,,,"B.M., M.M., New England Conservatory of Music"
170,"Hoffmann, Russell A.",Music Instructor in Jazz Piano,,,"B.M., University of Texas; M.Ed., Cambridge College"
171,"Holmes, Lauren",Newhouse Visiting Professor of Creative Writing,,,"B.A., Wellesley College; M.F.A., Hunter College"
172,"Hong, Soo A",Whitehead Associate Professor of Critical Thought,Associate Professor of Education,,"B.A., M.T., University of Virginia; Ed.D., Harvard University"
173,"Horsikyan, Simona R.","Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Central Arkansas; M.S., Regis College"
174,"Howland, Janie E.",Lecturer in Theatre Studies,,,"B.A., University of Pennsylvania; M.F.A., Brandeis University"
175,"Hu, Yue",Professor of Physics,,,"B.S., Beijing University; M.S., Ph.D., Cornell University"
176,"Huang, Adrian",Instructor in Chemistry Laboratory,,,"B.A., Xiantang University; Ph.D., University of California (Los Angeles)"
177,"Huhn, Franziska",Music Instructor in Harp,,,"B.M., Boston University; M.Mus., New England Conservatory of Music"
178,"Hussey, Seth","Instructor in Physical Education, Recreation and Athletics",,,"B.S., St. Lawrence University; M.S., Purdue University"
179,"Igrejas, Antonio M.A.",Lecturer in Portuguese,,,"B.A., University of Massachusetts (Dartmouth); M.A., Ph.D., University of Massachusetts (Amherst)"
180,"Imber, Jonathan B. A2",Jean Glasscock Professor of Sociology,,,"B.A., Brandeis University; M.A., Ph.D., University of Pennsylvania"
181,"Ingallinella, Laura",Mellon Postdoctoral Fellow in Italian Studies & English,,,"B.A., M.A., University of Catania (Italy); Ph.D., Scuola Normale Superiore (Italy)"
182,"Jarrard, Eric",Elisabeth Luce Moore Postdoctoral Fellow in Religion,,,"B.A., Virginia Commonwealth University; M.T.S., Emory University; Th.D., Harvard University"
183,"Jeffries, Michael",Class of 1949 Professor in Ethics,Professor of American Studies,Dean of Academic Affairs,"A.B., Swarthmore College; Ph.D., Harvard University"
184,"Jennings, Philip",PERA Assistant Professor of the Practice,,,"B.A., Hamilton College; M.Ed., The College of New Jersey"
185,"Jeppesen, Laura",Senior Music Performance Faculty in Viola da Gamba,,,"B.A., Wheaton College; M.M., Yale University"
186,"Johnson, Althea","Instructor in Physical Education, Recreation and Athletics",,,"B.S., Abilene Christian University"
187,"Johnson, Erica",Music Instructor in Organ and Harpsichord and College Organist,,,"B.M., Oberlin College and Oberlin Conservatory of Music; M.Mus., New England Conservatory of Music; D.M.A., Eastman School of Music"
188,"Johnson, Jeannine",Senior Lecturer in the Writing Program,,,"B.A., Haverford College; Ph.D., Yale University"
189,"Johnson, Jenny Olivia",Associate Professor of Music,,,"B.A., Barnard College; M.M., Manhattan School of Music; Ph.D., New York University"
190,"Johnson, Paula A.",President,Professor of Women's Health Studies,,"B.A., Harvard Radcliffe Colleges; M.P.H., Harvard School of Public Health; M.D., Harvard Medical School"
191,"Jones, Kristina Niovi","Director, Wellesley College Botanic Gardens",Adjunct Assistant Professor of Biological Sciences,,"B.S., Stanford University; Ph.D., University of California"
192,"Joseph, William A.",Professor of Political Science,,,"B.A., Cornell University; M.A., Ph.D., Stanford University"
193,"Joskowicz, Claudia",Assistant Professor of Art,,,"B.A., University of Houston; M.F.A., New York University"
194,"Joyce, Joseph P.",M. Margaret Ball Professor of International Relations,Professor of Economics,,"B.S.F.S., Georgetown University; M.A., Ph.D., Boston University"
195,"Kakavouli, Stella",Senior Instructor in Computer Science Laboratory,,,"B.S., National Technical University (Athens, Greece); M.S., Brown University"
196,"Kaliner, Matthew",Visiting Lecturer in Sociology,,,"B.A., Brandeis University; M.A., Ph.D., Harvard University"
197,"Kang, Gyunghoon (Kenny)",Visiting Lecturer in Chemistry,,,"B.A., Cornell University; Ph.D., Massachusetts Institute of Technology"
198,"Kapteijns, Lidwien",Elizabeth Kimball Kendall and Elisabeth Hodder Professor of History,,,"B.A., Universiteit van Amsterdam; M.A., University of London; Doctoraal, Ph.D., Universiteit van Amsterdam"
199,"Karakasidou, Anastasia",Professor of Anthropology,,,"B.A., College of Wooster; M.A., Brandeis University; M.A., Bryn Mawr College; M.Phil., Ph.D., Columbia University"
200,"Keane, Margaret",Denise Kellen '68 Professor in the Health Sciences,Professor of Psychology,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
201,"Kelley, Morgan","Instructor in Physical Education, Recreation and Athletics",,,"B.E., University of Guelph"
202,"Kerr, Megan A",Professor of Mathematics,,,"B.A., Wellesley College; Ph.D., University of Pennsylvania"
203,"Kerr, Sari","Senior Research Scientist, Wellesley Centers for Women",Lecturer in Economics,,"Diploma in Economics, University of Kent at Canterbury; M.A., Ph.D., University of Jyvaskyla, Finland"
204,"Keskin, Pinar",Associate Professor of Economics,,,"B.A., Bilkent University; M.A., M. Phil., Ph.D., Yale University"
205,"Kim, Jiyeon",Visiting Lecturer in Art,,,"B.A., M.F.A., Seoul National University; M.A., Indiana University (Bloomington); Ph.D., University of California (Irvine)"
206,"Kirby, Steve",Music Performance Faculty in Jazz Guitar,,,"B.A., Berklee College of Music; M.M. University of Massachusetts (Amherst)"
207,"Klepac-Ceraj, Vanja A2",Associate Professor of Biological Sciences,,,"B.S., Beloit College; Ph.D., Massachusetts Institute of Technology"
208,"Ko, Yu Jin",Professor of English,,,"B.A., Columbia University; M.A., Cambridge University (Clare College); Ph.D., Yale University"
209,"Kodera, T. James",Professor of Religion,,,"B.A., Carleton College; M.A., M.Phil., Ph.D., Columbia University"
210,"Königer, Martina",Adjunct Assistant Professor of Biological Sciences,,,"Diploma, Ph.D., University of Würzburg (Germany)"
211,"Kroll, Jennifer A.",PERA Associate Professor of the Practice,,,"B.S., Northwestern University; M.S., University of Kentucky"
212,"Krontiris, Elizabeth",Visiting Lecturer in the Writing Program,,,"B.A., M.A., University of Chicago; M.A., M.Phil, Ph.D., Yale University"
213,"Kulik-Johnson, Kyra",Lecturer in Psychology,,,"B.A., Boston College; Ed.M., Harvard University Graduate School of Education; Ph.D., Boston College"
