,name,title,title2,title3,education
214,"Kuscher, Brian K.",PERA Associate Professor of the Practice,,,"B.A., Franklin Pierce University; M.A., Concordia University"
215,"Lambert, Josh",Sophia Moses Robison Associate Professor of Jewish Studies and English,,,"A.B., Harvard College; Ph.D., University of Michigan"
216,"Landau, Aaron",Mellon Postdoctoral Fellow in Philosophy,,,"B.A., University of British Columbia; M.Phil., University of Hong Kong; Ph.D., Columbia University"
217,"Landeros, Kathya",Assistant Professor of Art,,,"B.A., Vassar College; M.F.A., Massachusetts College of Art and Design"
218,"Lange, Karen",Associate Professor of Mathematics,,,"B.A., Swarthmore College; M.S., Ph.D., University of Chicago"
219,"Langfur, Gabriel",Music Performance Faculty in Trombone,,,"B.A., Oberlin College; B.M., Oberlin Conservatory; M.M., New England Conservatory"
220,"Langone, Steve",Senior Music Performance Faculty in Jazz-Rock-Latin Drums,,,"B.A., Berklee College of Music"
221,"Lauer, Joseph",Visiting Lecturer in Mathematics,,,"B.Math., University of Waterloo; M.Sc., McGill University; Ph.D., Yale University"
222,"Laviosa, Flavia",Senior Lecturer in Italian Studies,,,"B.A., University of Bari (Italy); M.S., University of Edinburgh; M.A., Ph.D., State University of New York (Buffalo)"
223,"Leahy, Amanda","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Bowdoin College"
224,"Lee, Michelle C.",Andrew W. Mellon Assistant Professor of French,,,"B.A., M.A., University of California (Santa Cruz); Ph.D., University of California (Los Angeles)"
225,"Lee, Min Joo",Visiting Lecturer in Women's & Gender Studies,,,"B.A., Williams College; M.A., Ph.D., University of California (Los Angeles)"
226,"Lee, Sohie",Senior Instructor in Computer Science Laboratory,,,"B.S., Cornell University; M.S., Stanford University; Ph.D., University of California (San Diego)"
227,"Lee, Sun-Hee",Associate Professor of Korean,,,"B.A., M.A., Ph.D., Yonsei University; Ph.D., Ohio State University"
228,"Lee, Yoon Jin",Visiting Lecturer in Political Science,,,"A.B., A.M., Ph.D., Harvard University"
229,"Lee, Yoon Sun",Professor of English,,,"A.B., Harvard College; Ph.D., Yale University"
230,"Lekas, Callie",PERA Assistant Professor of the Practice,,,"B.A., Wellesley College; M.A., University of Massachusetts (Amherst)"
231,"Lerner, Ada",Assistant Professor of Computer Science,,,"B.A., Amherst College; M.S., Ph.D., University of Washington"
232,"Levine, Phillip",Katharine Coman and A. Barton Hepburn Professor of Economics,,,"B.S., M.S., Cornell University; Ph.D., Princeton University"
233,"Levitt, Peggy",Professor of Sociology,,,"B.A., Brandeis University; M.S., Columbia University; Ph.D., Massachusetts Institute of Technology"
234,"Lewis, Jack S.","Instructor in Physical Education, Recreation and Athletics",,,"B.S., Springfield College"
235,"Lindauer, David",Stanford Calderwood Professor of Economics,,,"B.S., City College of City University of New York; A.M., Ph.D., Harvard University"
236,"Lindsay-Dennis, LaShawnda","Research Scientist, Wellesley Centers for Women",Visiting Lecturer in Education,,"B.S., Morris Brown College; M.Ed., Howard University; M.Ed., Georgia Regents University; Ph.D., Georgia State University"
237,"Liu, Heping ",Associate Professor of Art,,,"B.A., Guangzhou Institute of Foreign Languages (China); M.A., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
238,"Lucas, Margery",Professor of Psychology and Cognitive and Linguistic Sciences,,,"B.S., Pennsylvania State University; M.S., Ph.D., University of Rochester"
239,"Lydgate, Barry A",Professor of French,,,"B.A., M.Phil., Ph.D., Yale University"
240,"Lynch, Kathryn L. A",Katharine Lee Bates and Sophie Chantal Hart Professor of English,,,"B.A., Stanford University; M.A., Ph.D., University of Virginia"
241,"Lynch-McDonnell, Leo",Accompanist/Coach in Music,,,
242,"Lynn-Davis, Barbara A2",Lecturer in Art,,,"B.A., Brown University; M.A., Williams College; Ph.D., Princeton University"
243,"MacDonald, Paul",Associate Professor of Political Science,,,"B.A., University of California (Berkeley); M.A., Ph.D., Columbia University"
244,"Maeno, Yoshimi",Senior Lecturer in Japanese,,,"B.A., Baika Women’s College (Japan); M.A., West Virginia University; Ed.M., Ed.D., Harvard University"
245,"Magill, Patricia","Instructor in Physical Education, Recreation and Athletics",,,"B.S., Marquette University"
246,"Makerney, Sherry D.",PERA Associate Professor of the Practice,,,"B.S., University of Northern Colorado"
247,"Maloof, Ali","Instructor in Physical Education, Recreation and Athletics",,,"B.S., M.S., Southern New Hampshire University"
248,"Maparyan, Layli",Professor of Africana Studies,"Katherine Stone Kaufmann ‘67 Executive Director, Wellesley Centers for Women",,"B.A., Spelman College; M.S., Penn State University; Ph.D., Temple University"
249,"Marini, Stephen Anthony A",Elisabeth Luce Moore Professor of Christian Studies,Professor of Religion,,"B.A., Dickinson College; Ph.D., Harvard University"
250,"Marlow, Louise A2",Professor of Religion,,,"B.A., Cambridge University; M.A., Ph.D., Princeton University"
251,"Martorelli, Paul",Visiting Lecturer in Political Science,,,"B.A., University of San Francisco; M.A., Ph.D., University of California (Berkeley)"
252,"Masson, Catherine",Professor of French,,,"Licence, Maîtrise, Université de Haute Bretagne (Rennes); Ph.D., University of Michigan (Ann Arbor)"
253,"Masters, Susie","Instructor in Physical Education, Recreation and Athletics",,,
254,"Mata, Irene A",Associate Professor of Women's and Gender Studies,,,"B.A., M.A., New Mexico State University; Ph.D., University of California (San Diego)"
255,"Matasy, Katherine",Senior Music Performance Faculty in Clarinet and Classical Saxophone,,,"B.A., M.M.A., New England Conservatory of Music"
256,"Matsusaka, Y. Tak",Professor of History,,,"B.A., Brandeis University; M.A., Ph.D., Harvard University"
257,"Matthes, Erich Hatala",Associate Professor of Philosophy,,,"B.A., Yale University; Ph.D., University of California (Berkeley)"
258,"Matthes, Jaclyn Hatala",Assistant Professor of Biological Sciences,,,"A.B., Harvard University; Ph.D., University of California (Berkeley)"
259,"Matthews, Adam G.",Lecturer in Biological Sciences,,,"A.B., Ph.D., Harvard University"
260,"Mattila, Heather Rose",Associate Professor of Biological Sciences,,,"B.Sc., Ph.D., University of Guelph (Ontario, Canada)"
261,"Mavros, Michael",Instructor in Chemistry Laboratory,,,"B.S., University of Florida; Ph.D., Massachusetts Institute of Technology"
262,"Mawhorter, Peter",Instructor in Computer Science Laboratory,,,"B.S., Harvey Mudd College; Ph.D. University of California (Santa Cruz)"
263,"Mayer, Jacon","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wesleyan University"
264,"McAskill, Tracy",Lecturer in Physics,,,"B.S., Texas Tech University; M.S., Ph.D., Tufts University"
265,"McCarthy, Amanda M.",Senior Instructor in Chemistry Laboratory,,,"B.S., M.S., Syracuse University"
266,"McEwan, Patrick J.",Luella LaMer Slaner Professor in Latin American Studies,Professor of Economics,,"B.A., University of Illinois (Urbana-Champaign); M.A., Ph.D., Stanford University"
267,"McGibbon, Phyllis",Elizabeth Christy Kopf Professor of Art,,,"B.F.A., M.F.A., University of Wisconsin (Madison)"
268,"McGinnis, Tracy L.",Senior Music Performance Faculty in Bassoon,,,"B.M.A.S., University of Delaware; M.M., New England Conservatory of Music"
269,"McGowan, Mary Kate A",Margaret Clapp ‘30 Distinguished Alumna Professor of Philosophy,,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
270,"McIntyre, Alison G.",Virginia Onderdonk ‘29 Professor of Philosophy,,,"B.A., M.A., Tufts University; Ph.D., Princeton University"
271,"McKnight, Robin",Professor of Economics,,,"B.A., Amherst College; Ph.D., Massachusetts Institute of Technology"
272,"McLeod, Kim Katris A2",Professor of Astronomy,,,"B.A., Cornell University; Ph.D., University of Arizona"
273,"McNamara, Martha",Director of the New England Arts and Architecture Program,Senior Lecturer in Art,,"B.A., Wesleyan University; M.A., Ph.D., Boston University"
274,"McNutt, Craig",Senior Music Performance Faculty in Percussion,,,"B.M., Hartt School of Music; M.M., Yale University; D.M.A., New England Conservatory of Music"
275,"Metaxas, P. Takis",Professor of Computer Science,,,"B.Sc., University of Athens (Greece); Ph.D., Dartmouth College"
276,"Meyer, Susan L.",Professor of English,,,"B.A., Johns Hopkins University; M.A., University of California (Los Angeles); M.A., M.Phil., Ph.D., Yale University"
277,"Miller, Cercie",Senior Music Performance Faculty in Jazz Saxophone,,,"Director, Wellesley BlueJazz"
278,"Minor, Elizabeth",Lecturer in Anthropology,,,"B.A., Wellesley College; M.S., Ph.D., University of California (Berkeley)"
279,"Miwa, Julia Hendrix",Associate Professor of Chemistry,,,"B.A., Haverford College; Ph.D., Massachusetts Institute of Technology"
280,"Monecke, Katrin",Associate Professor of Geosciences,,,"B.S., M.S., University of Hannover (Germany); Ph.D., Institute of Technology (Zurich, Switzerland)"
281,"Moon, Katharine H.S.",Edith Stix Wasserman Professor of Asian Studies,Professor of Political Science,,"A.B., Smith College; M.A., Ph.D., Princeton University"
282,"Morari, Codruţa",Associate Professor of Cinema & Media Studies and French,,,"B.A., Babes-Bolyai University (Romania), B.A., M.A., Ph.D., University of Paris III"
283,"Morgan, Maureen F.","Director, Child Study Center",Lecturer in Psychology,,"B.S., Lesley College; M.Ed., Harvard University"
284,"Morrow, Katherine",Visiting Lecturer in Cinema & Media Studies,,,"B.A., Cornell University; M.A., University of Iowa; Ph.D., University of Washington"
285,"Mowbray, Andrew A2",Lecturer in Art,Director of 3D Arts,,"B.F.A., Maryland Institute College of Art; M.F.A., Cranbrook Academy of Art"
286,"Mtshali, Marya",Visiting Lecturer in Sociology,,,"B.S., Arizona State University; Ph.D., Boston College"
287,"Murphy, Craig N. A2",Betty Freyhof Johnson ‘44 Professor of Political Science,,,"B.A., Grinnell College; M.A., Ph.D., University of North Carolina (Chapel Hill)"
288,"Musacchio, Jacqueline Marie",Professor of Art,,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
289,"Mustafaraj, Eni",Assistant Professor of Computer Science,,,"M.Eng., Polytechnic University of Tirana (Albania); Ph.D., Philipps-Universität Marburg (Germany)"
290,"Musto, Jennifer A2",Associate Professor of Women's and Gender Studies,,,"B.A., DePaul University; M.A., Ph.D., University of California (Los Angeles)"
291,"Neumuller, Seth",Assistant Professor of Economics,,,"B.S., Rice University; M.A., Ph.D., University of California (Los Angeles)"
292,"Nishikawa, Kanako",Coach/Collaborative Keyboardist,,,"B.M., Toho School of Music (Tokyo); M.M., New England Conservatory"
293,"Noggle, James William",Marion Butler McLean Professor in the History of Ideas,Professor of English,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
294,"Nolden, Thomas",Professor of German Studies,,,"Staatsexamen, Universität Tübingen; M.A., Ph.D., Yale University"
295,"Norem, Julie K.",Margaret Hamm Professor of Psychology,,,"A.B., University of Chicago; Ph.D., University of Michigan"
296,"Núñez, Megan",Nan Walsh Schow ‘54 and Howard B. Schow Professor in the Physical and Natural Sciences,Professor of Chemistry,Dean of Faculty Affairs,"B.A., Smith College; Ph.D., California Institute of Technology"
297,"O'Brien, Myles","Instructor in Physical Education, Recreation and Athletics",,,"B.A., College of the Holy Cross"
298,"O'Donnell, Jennifer",Visiting Lecturer in Women's and Gender Studies,,,"B.A., Wellesley College; M.S., Ph.D., Harvard School of Public Health"
299,"O'Donnell, Kimberly H.",Senior Lecturer in Biological Sciences,,,"A.B., Brown University; Ph.D., Brandeis University"
300,"O'Meara, Keri",PERA Associate Professor of the Practice,,,"B.A., Montclair State University; Ed.M., Bloomsburg University"
301,"Oakes, Elizabeth",Senior Instructor in Chemistry Laboratory,,,"B.A., Bryn Mawr College; Ph.D., University of Wisconsin (Madison)"
302,"Okumura, Leah M.",Instructor in Biological Sciences Laboratory,,,"A.B., University of Chicago; Ph.D., Massachusetts Institute of Technology"
303,"Oles, James",Senior Lecturer in Art,,,"B.A., Yale University; J.D., University of Virginia; M. Phil., Ph.D., Yale University"
304,"Oliver, Liza",Diana Chapman Walsh Assistant Professor of Art,,,"B.A., University of North Florida; M.A., University of South Florida; M.A., Ph.D., Northwestern University"
305,"Olsen, David Teng A",Associate Professor of Art,,,"B.F.A., University of Washington (Seattle); M.A., M.F.A., University of Wisconsin (Madison)"
306,"Osorio, Alejandra B.",Associate Professor of History,,,"B.A., M.A., New York University; Ph.D., State University of New York at Stony Brook"
307,"Osoro, Geofred",Lecturer in Africana Studies,,,"B.A., Moi University; M.A., University of Nairobi"
308,"Owen, Liz","Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Minnesota"
309,"Park, Jaehee Ju",Visiting Lecturer in Korean,,,"B.A., Seoul National University; M.A., New England Conservatory; D.M.A., Indiana University"
310,"Park, Kyung",Assistant Professor of Economics,,,"B.A., M.A., Ph.D., University of Chicago"
311,"Parussa, Sergio",Professor of Italian Studies,,,"Laurea in Lettere, Università degli studi di Torino (Italy); M.A., Ph. D., Brown University"
312,"Pattanayak, Cassandra","Jack and Sandra Polk Guthman '65 Director, Quantitative Analysis Institute",Lecturer in Quantitative Reasoning and Mathematics,,"A.B., A.M., Ph.D., Harvard University"
313,"Peltason, Timothy Walter Hopkins",Professor of English,,,"A.B., Harvard College; M.A., Ph.D., Yale University"
314,"Peterman, T. Kaye A",Susan M. Hallowell and Ruby Frances Howe Farwell Professor of Biological Sciences,,,"B.S., Texas A & M University; Ph.D., Duke University"
315,"Petterson, James Michael",Professor of French,,,"B.A., Reed College; M.A., Columbia University; Ph.D., University of California (Berkeley)"
316,"Phillips, James",Visiting Lecturer in Mathematics,,,"B.S., Villanova University; Ph.D., University of Virginia"
317,"Polito, Jessica",Lecturer in the Quantitative Reasoning Program,,,"B.A., Harvard University; Ph.D., University of California (Berkeley)"
318,"Poston, Kristen",Lecturer in Psychology,,,"B.A., Wellesley College; M.A., Ph.D., Tufts University"
319,"Prabhu, Anjali",Margaret E. Deffenbaugh and LeRoy T. Carlson Professor in Comparative Literary Studies,,,"B.A., Jawaharlal Nehru University (India); M.A., Purdue University; Ph.D., Duke University"
320,"Price, Melissa",PERA Associate Professor of the Practice,,,"B.S., University of Maryland; M.S., Ph.D., University of Virginia"
321,"Punzi, Kristina",Instructor in Astronomy Laboratory and Observatory Manager,,,"B.A., State University of New York, College at Geneseo; Ph.D., Rochester Institute of Technology"
322,"Pyers, Jennie E.",Professor of Psychology,,,"B.A., Smith College; Ph.D., University of California (Berkeley)"
323,"Quinan, Ginny",Senior Instructor in Neuroscience Laboratory,,,"B.A., Regis College; M.A., Harvard University Extension School"
324,"Quintana, Ryan Alexander A",Associate Professor of History,,,"B.A., University of Tennessee (Knoxville); M.A., Ph.D., University of Wisconsin (Madison)"
325,"Radhakrishnan, Mala",Associate Professor of Chemistry,,,"A.B., Harvard University; Ph.D., Massachusetts Institute of Technology"
326,"Radhakrishnan, Smitha",Luella LaMer Professor of Women's Studies,Professor of Sociology,,"A.B., M.A., Ph.D., University of California (Berkeley)"
327,"Rainer, Marta",Lecturer in Theatre Studies,Interim Director of Theatre and Theatre Studies,,"B.A., Wellesley College; M.A., Antioch University"
328,"Ramos, Carlos",Professor of Spanish,,,"Licenciatura, Universidad Central de Barcelona; M.A., Emerson College; Ph.D., Boston University"
329,"Ramseyer, Valerie",Associate Professor of History,,,"A.B., Smith College; M.A., Ph.D., University of Chicago"
330,"Rao, Nikhil",Associate Professor of History,,,"B.A., Stanford University; M.A., Ph.D., University of Chicago"
331,"Renjilian-Burgy, Joy",Associate Professor of Spanish,,,"B.A., Mount Holyoke College; A.M., Harvard University"
332,"Rivera, Daniela",Barbara Morris Caspersen Associate Professor of Humanities,Associate Professor of Art,,"M.F.A., Museum of Fine Arts (Boston)"
333,"Rivera-Rideau, Petra R.",Assistant Professor of American Studies,,,"B.A., Harvard University; M.A., Ph.D., University of California (Berkeley)"
334,"Roach, Lois P.",Senior Lecturer in Theatre Studies,,,"B.S., Emerson College; M.A., Lesley College"
335,"Roberts, Tanya","Instructor in Physical Education, Recreation and Athletics",,,"B.S., University of Nevada (Las Vegas); M.Ed., Holy Names University"
336,"Roden, Julie A.",Instructor in Biological Sciences Laboratory,,,"A.B., Harvard University; Ph.D., Stanford University"
337,"Rodensky, Lisa",Professor of English,,,"B.A., Wellesley College; J.D., Harvard Law School; Ph.D., Boston University"
338,"Rogers, Guy M.","William R. Kenan, Jr. Professor of History and Classical Studies",,,"B.A., University of Pennsylvania; B.A., University of London; M.A., Ph.D.,Princeton University"
339,"Rose, Michelle",Visiting Lecturer in Political Science,,,"B.A., Loyola Marymount University; M.Phil., University of Cambridge (United Kingdom); M.A., University of California (Los Angeles)"
340,"Rosenwald, Lawrence A. A",Anne Pierce Rogers Professor of American Literature,Professor of English,,"B.A., M.A., Ph.D., Columbia University"
341,"Ross, Emily","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Ithaca College"
342,"Rothschild, Casey G.",Norma Wilentz Hess Professor of Economics,,,"A.B., Princeton University; Ph.D., Massachusetts Institute of Technology"
343,"Rubin, Noah A.",Lecturer in Education,,,"B.A., Sarah Lawrence College; M.S., Bank Street College of Education; Ph.D., Harvard Graduate School of Education"
344,"Ruffin, Katherine",Director of the Book Studies Program,Lecturer in Art,,"A.B., Bryn Mawr College; M.F.A., University of Alabama; Ph.D. Simmons College"
345,"Rufo, Kathryn","Instructor in Physical Education, Recreation and Athletics",,,"B.S., Johnson & Wales University"
346,"Russell, David",Lecturer in Music,"Co-Director, Wellesley Chamber Music Society",,"B.M., Eastman School; M.M., University of Akron; D.M.A., SUNY (Stony Brook)"
347,"Rutherford, Markella B. ",Associate Professor of Sociology,,,"B.A., Mississippi College; M.A., University of Memphis; Ph.D., University of Virginia"
348,"Rybko, Niki",PERA Assistant Professor of the Practice,,,"B.S., University of Florida, Gainesville; M.S., University of Massachusetts (Amherst)"
349,"Santiago, Nico","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Gallaudet University; M.A., A.T. Still University"
350,"Scherer, Nancy",Associate Professor of Political Science,,,"B.A., Lafayette College; J.D., Emory University; Ph.D., University of Chicago"
351,"Schoenberger, Lauren E.",PERA Assistant Professor of the Practice,,,"B.A., American University; M.S., Ithaca College"
352,"Schubert, Teresa",Visiting Lecturer in Psychology,,,"B.A., University of North Carolina (Chapel Hill); Ph.D., Johns Hopkins University"
353,"Schultz, Andrew",Associate Professor of Mathematics,,,"B.S., Davidson College; M.S., Ph.D., Stanford University"
354,"Selden, Becca",Assistant Professor of Biological Sciences,,,"A.B., Bowdoin College; Ph.D., University of California (Santa Barbara)"
355,"Selig, Deborah",Music Instructor in Voice,,,"B.A., BM., University of Michigan, School of Music; M.M., University of Cincinnati, College - Conservatory of Music"
356,"Selimović, Inela",Associate Professor of Spanish,,,"B.A., University of the South; M.A., Ph.D, University of Kentucky"
357,"Sequeira, Andrea S.",Professor of Biological Sciences,,,"M.S., Ph.D., University of Buenos Aires (Argentina)"
358,"Shaer, Orit",Associate Professor of Computer Science,,,"B.A., Academic College of Tel-Aviv; M.S., Ph.D., Tufts University"
359,"Shapiro, Lois",Senior Music Performance Faculty in Piano,,,"B.Mus., Peabody Institute of Music; M.Mus., Yale University School of Music; D.Mus., Indiana University School of Music (Bloomington)"
360,"Shastry, Kartini A2 ",Associate Professor of Economics,,,"A.B., Brown University; A.M., Ph.D., Harvard University"
361,"Shennan, Andrew",Professor of History,Provost and Lia Gelin Poorvu '56 Dean of the College,,"B.A., M.A., Ph.D., Cambridge University (Corpus Christi College)"
362,"Shetley, Vernon L.",Professor of English,,,"A.B., Princeton University; M.A., M.Phil., Ph.D., Columbia University"
363,"Shukla-Bhatt, Neelima",Professor of South Asia Studies,,,"B.A., M.A., Maharaja Sayajirao University of Baroda (India); M.Div., Ph.D., Harvard University"
364,"Shurchkov, Olga",Associate Professor of Economics,"Director, Knapp Social Science Center",,"B.A., Wellesley College; Ph.D., Massachusetts Institute of Technology"
365,"Sichel, Daniel",Professor of Economics,,,"B.A., M.P.P., University of Michigan; Ph.D., Princeton University"
366,"Sides, Marilyn",Senior Lecturer in English,,,"B.A., M.A., University of Utah; Ph.D., Johns Hopkins University"
367,"Sieck, Linda M.","Instructor in Physical Education, Recreation and Athletics",,,"B.A., William Paterson College"
368,"Skeath, Susan E. ",Professor of Economics,,,"B.A., Haverford College; M.A., Ph.D., Princeton University"
369,"Skow, Christa D.",Senior Instructor in Biological Sciences Laboratory,,,"B.S., Ph.D., University of Massachusetts (Amherst)"
370,"Slobodian, Quinn",Associate Professor of History,,,"B.A., Lewis & Clark College; Ph.D., New York University"
371,"Smee, Sebastian",Garis Fellow in Non-Fiction Writing in English,,,"B.A., Sydney University"
372,"Smith, Jarrod","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Newbury College"
373,"Snyder, Timothy",PERA Assistant Professor of the Practice & Butler Director of Fitness and Sports Performance,,,"B.S., Endicott College; M.A., Ithaca College"
374,"Song, Jae Young",Visiting Lecturer in Korean,,,"B.A., M.A, Ph.D., Yonsei University"
375,"Song, Mingwei",Associate Professor of Chinese,,,"B.A., Shandong University; M.A., Fudan University; M.Phil., Ph.D., Columbia University"
376,"Soyer, Elif","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Emory University; M.F.A., Tufts University"
377,"Spillane, Tessa",PERA Associate Professor of the Practice,,,"B.A., Mount Holyoke College; M.S., Smith College"
378,"Stanley, Kathryn",Visiting Lecturer in Psychology,,,"B.A., BFA, University of Connecticut (Storrs); M.S., Ph.D., California School of Professional Psychology"
379,"Stanley, Rachel H. R.",Associate Professor of Chemistry,,,"B.S., Ph.D, Massachusetts Institute of Technology"
380,"Stark, Glenn",Professor of Physics,,,"B.S., Massachusetts Institute of Technology; M.A., Ph.D., University of California (Berkeley)"
381,"Starkman, Jane E.",Senior Music Performance Faculty in Baroque Violin,,,"B.M., M.M., New England Conservatory of Music"
382,"Starr, Raymond James A",Theodora Stone Sutton Professor of Classics,Professor of Classical Studies,,"B.A., University of Michigan (Ann Arbor); M.A., Ph.D., Princeton University"
383,"Sterbenz, Maeve",Mellon Postdoctoral Fellow in Music,,,"B.A., M.A., M. Phil., Ph.D., Columbia University"
384,"Summerhays, Rebecca",Visiting Lecturer in the Writing Program,,,"B.A., M.A., University of Utah; Ph.D., Brown University"
385,"Suzuki, Yui",Associate Professor of Biological Sciences,,,"A.B., Bowdoin College; Ph.D., Duke University"
386,"Swingle, Joseph",Senior Lecturer in Sociology,,,"B.A., Carleton College; M.A., Ph.D., Harvard University"
387,"Szegedi, Zsuzanna",,,,"B.F.A., Massachusetts College of Art; M.F.A., The School of the Art Institute of Chicago"
388,"Talroze, Olga",Senior Coach/Collaborative Keyboardist,,,"B.M., M.M, San Francisco Conservatory of Music"
389,"Tang, Jenny Chui-Chun",Senior Music Performance Faculty in Piano and Keyboard Skills,"Co-Director, Wellesley Chamber Music Society",,"B.M., M.M., New England Conservatory of Music"
390,"Tang, Qiuyan",Lecturer in Chinese,,,"B.A., Nanjing Normal University; M.A., Fudan University"
391,"Tannenhauser, Jonathan",Lecturer in Mathematics,,,"A.B., Harvard University; M.A., Ph.D., University of California (Berkeley)"
392,"Tanriverdi, Serhan",Freedom Project Postdoctoral Fellow,,,"B.A., Istanbul University (Turkey); M.A., Ph.D., Loyola University (Chicago)"
393,"Tantama, Mathew",Assistant Professor of Chemistry,,,"B.S., University of North Carolina (Chapel Hill); Ph.D, Massachusetts Institute of Technology"
394,"Taodzera, Shingirai",Freedom Project Postdoctoral Fellow,,,"B.A., M.A., University of Witwatersrand; M.A., Dalhousie University; Ph.D., University of Ottawa"
395,"Tengblad, Sonja",Music Instructor in Voice,,,
396,"Tetel, Marc J.","Dorothy and Charles Jenkins, Jr. Distinguished Professor of Neuroscience",,,"B.A., Northwestern University; Ph.D., University of Massachusetts (Amherst)"
397,"Theran, Sally A.",Associate Professor of Psychology,,,"B.A., Bates College; M.A., Ph.D., Michigan State University"
398,"Thomas, Marcia E.",Senior Instructor in Biological Sciences Laboratory,,,"B.S., University of Massachusetts; M.A., Smith College"
399,"Thornblade, Rebecca",Senior Music Performance Faculty in Cello,,,"B.M., Oberlin Conservatory; M.M., Juilliard School"
400,"Tjaden, Brian A",Professor of Computer Science,,,"B.A., Amherst College; M.S., Ph.D., University of Washington"
401,"Torii-Williams, Eiko",Senior Lecturer in Japanese,,,"B.A., Kansai University (Osaka); Ed.M., Ph.D., Boston University"
402,"Towlun, David",Theatre Production Manager,,,"M.F.A., Purchase College (State University of New York)"
403,"Tranvouez, Marie-Paule",Senior Lecturer in French,,,"D.U.T., Institut Universitaire de Technologie, (Brest); M.A., State University of New York (Stony Brook); Ph.D., University of California (Santa Barbara)"
404,"Trenk, Ann",Lewis Atterbury Stimson Professor in Mathematics,,,"A.B., Harvard University; M.S., Ph.D., Johns Hopkins University"
405,"Tumarkin, Nina",Kathryn Wasserman Davis Professor of Slavic Studies,Professor of History,,"B.A., University of Rochester; M.A., Ph.D., Harvard University"
406,"Turbak, Franklyn A.",Associate Professor of Computer Science,,,"S.B., M.S., Ph.D., Massachusetts Institute of Technology"
407,"Turner, James Morton",Professor of Environmental Studies,,,"B.S., Washington and Lee University; A.M., Brown University; Ph.D., Princeton University"
408,"Tutin, Diane",Senior Lecturer in Education,,,"B.A., Clark University; M.Ed., Framingham State College"
409,"Tynes, Jordan",Hess Fellow and Visiting Lecturer in Computer Science,,,"B.A., University of California (Santa Cruz); M.F.A. School of the Museum of Fine Arts, Tufts University"
410,"Ulissey, Catherine","Instructor in Physical Education, Recreation and Athletics ",,,"B.A., Emerson College"
411,"Van Arsdale, Adam",Professor of Anthropology,,,"B.A., B.S., Emory University; M.A., Ph.D., University of Michigan"
412,"Vasudevan, Deepa",Visiting Lecturer in Education,,,"B.A., Haverford College; Ed.D., Ed.M., Harvard Graduate School of Education"
413,"Vega, Carlos Alberto",Professor of Spanish,,,"A.B., Columbia University; A.M., University of Virginia; Ph.D., Harvard University"
414,"Velenchik, Ann A",Associate Professor of Economics and Writing,,,"B.S.F.S., Georgetown University; Ph.D., Stanford University"
415,"Vellucci, Danielle",Instructor in Chemistry Laboratory,,,"B.A., Boston College; Ph.D., University of California (Irvine)"
416,"Verity, Monica",PERA Associate Professor of the Practice and Director of Recreation ,,,"B.S., Wagner College; M.S., Boston College"
417,"Verschoor, Carla M.",Adjunct Assistant Professor of Chemistry,,,"B.S., University of Illinois (Urbana); Ph.D., University of Wisconsin (Madison)"
418,"Volić, Ismar A2",Professor of Mathematics,,,"B.A., Boston University; M.A., Ph.D., Brown University"
419,"Wagner Robeson, Wendy","Senior Research Scientist, Wellesley Centers for Women",Visiting Lecturer in Women's & Gender Studies,,"B.S., Boston University; Ed.M., University of Houston; Ed.D., Harvard University"
420,"Wall-Randell, Sarah",Associate Professor of English,,,"B.A., Wellesley College; M.Phil., St. John’s College (Oxford University); Ph.D., Harvard University"
421,"Waller, Maria",Instructor in Geosciences Laboratory,,,"B.A., Wellesley College; M.S., University of Massachusetts"
422,"Walsh, Julie",Assistant Professor of Philosophy,,,"B.A., University of Toronto; M.A., Ph.D., University of Western Ontario"
423,"Walters, Holly",Visiting Lecturer in Anthropology,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Brandeis University"
424,"Wang, Helen P.",Professor of Mathematics,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Harvard University"
425,"Wang, Qing (Wendy)",Associate Professor of Mathematics,,,"B.S., Beijing Normal University; M.S., Ph.D., Pennsylvania State University"
426,"Ward, David",Professor of Italian Studies,,,"B.A., University of East Anglia (England); M.A., Ph.D., Cornell University"
427,"Wardell, Lauri L.",Senior Instructor in Physics Laboratory,,,"B.S., Fort Lewis College; M.S., University of Kentucky"
428,"Washington, Kera M.",Senior Music Performance Faculty in African Diaspora Drumming,"Director, Yanvalou",,"B.A., Wellesley College; M.A., Wesleyan University"
429,"Wasserman, Sara",Kresa Family Assistant Professor of Neuroscience,,,"B.A., Wellesley College; M.A., Pepperdine University; Ph.D., Brandeis University"
430,"Watters, Wesley Andres ",Associate Professor of Astronomy,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
