,name,title,title2,title3,education
45,Anne Brubaker A2,Visiting Lecturer in the Writing Program,,,"B.A., Dickinson College; M.A., University of Sussex (Brighton, England)"
46,Charles Bu,Professor of Mathematics,,,"B.S., M.S., Shanghai Jiao Tong University; M.S., Michigan State University; Ph.D., University of Illinois"
47,Emily A. Buchholtz,Gordon P. Lang and Althea P. Lang ’26 Professor of Biological Sciences,,,"B.A., College of Wooster; M.A., University of Wisconsin; Ph.D., George Washington University"
48,Tom Burke,Professor of Political Science,,,"B.A., University of Minnesota (Minneapolis); M.A., Ph.D., University of California (Berkeley)"
49,Bryan E. Burns,Associate Professor of Classical Studies,,,"B.A., University of North Carolina; M.A., Ph.D., University of Michigan"
50,Kristin Butcher A1,Marshall I. Goldman Professor of Economics,,,"B.A., Wellesley College; M.S., London School of Economics; M.A., Ph.D., Princeton University"
51,William E. Cain,Mary Jewett Gaiser Professor of English,,,"B.A., Tufts University; M.A., Ph.D., Johns Hopkins University"
52,John S. Cameron,Professor of Biological Sciences,,,"B.S., College of William and Mary; M.S., Ph.D., University of Massachusetts (Amherst)"
53,Samantha Cameron,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., San Jose State University; M.A., University of California (Los Angeles)"
54,Christopher Candland,Associate Professor of Political Science,,,"B.A., Haverford College; M.A., M.Phil., Ph.D., Columbia University"
55,George M. Caplan,Senior Instructor in Physics Laboratory,,,"B.A., Swarthmore College; S.M., Harvard University"
56,Linda Carli,Senior Lecturer in Psychology,,,"B.A., University of Connecticut; Ph.D., University of Massachusetts (Amherst)"
57,Angela C. Carpenter A,Wellesley Faculty Assistant Professor of Cognitive and Linguistic Sciences,,,"B.A., Wellesley College; M.A., Ph.D., University of Massachusetts (Amherst)"
58,Dora Carrico-Moniz A1,Assistant Professor of Chemistry,,,"B.S., SUNY (Purchase College); M.S., Ph.D., Yale University"
59,David Carrier,Music Instructor in Organ,,,"B.M., M.M., New England Conservatory of Music"
60,Margaret Deutsch Carroll,Professor of Art,,,"B.A., Barnard College; A.M., Ph.D., Harvard University"
61,Kimberly Cassibry,Assistant Professor of Art,,,"B.A., Louisiana State University (Baton Rouge); M.A., University of Texas (Austin); Ph.D., University of California (Berkeley)"
62,Margaret Cezair-Thompson,Senior Lecturer in English,,,"A.B., Barnard College; M.A., New York University; Ph.D., City University of New York"
63,Stanley S. Chang,Associate Professor of Mathematics,,,"B.A., University of California (Berkeley); M.A., Cambridge University (England); Ph.D., University of Chicago"
64,Robert A. Charlton,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
65,Jonathan M. Cheek A2,Professor of Psychology,,,"B.A., George Washington University; M.A., University of Texas (Austin); Ph.D., Johns Hopkins University"
66,Dai Chen,Lecturer in Chinese,,,"B.A., Shanghai Teachers’ University; M.A., University of Iowa"
67,Sealing Cheng A,Associate Professor of Women’s and Gender Studies,,,"B.S., M.Phil., University of Hong Kong; D.Phil., University of Oxford"
68,Dan Chiasson,Associate Professor of English,,,"B.A., Amherst College; Ph.D., Harvard University"
69,Calvin T. Chin,"Instructor in Physical Education, Recreation and Athletics",,,
70,Ed Cho,Visiting Lecturer in Economics,,,"B.A., University of California (San Diego); Ph.D., Massachusetts Institute of Technology"
71,James David Christie,Wellesley College Organist,,,"B.A., Oberlin College; M.M.A., New England Conservatory of Music"
72,Suzanne Cleverdon,Senior Music Performance Faculty in Keyboard Skills and Harpsichord,,,"B.M., M.M., New England Conservatory of Music"
73,Courtney C. Coile A2,Class of 1966 Associate Professor of Economics,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
74,William F. Coleman,Professor of Chemistry,,,"B.S., Eckerd College; Ph.D., Indiana University (Bloomington)"
75,David Collins,Coach/accompanist,,,"B.M., Western Michigan University (Kalamazoo); M.M., University of Wisconsin (Madison); Ph.D., New England Conservatory of Music"
76,Glorianne Collver-Jacobson,Senior Music Performance Faculty in Guitar and Lute,,,"B.A., University of California (Berkeley)"
77,Cecilia Confortini,Assistant Professor of Peace and Justice Studies,,,"B.S., Università degli Studi di Firenze; M.A., University of Notre Dame; Ph.D., University of Southern California"
78,Bevil R. Conway,Associate Professor of Neuroscience,,,"B.S., McGill University; M.M.Sc., Harvard Medical School; Ph.D., Harvard University"
79,Adam Cooper,Visiting Lecturer in Cognitive and Linguistic Sciences,,,"B.A., M.A., Ph.D., Cornell University"
80,Nancy F. Cott,Cornille Distinguished Visiting Professor in the Humanities,,,"B.A., Cornell University; M.A., Ph.D., Brandeis University"
81,Robert F. Couture,Senior Music Performance Faculty in Trombone,,,"B.M., New England Conservatory of Music; M.A., University of Massachusetts (Boston)"
82,Elena Tajima Creef,Associate Professor of Women’s and Gender Studies,,,"B.A., University of California (Riverside); M.A., University of California (Santa Barbara); Ph.D., University of California (Santa Cruz)"
83,Tucker R. Crum,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Mary Washington College of the University of Virginia; M.S., Long Island University"
84,Lee Cuba,Professor of Sociology,,,"B.S., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
85,Selwyn R. Cudjoe A2,Margaret E. Deffenbaugh and LeRoy T. Carlson Professor in Comparative Literature,Professor of Africana Studies,,"B.A., M.A., Fordham University; Ph.D.,Cornell University"
86,Thomas Orton Cushman,Deffenbaugh de Hoyos Carlson Professor in the Social Sciences,Professor of Sociology,,"B.A., Saint Michael’s College; M.A., Ph.D., University of Virginia"
87,Brett Danaher,Assistant Professor of Economics,,,"B.S., Haverford College; Ph.D., University of Pennsylvania"
88,Veronica Darer,Senior Lecturer in Spanish,,,"M.A.T. School for International Training/World Learning; Ph.D., University of Florida"
89,Louise Darling,Assistant Professor of Biological Sciences,,,"B.S., Johns Hopkins University; Ph.D., Rice University"
90,Venita Datta,Professor of French,,,"A.B., Bryn Mawr College; M.A., Ph.D., New York University"
91,Helena de Bres,Assistant Professor of Philosophy,,,"B.A., Victoria University; M.A., Ph.D., Massachusetts Institute of Technology"
92,Elizabeth R. DeSombre,Camilla Chandler Frost Professor of Environmental Studies,,,"B.A., Oberlin College; Ph.D., Harvard University"
93,Viriginia Gabriela Diaz,Music Instructor of Violin,,,"B.M., M.M. New England Conservatory of Music"
94,Alexander J. Diesl A,Assistant Professor of Mathematics,,,"B.A., M.A., Johns Hopkins University, Ph.D., University of California (Berkeley)"
95,Bonnie M. Dix,PERA Associate Professor of the Practice,,,"B.S., University of Vermont; M.S., University of Tennessee (Knoxville)"
96,Nicholas K. Doe,Senior Instructor in Chemistry Laboratory,,,"B.A., M.S., University of California (Santa Cruz); M.A., Stanford University"
97,Jocelyne L. Dolce,Instructor in Biological Sciences Laboratory,,,"B.Sc., M.Sc., University of Rhode Island"
98,Carlos G. Dorrien,Professor of Art,,,"Montserrat School of Visual Art, Diploma in Sculpture"
99,Carol Dougherty,"William R. Kenan, Jr. Professor of Classical Studies",,,"B.A., Stanford University; M.A., University of California (Santa Barbara); M.A., Ph.D., Princeton University"
100,Marion Dry,Senior Music Performance Faculty in Voice,"Director, Music Performance Program",,"A.B., Harvard University; M.M., Northwestern University"
101,Theodore W. Ducas,Professor of Physics,,,"B.A., Yale University; Ph.D., Massachusetts Institute of Technology"
102,Sylvaine V. Egron-Sparrow,Senior Lecturer in French,,,"Licence de Lettres Modernes, Université de Haute Bretagne; Maîtrise de Français et de Linguistique, Université  de Vincennes"
103,Sharon K. Elkins,Professor of Religion,,,"B.A., Stetson University; M.T.S., Harvard Divinity School; Ph.D., Harvard University"
104,David Ellerby,Associate Professor of Biological Sciences,,,"B.S., University of Manchester, UK; Ph.D., University of Leeds, UK"
105,Donald E. Elmore A1,Associate Professor of Chemistry,,,"B.A., Grinnell College; Ph.D., California Institute of Technology"
106,Alla L. Epsteyn,Senior Lecturer in Russian,,,"M.A., Moscow University; Ph.D., Academy of Sciences Institute of World History (Russia)"
107,Roxanne Euben A,Ralph Emerson and Alice Freeman Palmer Professor of Political Science,,,"B.A., Wesleyan University; M.A., Ph.D., Princeton University"
108,Elizabeth Falconi,Mellon Postdoctoral Fellow in Anthropology,,,"B.A., New York University; M.A., Ph.D., University of Michigan"
109,Oscar E. Fernandez,Assistant Professor of Mathematics,,,"B.A., B.S., University of Chicago; Ph.D., University of Michigan (Ann Arbor)"
110,Daniel Fetter,Assistant Professor of Economics,,,"B.A., Wesleyan University; M.Sc., London School of Economics and Political Science; Ph.D., Harvard University"
111,Paul Fisher,Assistant Professor of American Studies,,,"A.B., Harvard College; B.A., M.A., Trinity College (Cambridge); M.A., M.Phil., Ph.D., Yale University"
112,Charles B. Fisk,Phyllis Henderson Carey Professor of Music,,,"A.B., Harvard College; M.M.A., D.M.A., Yale University School of Music"
113,Nolan T. Flynn,Associate Professor of Chemistry,,,"B.A., St. Olaf College; Ph.D., University of Illinois"
114,Claire Fontijn A2,Associate Professor of Music,,,"B.A., Oberlin College; Certificate, The Royal Conservatory of The Hague; M.A., Ph.D., Duke University"
115,Richard G. French,Louise Sherwood McDowell and Sarah Frances Whiting Professor of Astrophysics,Professor of Astronomy,Dean of Academic Affairs,"B.A., M.S., Ph.D., Cornell University"
116,Alice T. Friedman,Grace Slack McNeil Professor of American Art,Professor of Art,,"A.B., Radcliffe College; M.Phil., University of London; Ph.D., Harvard University"
117,Gesa Frömming,Mellon Postdoctoral Fellow in German,,,"M.A., University of Göttingen; Ph.D., Vanderbilt University"
118,Gale Fuller,Music Performance Faculty in Voice,,,"B.M., Peabody Conservatory of Music; M.M., New England Conservatory of Music"
119,Charlene Galarneau A,Assistant Professor of Women’s and Gender Studies,,,"B.A., University of Massachusetts; M.A.R., Iliff School of Theology; A.M., Ph.D., Harvard University"
120,Marie-Cécile Ganne-Schiermeier,Visiting Lecturer in French,,,"M.A., Ph.D., Boston University"
121,Corinne A. Gartner,Assistant Professor of Philosophy,,,"B.A., M.A., Stanford University; Ph.D., Princeton University"
122,Elena Gascón-Vera A,Professor of Spanish,,,"Licenciatura, University of Madrid; M.Phil., Ph.D., Yale University"
123,Barbara Geller,Professor of Religion,,,"A.B., Princeton University; M.A., Ph.D., Duke University"
124,Nancy P. Genero A1,Associate Professor of Psychology,,,"A.B., Cornell University; M.A., Ph.D., University of Michigan (Ann Arbor)"
125,C. Pat Giersch,Associate Professor of History,,,"B.A., Dartmouth College; Ph.D., Yale University"
126,Beth Gifford,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Northeastern University"
127,Kathleen W. Gilbert,Instructor in Geosciences Laboratory,,,"B.A., Smith College; M.S., University of Miami"
128,Catherine Keane Gilhuly,Associate Professor of Classical Studies,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
129,Lacy Gillotti,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Fitchburg State College; M.S., Springfield College"
130,Tracy R. Gleason,Whitehead Associate Professor of Critical Thought,Associate Professor of Psychology,,"A.B., Dartmouth College; Ph.D., University of Minnesota"
131,Sharon M. H. Gobes,Assistant Professor of Neuroscience,,,"B.Sc., M.Sc., Ph.D., Ultrecht University (The Netherlands)"
132,Stacie Goddard,Associate Professor of Political Science,,,"A.B., University of Chicago; M.A., M.Phil., Ph.D., Columbia University"
133,Lisa Graham,Evelyn Barry Director of the Choral Program,Lecturer in Music,,"B.A., Sonoma State College; M.M., D.M.A., University of Southern California"
134,CoriEllen Grande,"Instructor in Physical Education, Recreation and Athletics",,,
135,Katherine Grandjean,Assistant Professor of History,,,"B.A., Yale University; Ph.D., Harvard University"
136,Laura Grattan A,Assistant Professor of Political Science,,,"B.A., College of William and Mary; M.A., Ph.D., Duke University"
137,Nikki A. Greene,Mellon Postdoctoral Fellow in Africana Studies and Art,,,"B.A., Wesleyan University; M.A., Ph.D., University of Delaware"
138,Brenna W. Greer,Assistant Professor of History,,,"B.A., Beloit College; M.A., Ph.D., University of Wisconsin (Madison)"
139,Alden Griffith,Assistant Professor of Environmental Studies,,,"B.A., Wesleyan University; Ph.D., University of California (Santa Cruz)"
140,Anna Grinfeld,Visiting Lecturer in Jewish Studies,,,"B.A., M.A., Hebrew University (Jerusalem); Ph.D., Université Paris VIII (Saint Denis)"
141,Scott E. Gunther A2,Associate Professor of French,,,"B.A., Cornell University; D.E.A., Ecole Normale Superieure & Ecole des Hautes Etudes en Sciences Sociales; J.D., Ph.D., New York University"
142,Evelina Gužauskytė,Assistant Professor of Spanish,,,"B.A., Middlebury College; M.A., M.Phil., Ph.D., Columbia University"
143,Koichi Hagimoto,Assistant Professor of Spanish,,,"B.A., Soka University of America, M.A., Ph.D., University of Pittsburgh"
144,David R. Haines,Associate Professor of Chemistry,,,"B.A., Earlham College; Ph.D., University of Illinois (Urbana)"
145,Nadya S. Hajj,Assistant Professor of Political Science,,,"B.A., University of Virginia; M.A., Ph.D., Emory University"
146,Mona Lambracht Hall,Senior Instructor in Chemistry Laboratory,,,"B.A., Russell Sage College; Ph.D., Tufts University"
147,Nancy Abraham Hall,Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
148,Neal Louis Hampton,"Conductor, Brandeis-Wellesley Orchestra",,,"B.M., Eastman School of Music; M.M., Boston University"
149,Hahrie Han,Associate Professor of Political Science,,,"B.A., Harvard University; M.A., Ph.D., Stanford University"
150,Anjeana K. Hans A,Assistant Professor of German,,,"A.B., M.A., Ph.D., Harvard University"
151,Thomas S. Hansen A2,Professor of German,,,"B.A., M.A., Tufts University; Ph.D., Harvard University"
152,Marianne Harkless,"Instructor in Physical Education, Recreation and Athletics",,,
153,David Harris,Music Instructor in Jazz Trombone,,,"B.M., New England Conservatory of Music"
154,Gary C. Harris,Professor of Biological Sciences,,,"B.S., Bates College; M.S., Ph.D., University of Massachusetts (Boston)"
155,Daniel E. Harris-McCoy,Visiting Lecturer in Classical Studies,,,"B.A., Reed College; Ph.D., University of Pennsylvania"
156,Jane Harrison,Music Instructor in Oboe,,,"B.M., Ohio Wesleyan University; M.M., Manhattan School of Music"
157,Bunny Harvey,Elizabeth Christy Kopf Professor of Art,,,"B.F.A., M.F.A., Rhode Island School of Design"
158,Miyuki Hatano-Cohen,Lecturer in Japanese,,,"B.A., Tohoku Gakuin University"
159,Kenneth S. Hawes,Senior Lecturer in Education,,,"B.S., Massachusetts Institute of Technology; Ed.M., Ed.D., Harvard University"
160,David P. Hawkins A2,Associate Professor of Geosciences,,,"B.A., Clark University; M.A., George Washington University; Ph.D., Massachusetts Institute of Technology"
161,Gretchen Hayden-Ruckert,"Instructor in Physical Education, Recreation and Athletics",,,
162,Michael J. Hearn,Professor of Chemistry,,,"B.A., Rutgers University; M.S., M.Phil., Ph.D., Yale University"
163,Simone Helluy,Senior Instructor in Biological Sciences Laboratory,,,"Maîtrise des Sciences, Doctorat, USTL (France); Ph.D., University of Alberta (Canada)"
164,Beth Ann Hennessey,Professor of Psychology,,,"A.B., Brown University; M.Ed., Lesley College; Ph.D., Brandeis University"
165,Mark S. Henry,Senior Music Performance Faculty in Double Bass,,,"B.M., Berklee College of Music; M.M., University of Massachusetts (Lowell)"
166,Jean Herbst,Instructor in Computer Science Laboratory,,,"B.S., University of Wisconsin (Madison); M.S., University of Rhode Island"
167,Rosanna Hertz,Class of 1919 – 50th Reunion Professor of Women’s and Gender Studies and Sociology,,,"B.A., Brandeis University; M.A., Ph.D., Northwestern University"
168,Alison Hickey,Associate Professor of English,,,"A.B., Harvard and Radcliffe Colleges; M.A., M.Phil., Ph.D., Yale University"
169,Monica R. Higgins,Postdoctoral Fellow in Environmental Studies,,,"B.S., University of Pittsburgh; M.S., University of Michigan"
170,Ellen C. Hildreth,Professor of Computer Science,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
171,Eric Hilt,Associate Professor of Economics,,,"A.B., Occidental College; M.Phil., Ph.D., Columbia University"
172,Philip Steven Hirschhorn,Professor of Mathematics,,,"B.S., Brooklyn College of City University of New York; Ph.D., Massachusetts Institute of Technology"
173,Edward Craig Hobbs,Professor of Religion,,,"Ph.B., S.T.B., Ph.D., University of Chicago"
174,Thomas Peter Hodge,Professor of Russian,,,"B.A., Pomona College; M.A., Oxford University; M.A., Ph.D., Stanford University"
175,Randall Hodgkinson,Music Performance Faculty in Piano,,,"B.M., M.M., New England Conservatory of Music"
176,Soo Hong,Assistant Professor of Education,,,"B.A., M.T., University of Virginia; Ed.D., Harvard University"
177,Greg Hopkins,Music Performance Faculty in Jazz Trumpet,,,
178,Leah Hottois,"Instructor in Physical Education, Recreation, and Athletics",,,"B.A., Texas A&M University"
179,Janie E. Howland,Lecturer in Theatre Studies ,,,"B.A., University of Pennsylvania; M.F.A., Brandeis University"
180,Yue Hu,Associate Professor of Physics,,,"B.S., Beijing University; M.S., Ph.D., Cornell University"
181,Adrian Huang,Instructor in Chemistry Laboratory,,,"B.S., Xian Tang University; M.S., Duquesne University; Ph.D., University of California (Los Angeles)"
182,Jeff Hughes,Lecturer in Biological Sciences,,,"B.A., Boston University; M.S., University of Washington; Ph.D., University of Rhode Island"
183,Nora Hussey,"Director, Theatre and Theatre Studies Program",,,"B.A., Mundelein College"
184,Jonathan B. Imber A,Jean Glasscock Professor of Sociology,,,"B.A., Brandeis University; M.A., Ph.D., University of Pennsylvania"
185,Michael Jeffries A2,Knafel Assistant Professor of Social Sciences,Assistant Professor of American Studies,,"A.B., Swarthmore College; Ph.D., Harvard University"
186,Laura Jeppesen,Senior Music Performance Faculty in Viola da Gamba,,,"B.A., Wheaton College; M.M., Yale University"
187,Doug Johnson,Senior Music Performance Faculty in Jazz Piano,,,"B.M., Michigan State University;  M.M., New England Conservatory of Music"
188,Jeannine Johnson,Lecturer in the Writing Program,,,"B.A., Haverford College; Ph.D., Yale University"
189,Jenny Olivia Johnson A,Assistant Professor of Music,,,"B.A., Barnard College; M.M., Manhattan School of Music; Ph.D., New York University"
190,Kristina Niovi Jones,Adjunct Assistant Professor of Biological Sciences,"Director, Wellesley College Botanic Gardens",,"B.S., Stanford University; Ph.D., University of California"
191,William A. Joseph A2,Professor of Political Science,,,"B.A., Cornell University; M.A., Ph.D., Stanford University"
192,Joseph P. Joyce,Professor of Economics,,,"B.S.F.S., Georgetown University; M.A., Ph.D., Boston University"
193,Marion R. Just,"William R. Kenan, Jr. Professor of Political Science",,,"B.A., Barnard College; M.A., Johns Hopkins University; Ph.D., Columbia University"
194,Stella Kakavouli,Instructor in Computer Science Laboratory,,,"B.S., National Technical University (Athens, Greece); M.S., Brown University"
195,Gamil Kaliouby,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Ain Shams University (Egypt); M.A., Military Academy (Egypt)"
196,Lidwien Kapteijns,Elizabeth Kimball Kendall and Elisabeth Hodder Professor of History,,,"B.A., Universiteit van Amsterdam; M.A., University of London; Doctoraal, Ph.D., Universiteit van Amsterdam"
197,Anastasia Karakasidou,Professor of Anthropology,,,"B.A., College of Wooster; M.A., Brandeis University; M.A., Bryn Mawr College; M.Phil., Ph.D., Columbia University"
198,Margaret Keane A,Professor of Psychology,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology"
199,David Kelley A2,Assistant Professor of Art,,,"B.A., Trinity College; M.F.A., University of California (Irvine)"
200,Megan Kerr,Associate Professor of Mathematics,,,"B.A., Wellesley College; Ph.D., University of Pennsylvania"
201,Pinar Keskin-Bonatti,Assistant Professor of Economics,,,"B.A., Bilkent University; M.A., M. Phil., Ph.D., Yale University"
202,Julia  King,PERA Assistant Professor of the Practice,,,"B.A., Bowdoin College; M.A., Trinity College"
203,Steve Kirby,Music Instructor in Jazz Guitar,,,"B.A., Berklee College of Music; M.M. University of Massachusetts (Amherst)"
204,Vanja Klepac-Ceraj,Assistant Professor of Biological Sciences,,,"B.S., Beloit College; Ph.D., Massachusetts Institute of Technology"
205,Monica Klien,Visting Lecturer in Spanish,,,"B.A., Arizona State University; M.A., Universidad Nacional Autonoma de Mexico; Ph.D., Boston University"
206,Yu Jin Ko,Professor of English,,,"B.A., Columbia University; M.A., Cambridge University (Clare College); Ph.D., Yale University"
207,T. James Kodera,Professor of Religion,,,"B.A., Carleton College; M.A., M.Phil., Ph.D., Columbia University"
208,Philip L. Kohl,Kathryn Wasserman Davis Professor of Slavic Studies,Professor of Anthropology,,"B.A., Columbia University; A.M., Ph.D., Harvard University"
209,Nancy Harrison Kolodny,Nellie Zuckerman Cohen and Anne Cohen Heller Professor of Health Sciences,Professor of Chemistry,,"B.A., Wellesley College; Ph.D., Massachusetts Institute of Technology"
210,Martina Königer,Adjunct Assistant Professor of Biological Sciences,,,"Diploma, Ph.D., University of Würzburg (Germany)"
211,Joel Krieger,Norma Wilentz Hess Professor of Political Science,,,"B.A., Yale College; Ph.D., Harvard University"
212,Jennifer A. Kroll,PERA Associate Professor of the Practice,,,"B.S., Northwestern University; M.S., University of Kentucky"
213,Jens Kruse A1,Professor of German,,,"Staatsexamen, Universität Hamburg; M.A., Indiana University; Ph.D., University of California (Los Angeles)"
214,Kyra Kulik-Johnson,Visiting Lecturer in Psychology,,,"B.A., Boston College; Ed.M., Harvard University Graduate School of Education; Ph.D., Boston College"
215,Brian K. Kuscher,PERA Assistant Professor of the Practice,,,"B.A., Franklin Pierce University; M.A., Concordia University"
216,Megan LaBella,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
217,Michelle LaBonte,Instructor in Biological Sciences Laboratory,,,"B.A., Princeton University; Ph.D., Harvard University"
218,Yuan-Chu Ruby Lam,Professor of Chinese,,,"B.A., M.A., Ph.D., Harvard University"
219,Karen Lange,Assistant Professor of Mathematics,,,"B.A., Swarthmore College; M.S., Ph.D., University of Chicago"
220,Steve Langone,Music Instructor in Jazz-Rock-Latin Drums,,,"B.A., Berklee College of Music"
221,Riyaz Latif,Visiting Lecturer in South Asia Studies,,,"Dip.Arch., Institute of Environmental Design, India; M.A., Ph.D., University of Minnesota"
222,Flavia Laviosa,Senior Lecturer in Italian Studies,,,"B.A., University of Bari (Italy); M.A., Ph.D., State University of New York (Buffalo)"
223,Josh Lederman,Visiting Lecturer in the Writing Program,,,"B.A., Clark University; M.F.A., Boston University; Ph.D., Indiana University of Pennsylvania"
224,Eun-Jo Lee,Visiting Lecturer in Korean,,,"B.A., Ewha Women’s University; M.A., University of Texas (Austin)"
225,Sohie Moody Lee,Senior Instructor in Computer Science Laboratory,,,"B.S., Cornell University; M.S., Stanford University; Ph.D., University of California (San Diego)"
