,name,title,title2,title3,education
226,Sun-Hee Lee,Assistant Professor of Korean,,,"B.A., M.A., Ph.D., Yonsei University; Ph.D., Ohio State University"
227,Yoon Sun Lee,Professor of Engish,,,"A.B., Harvard College; Ph.D., Yale University"
228,Phillip Levine,Katharine Coman and A. Barton Hepburn Professor of Economics,,,"B.S., M.S., Cornell University; Ph.D., Princeton University"
229,Andrea Gayle Levitt A2,Margaret Clapp ’30 Distinguished Alumna Professor of French and Linguistics,,,"B.A., Wellesley College; M.A., M.Phil., Ph.D., Yale University"
230,Peggy Levitt A2,Professor of Sociology,,,"B.A., Brandeis University; M.S., Columbia University; Ph.D., Massachusetts Institute of Technology"
231,David Lindauer,Stanford Calderwood Professor of Economics,,,"B.S., City College of City University of New York; A.M., Ph.D., Harvard University"
232,Heping Liu,Associate Professor of Art,,,"B.A., Guangzhou Institute of Foreign Languages (China); M.A., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
233,Liang Kok Liung,"Instructor in Physical Education, Recreation and Athletics",,,
234,Kenneth Loewit,Theatre Production Manager,,,
235,Melinda Lopez,Lecturer in Theatre Studies,,,"B.A., Dartmouth College; M.A., Boston University"
236,Adrienne Lucas A,Assistant Professor of  Economics,,,"B.A., Wesleyan University; M.A., Ph.D., Brown University"
237,Margery Lucas,Professor of Psychology and Cognitive and Linguistic Sciences,,,"B.S., Pennsylvania State University; M.S., Ph.D., University of Rochester"
238,Barry Lydgate,Professor of French,,,"B.A., M.Phil., Ph.D., Yale University"
239,Kathryn L. Lynch,Katharine Lee Bates and Sophie Chantal Hart Professor of English,Dean of Faculty Affairs,,"B.A., Stanford University; M.A., Ph.D., University of Virginia"
240,Paul MacDonald,Assistant Professor of Political Science,,,"B.A., University of California (Berkeley); M.A., Ph.D., Columbia University"
241,Yoshimi Maeno,Senior Lecturer in Japanese,,,"B.A., Baika Women’s College (Japan); M.A., West Virginia University; Ed.M., Ed.D., Harvard University"
242,Martin A. Magid,Professor of Mathematics,,,"B.A., Brown University; M.S., Yale University; Ph.D., Brown University"
243,Patricia Magill,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Marquette University"
244,Sherry D. Makerney,PERA Assistant Professor of the Practice,,,"B.S., University of Northern Colorado"
245,Frances Malino,Sophia Moses Robison Professor of Jewish Studies and History,,,"B.A., Skidmore College; M.A., Ph.D., Brandeis University"
246,Stephen Anthony Marini,Elisabeth Luce Moore Professor of Christian Studies,Professor of Religion,,"B.A., Dickinson College; Ph.D., Harvard University"
247,Louise Marlow A,Professor of Religion,,,"B.A., Cambridge University; M.A., Ph.D., Princeton University"
248,Amy Bliss Marshall ,Mellon Postdoctoral Fellow in East Asian Languages & Literatures and History,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Brown University"
249,Eugene Marshall,Assistant Professor of Philosophy,,,"Ph.D., University of Wisconsin (Madison)"
250,Nancy Marshall,Adjunct Associate Professor of Women’s and Gender Studies,,,"B.A., Oberlin College; M.A., University of Connecticut (Storrs); Ed.D., Harvard University"
251,Lance Alexander Martin,Music Performace Faculty in Jazz Flute,,,
252,Meredith Martin A1,Assistant Professor of Art,,,"B.A., Princeton University; M.A., Ph.D., Harvard University"
253,Catherine Masson A,Professor of French,,,"Licence, Maîtrise, Université de Haute Bretagne (Rennes); Ph.D., University of Michigan (Ann Arbor)"
254,Irene Mata,Assistant Professor of Women’s and Gender Studies,,,"B.A., M.A., New Mexico State University; Ph.D., University of California (San Diego)"
255,Katherine Matasy,Senior Music Performance Faculty in Clarinet and Classical Saxophone,,,"B.A., M.M.A., New England Conservatory of Music"
256,Y. Tak Matsusaka,Associate Professor of History,,,"B.A., Brandeis University; M.A., Ph.D., Harvard University"
257,Julie Ann Matthaei,Professor of Economics,,,"B.A., University of Michigan (Ann Arbor); M.A., M.Phil., Ph.D., Yale University"
258,Adam G. Matthews,Visiting Lecturer in Biological Sciences,,,"A.B., Ph.D., Harvard University"
259,Andrea Matthews,Senior Music Performance Faculty in Voice,,,"A.B., Princeton University"
260,Heather Rose Mattila A,Knafel Assistant Professor of Natural Sciences,Assistant Professor of Biological Sciences,,"B.Sc., Ph.D., University of Guelph (Ontario, Canada)"
261,Deborah C. Matzner,Assistant Professor of Anthropology,,,"B.A., Columbia University; M.A., Ph.D., New York University"
262,Amanda M. McCarthy,Senior Instructor in Chemistry Laboratory,,,"B.S., M.S., Syracuse University"
263,Janet McDonough,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Simmons College; M.S., Harvard University"
264,Patrick J. McEwan,Associate Professor of Economics,,,"B.A., University of Illinois (Urbana-Champaign); M.A., Ph.D., Stanford University"
265,Phyllis McGibbon A2,Professor of Art,,,"B.F.A., M.F.A., University of Wisconsin (Madison)"
266,Tracy L. McGinnis,Music Performance Faculty in Bassoon,,,"B.M.A.S., University of Delaware; M.M., New England Conservatory of Music"
267,Mary Kate McGowan,Professor of Philosophy,,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
268,Alison G. McIntyre,Virginia Onderdonk ’29 Professor of Philosophy,,,"B.A., M.A., Tufts University; Ph.D., Princeton University"
269,Robin McKnight,Associate Professor of Economics,,,"B.A., Amherst College; Ph.D., Massachusetts Institute of Technology"
270,Kim Katris McLeod,Professor of Astronomy,,,"B.A., Cornell University; Ph.D., University of Arizona"
271,Craig McNutt,Music Performance  Faculty in Percussion,,,"B.M., Hartt School of Music; M.M., Yale University; D.M.A., New England Conservatory of Music"
272,Julia M. McPhee,PERA Associate Professor of the Practice,,,"B.A., Middlebury College; M.A., Trinity College"
273,Salem Mekuria A2,Luella LaMer Professor of Women’s Studies,Professor of Art,,"B.A., Macalester College; M.A., San Francisco State University"
274,Qing-Min Meng,Senior Lecturer in Art,,,"B.F.A, Shanghai Teachers’ University; M.F.A., Miami University (Ohio)"
275,Ifeanyi A. Menkiti A,Professor of Philosophy,,,"B.A., Pomona College; M.S., Columbia University; M.A., New York University; Ph.D., Harvard University"
276,Emileigh M. Mercer,"Instructor in Physical Education, Recreation and Athletics",,,"A.B., Bowdoin College"
277,P. Takis Metaxas,Professor of Computer Science,,,"B.Sc., University of Athens (Greece); Ph.D., Dartmouth College"
278,Robert Meyer,Biedenharn Distinguished Visiting Professor of Physics,,,"B.A., Ph.D., Harvard University"
279,Susan L. Meyer,Professor of English,,,"B.A., Johns Hopkins University; M.A., University of California (Los Angeles); M.A., M.Phil., Ph.D., Yale University"
280,Cercie Miller,Senior Music Performance Faculty in Jazz Saxophone,,,"Director, Wellesley BlueJazz"
281,Vicki E. Mistacco,Professor of French,,,"B.A., New York University; M.A., Middlebury College; M.Phil., Ph.D., Yale University"
282,Julia Hendrix Miwa,Associate Professor of Chemistry,,,"B.A., Haverford College; Ph.D., Massachusetts Institute of Technology"
283,Tony Mohammed,PERA Assistant Professor of the Practice,,,"B.A., Kenyon College; M.A., St. Lawrence University"
284,Katrin Monecke,Assistant Professor of Geosciences,,,"B.S., M.S., University of Hannover (Germany); Ph.D., Institute of Technology (Zurich, Switzerland)"
285,Katharine H.S. Moon,Edith Stix Wasserman Professor of Asian Studies,Professor of Political Science,,"A.B., Smith College; M.A., Ph.D., Princeton University"
286,Marianne V. Moore A1,Professor of Biological Sciences,,,"B.A., Colorado College; M.S., Iowa State University; Ph.D., Dartmouth College"
287,Codruţa Morari,Assistant Professor of French,,,"B.A., Babes-Bolyai University (Romania), B.A.,M.A., Ph.D., University of Paris III"
288,Carolyn A. Morley A,Professor of Theatre Studies and Japanese,,,"B.A., Oberlin College; M.A., University of British Columbia; Ph.D., Columbia University"
289,Andrew Mowbray,Visiting Lecturer in Art,,,"B.F.A., Maryland Institute College of Art; M.F.A., Cranbrook Academy of Art"
290,James Moyer,Instructor in Chemistry Laboratory,,,"B.S., Marquette University; M.S., Ph.D., Yale University"
291,Nancy Elliott Mukundan,Instructor in Chemistry Laboratory,,,"B.A., Wellesley College; Ph.D., Emory University"
292,Craig N. Murphy A,M. Margaret Ball Professor of International Relations,Professor of Political Science,,"B.A., Grinnell College; M.A., Ph.D., University of North Carolina (Chapel Hill)"
293,Jacqueline Marie Musacchio,Professor of Art,,,"B.A., Wellesley College; M.A., Ph.D., Princeton University"
294,Eni Mustafaraj,Norma Wilentz Hess Fellow in Computer Science,,,"M.Eng., Polytechnic University of Tirana (Albania); Ph.D., Philipps-Universität Marburg (Germany)"
295,Maria Dulce F. Natividad,Visiting Lecturer in Women’s and Gender Studies,,,"B.A., University of the Philippines; M.P.H., Ph.D., Columbia University"
296,James William Noggle,Professor of English,,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
297,Thomas Nolden,Professor of German,,,"Staatsexamen, Universität Tübingen; M.A., Ph.D., Yale University"
298,Julie K. Norem,Margaret Hamm Professor of Psychology,,,"A.B., University of Chicago; Ph.D., University of Michigan"
299,Elizabeth Oakes,Instructor in Chemistry Laboratory,,,"B.A., Bryn Mawr College; Ph.D., University of Wisconsin (Madison)"
300,Pashington Obeng,Associate Professor of Africana Studies,,,"B.A., University of Ghana; Th.M., Princeton Theological Seminary; Ph.D., Boston University"
301,Kimberly H. O’Donnell,Senior Lecturer in Biological Sciences,,,"A.B., Brown University; Ph.D., Brandeis University"
302,James Oles,Senior Lecturer in Art,,,"B.A., Yale University; J.D., University of Virginia; M. Phil., Ph.D., Yale University"
303,David Olsen A,Assistant Professor of Art,,,"B.F.A., University of Washington (Seattle); M.A., M.F.A., University of Wisconsin (Madison)"
304,Keri O’Meara,PERA Associate Professor of the Practice,,,"B.A., Montclair State University; Ed.M., Bloomsburg University"
305,R. Alexander D. Orquiza,Mellon Postdoctoral Fellow in American Studies,,,"B.A., University of California (Berkeley); M.S., University of Edinburgh; M.A., Ph.D., Johns Hopkins University"
306,Alejandra Osorio A2,Associate Professor of History,,,"B.A., M.A., New York University; Ph.D., State University of New York at Stony Brook"
307,Geofred Osoro,Visiting Lecturer in Africana Studies,,,"B.A., Moi University; M.A., University of Nairobi"
308,Liz Owen,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Minnesota"
309,Kazuko Ozawa,Lecturer in Japanese,,,"B.A., Sacred Heart University (Tokyo)"
310,Robert L. Paarlberg,Betty Freyhof Johnson ’44 Professor of Political Science,,,"B.A., Carleton College; Ph.D., Harvard University"
311,Sergio Parussa,Associate Professor of Italian Studies,,,"Laurea in Lettere, Università degli studi di Torino (Italy); M.A., Ph. D., Brown University"
312,Donna A. Patterson,Assistant Professor of Africana Studies,,,"B.A., University of Houston; M.A., Ph.D., Indiana University"
313,Carol Ann Paul A,Senior Instructor in Neuroscience Laboratory,,,"B.A., Keele University (England)"
314,Timothy Walter Hopkins Peltason A2,Professor of English,,,"A.B., Harvard College; M.A., Ph.D., Yale University"
315,T. Kaye Peterman,Susan M. Hallowell and Ruby Frances Howe Farwell Professor of Biological Sciences,,,"B.S., Texas A & M University; Ph.D., Duke University"
316,James Michael Petterson A2,Professor of French,,,"B.A., Reed College; M.A., Columbia University; Ph.D., University of California (Berkeley)"
317,Caitlin Pickul,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., Providence College; M.B.A., Loyola University Chicago"
318,Jessica Polito,Lecturer in the Quantitative Reasoning Program,,,"B.A., Harvard University; Ph.D., University of California (Berkeley)"
319,Anjali Prabhu,Associate Professor of French,,,"B.A., Jawaharlal Nehru University (India); M.A., Purdue University; Ph.D., Duke University"
320,Taryn Provencher,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Syracuse University"
321,Jennie E. Pyers,Associate Professor of Psychology,,,"B.A., Smith College; Ph.D., University of California (Berkeley)"
322,Ginny Quinan,Instructor in Neuroscience Laboratory,,,"B.A., Regis College"
323,Ryan Alexander Quintana,Assistant Professor of History,,,"B.A., University of Tennessee (Knoxville); M.A., Ph.D., University of Wisconsin (Madison)"
324,William W. Quivers A,Associate Professor of Physics,,,"B.S., Morehouse College; S.M., Ph.D., Massachusetts Institute of Technology"
325,Mala Radhakrishnan,Assistant Professor of Chemistry,,,"A.B., Harvard University; Ph.D., Massachusetts Institute of Technology"
326,Smitha Radhakrishnan,Assistant Professor of Sociology,,,"A.B., M.A., Ph.D., University of California (Berkeley)"
327,Yasmine Ramadan,Mellon Postdoctoral Fellow in Middle Eastern Studies,,,"B.A., M.A., American University (Cairo); M.A., M.Phil., Columbia University"
328,Carlos Ramos,Professor of Spanish,,,"Licenciatura, Universidad Central de Barcelona; M.A., Emerson College; Ph.D., Boston University"
329,Valerie Ramseyer A,Associate Professor of History,,,"A.B., Smith College; M.A., Ph.D., University of Chicago"
330,Nikhil Rao,Associate Professor of History,,,"B.A., Stanford University; M.A., Ph.D., University of Chicago"
331,Paul I. Reisberg,Adjunct Assistant Professor of Chemistry,,,"B.S., Rensselaer Polytechnic Institute; Ph.D., Rice University"
332,Joy Renjilian-Burgy,Associate Professor of Spanish,,,"B.A., Mount Holyoke College; A.M., Harvard University"
333,Dave Renninger,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Connecticut College"
334,Susan M. Reverby A,Marion Butler McLean Professor in the History of Ideas,Professor of Women’s and Gender Studies,,"B.S., Cornell University; M.A., New York University; Ph.D., Boston University"
335,Daniela Rivera,Assistant Professor of Art,,,"M.F.A., Museum of Fine Arts (Boston)"
336,Lois P. Roach,Lecturer in Theatre Studies,,,"B.S., Emerson College; M.A., Lesley College"
337,Nicholas L. Rodenhouse,Frost Professor in Environmental Science,Professor of Biological Sciences,,"A.B., Hope College; M.S., Iowa State University; Ph.D., Dartmouth College"
338,Lisa Rodensky,Barbara Morris Caspersen Associate Professor in the Humanities,Associate Professor of English,,"B.A., Wellesley College; J.D., Harvard Law School; Ph.D., Boston University"
339,Guy M. Rogers A2,Mildred Lane Kemper Professor of History and Classical Studies,,,"B.A., University of Pennsylvania; B.A., University of London; M.A., Ph.D., Princeton University"
340,Lawrence A. Rosenwald,Anne Pierce Rogers Professor of American Literature,Professor of English,,"B.A., M.A., Ph.D., Columbia University"
341,Casey G. Rothschild,Assistant Professor of Economics,,,"A.B., Princeton University; Ph.D., Massachusetts Institute of Technology"
342,David Russell,Music Performance Faculty in Cello,"Director, Wellesley Chamber Music Society",,"B.M., Eastman School; M.M., University of Akron; D.M.A., SUNY (Stony Brook)"
343,Dana Russian,Music Performance Faculty in Trumpet,,,"B.A., Colby College"
344,Markella B. Rutherford,Associate Professor of Sociology,,,"B.A., Mississippi College; M.A., University of Memphis; Ph.D., University of Virginia"
345,Margery M. Sabin,Lorraine C. Wang Professor of English,,,"B.A., Radcliffe College; M.A., Ph.D., Harvard University"
346,Britt Salapek,PERA Assistant Professor of the Practice,,,"B.S., M.S., Slippery Rock University"
347,Gabriella Sanchez,Visiting Lecturer in Women’s and Gender Studies,,,"B.A., M.A., Ph.D., Arizona State University"
348,Nancy Scherer,Jane Bishop ’51 Associate Professor of Political Science,,,"B.A., Lafayette College; J.D., Emory University; Ph.D., University of Chicago"
349,Andrew Schultz,Assistant Professor of Mathematics,,,"B.S., Davidson College; M.S., Ph.D., Stanford University"
350,Adam Schwartz,Senior Lecturer in the Writing Program,,,"B.A., Macalester College; M.A., University of Chicago; M.F.A., Ph.D., University of Iowa"
351,Betsy Lin Seder,Visiting Lecturer in Art,,,"B.A., Brown University; M.A, New York University; M.F.A., University of California (Irvine)"
352,Inela Selimović,Visiting Lecturer in Spanish,,,"B.A., University of the South; M.A., Ph.D, University of Kentucky"
353,Andrea S. Sequeira A2,Associate Professor of Biological Sciences,,,"M.S., Ph.D., University of Buenos Aires (Argentina)"
354,Matthew Sergi,Assistant Professor of English,,,"B.F.A., New York University; Ph.D., University of California (Berkeley)"
355,Orit Shaer A,Luce Assistant Professor of Computer Science,,,"B.A., Academic College of Tel-Aviv; M.S., Ph.D., Tufts University"
356,Sima Shakhsari,Assistant Professor of Women’s and Gender Studies,,,"B.S., M.A., San Francisco State University; Ph.D., Stanford University"
357,Carla Shalaby,Visiting Lecturer in Education,,,"B.A., M.Ed., Rutgers College; M.Ed., Harvard Graduate School of Education"
358,Lois Shapiro,Senior Music Performance Faculty in Piano,,,"B.Mus., Peabody Institute of Music; M.Mus., Yale University School of Music; D.Mus., Indiana University School of Music (Bloomington)"
359,Kartini Shastry A,Assistant Professor of Economics,,,"A.B., Brown University; A.M., Ph.D., Harvard University"
360,Aaron Sheehan,Music Performance Faculty in Voice,,,"B.A., Luther College; M.M., Indiana University (Bloomington)"
361,Andrew Shennan,Professor of History,Provost and Dean of the College,,"B.A., M.A., Ph.D., Cambridge University (Corpus Christi College)"
362,Vernon L. Shetley,Professor of English,,,"A.B., Princeton University; M.A., M.Phil., Ph.D., Columbia University"
363,Alan Shuchat,Professor of Mathematics,,,"B.S., Massachusetts Institute of Technology; M.S., Ph.D., University of Michigan (Ann Arbor)"
364,Neelima Shukla-Bhatt,Assistant Professor of South Asia Studies,,,"B.A., M.A., Maharaja Sayajirao University of Baroda (India); M.Div., Ph.D., Harvard University"
365,Randy Shull,Professor of Computer Science,,,"B.A., Humboldt State University; M.S., University of New Hampshire; M.A., Ph.D., Dartmouth College"
366,Frederic W. Shultz,Professor of Mathematics,,,"B.S., California Institute of Technology; Ph.D., University of Wisconsin (Madison)"
367,Olga Shurchkov,Assistant Professor of Economics,,,"B.A., Wellesley College; Ph.D., Massachusetts Institute of Technology"
368,Daniel Sichel,Professor of Economics,,,"B.A., M.P.P., University of Michigan; Ph.D., Princeton University"
369,Marilyn Sides,Senior Lecturer in English,,,"B.A., M.A., University of Utah; Ph.D., Johns Hopkins University"
370,Linda M. Sieck,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., William Paterson College"
371,Edward Silver,Assistant Professor of Religion,,,"B.A., University of Minnesota (Twin Cities), A.M., Ph.D., University of Chicago"
372,Susan E. Skeath,Professor of Economics,,,"B.A., Haverford College; M.A., Ph.D., Princeton University"
373,Christa D. Skow,Instructor in Biological Sciences Laboratory,,,"B.S., Ph.D., University of Massachusetts (Amherst)"
374,Stephen Slivan,Instructor in Astronomy Laboratory,,,"S.B., S.M., Ph.D., Massachusetts Institute of Technology"
375,Quinn Slobodian,Assistant Professor of History,,,"B.A., Lewis & Clark College; Ph.D., New York University"
376,Sally Sommers Smith,Lecturer in Biological Sciences,,,"B.A., Grinnell College; Ph.D., Tufts University School of Medicine"
377,Mingwei Song,Assistant Professor of Chinese,,,"B.A., Shandong University; M.A., Fudan University; M.Phil., Ph.D., Columbia University"
378,Francesca Southerden,Assistant Professor of Italian Studies,,,"B.A., University of Oxford (Somerville College); M.St., D.Phil., University of Oxford (Hertford College)"
379,Tessa Spillane,PERA Associate Professor of the Practice,,,"B.A., Mount Holyoke College; M.S., Smith College"
380,Glenn Stark,Professor of Physics,,,"B.S., Massachusetts Institute of Technology; M.A., Ph.D., University of California (Berkeley)"
381,Jane E. Starkman,Music Instructor in Baroque Violin,,,"B.M., M.M., New England Conservatory of Music"
382,Raymond James Starr,Theodora Stone Sutton Professor of Classics,Professor of Classical Studies,,"B.A., University of Michigan (Ann Arbor); M.A., Ph.D., Princeton University"
383,Filomina Chioma Steady,Professor of Africana Studies,,,"B.A., Smith College; M.A., Boston University; B.Litt., D.Phil., Oxford University"
384,Nathan L. Stewart,Visiting Lecturer in Biological Sciences,,,"B.A., Carleton College; Ph.D., University of Alaska (Fairbanks)"
385,Suzanne E. Stumpf,"Senior Music Performance Faculty in Flute, Baroque Flute, and Chamber Music",,,"B.A., Wellesley College"
386,Yui Suzuki,Assistant Professor of Biological Sciences,,,"A.B., Bowdoin College; Ph.D., Duke University"
387,Joseph Swingle,Lecturer in Sociology,,,"B.A., Carleton College; M.A., Ph.D., Harvard University"
388,Andre Switala,Visiting Lecturer in Economics,,,"A.M., Ph.D., Brown University"
389,Jill Ann Syverson-Stork,Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
390,Olga Talroze,Coach/accompanist,,,"B.M., M.M, San Francisco Conservatory of Music"
391,Jenny Chui-Chun Tang,Senior Music Performance Faculty in Piano and Keyboard Skills,"Assistant Director, Wellesley Chamber Music Society",,"B.M., M.M., New England Conservatory of Music"
392,Qiuyan Tang,Lecturer in Chinese,,,"B.A., Nanjing Normal University; M.A., Fudan University"
393,Jonathan Tannenhauser,Lecturer in Mathematics,,,"A.B., Harvard University; M.A., Ph.D., University of California (Berkeley)"
394,Corrine Taylor,Senior Lecturer in the Quantitative Reasoning Program,"Director, Quantitative Reasoning Program",,"B.A., College of William and Mary; M.S., Ph.D., University of Wisconsin (Madison)"
395,Marc J. Tetel,Associate Professor of Neuroscience,,,"B.A., Northwestern University; Ph.D., University of Massachusetts (Amherst)"
396,Shiao-Wei Tham,Assistant Professor of Chinese,,,"B.A., National University of Singapore; M.A., Ph.D., Stanford University"
397,Sally A. Theran,Associate Professor of Psychology,,,"B.A., Bates College; M.A., Ph.D., Michigan State University"
398,Marcia E. Thomas,Senior Instructor in Biological Sciences Laboratory,,,"B.S., University of Massachusetts; M.A., Smith College"
399,Rebecca Thornblade,Music Instructor in Cello,,,"B.M., Oberlin Conservatory; M.M., Juilliard School"
400,Brian Tjaden,Theresa Mall Mullarkey Associate Professor of Computer Science,,,"B.A., Amherst College; M.S., Ph.D., University of Washington"
401,Eiko Torii-Williams,Senior Lecturer in Japanese,,,"B.A., Kansai University (Osaka); Ed.M., Ph.D., Boston University"
402,Donna R. Trainor,Instructor in Chemistry Laboratory,,,"B.A., University of Rochester; Ph.D., University of Akron"
403,Marie-Paule Tranvouez,Senior Lecturer in French,,,"D.U.T., Institut Universitaire de Technologie, (Brest); M.A., State University of New York (Stony Brook); Ph.D., University of California (Santa Barbara)"
404,Ann Trenk,Professor of Mathematics,,,"A.B., Harvard University; M.S., Ph.D., Johns Hopkins University"
405,Nina Tumarkin,Professor of History,,,"B.A., University of Rochester; M.A., Ph.D., Harvard University"
406,Franklyn A. Turbak,Associate Professor of Computer Science,,,"S.B., M.S., Ph.D., Massachusetts Institute of Technology"
407,Marilyn T. Turnbull,Senior Instructor in Chemistry Laboratory,,,"B.A., Wellesley College; M.A., University of California (Berkeley)"
408,James Turner,Assistant Professor of Environmental Studies,,,"B.S., Washington and Lee University; A.M., Brown University; Ph.D., Princeton University"
409,Diane Tutin,Lecturer in Education,,,"B.A., Clark University; M.Ed., Framingham State College"
410,"L. Terrell Tyler, Jr.",Associate Professor of English,,,"B.A., Southwestern University (Memphis); M.A., M.Phil., Ph.D., Yale University"
411,Catherine Ulissey,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Emerson College"
412,Adam Van Arsdale,Assistant Professor of Anthropology,,,"B.A., B.S., Emory University; M.A., Ph.D., University of Michigan"
413,Didem Vardar-Ulu,Assistant Professor of Chemistry,,,"B.S., Bilkent University (Turkey); Ph.D., Boston University"
414,Carlos Alberto Vega,Professor of Spanish,,,"A.B., Columbia University; A.M., University of Virginia; Ph.D., Harvard University"
415,Carlos M. Vega,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Kenyon College; M.S., University of Massachusetts (Amherst)"
416,Ann Velenchik,Associate Professor of Economics,"Director, Writing Program",,"B.S.F.S., Georgetown University; Ph.D., Stanford University"
417,Margaret Vendryes,Visiting Lecturer in Art,,,"B.A. Amherst College; M.A. Tulane University; Ph.D., Princeton University"
418,Carla M. Verschoor,Adjunct Assistant Professor of Chemistry,,,"B.S., University of Illinois (Urbana); Ph.D., University of Wisconsin (Madison)"
419,Maurizio S. Viano,Professor of Cinema and Media Studies,,,"Laurea in Lettere Moderne, University of Genova; Ph.D., University of Oregon"
420,Wilton L. Virgo,Diana Chapman Walsh Assistant Professor of Chemistry,,,"A.B., Princeton; Ph.D., Arizona State University"
421,Lynne Spigelmire Viti,Senior Lecturer in the Writing Program,,,"B.A., Barnard College; M.A., Columbia University; Ph.D., J.D., Boston College"
422,Ismar Volić,Associate Professor of Mathematics,,,"B.A., Boston University; M.A., Ph.D., Brown University"
423,Donna Volpe Strouse,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston College; M.S., Psy.D., Nova Southeastern University"
424,James Wallenstein,Newhouse Visiting Professor of Creative Writing,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
425,Maria Waller,Instructor in Geosciences Laboratory,,,"B.A., Wellesley College; M.S., University of Massachusetts"
426,Sarah Wall-Randell A1,Assistant Professor of English,,,"B.A., Wellesley College; M.Phil, St. John’s College (Oxford University); Ph.D., Harvard University"
427,Helen P. Wang,Professor of Mathematics,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Harvard University"
428,David Ward,Professor of Italian Studies,,,"B.A., University of East Anglia (England); M.A., Ph.D., Cornell University"
429,Lauri L. Wardell,Senior Instructor in Physics Laboratory,,,"B.S., Fort Lewis College; M.S., University of Kentucky"
430,Kera M. Washington,Senior Music Performance Faculty in African Diaspora Drumming,"Director, Yanvalou",,"B.A., Wellesley College; M.A., Wesleyan University"
431,Lois Wasserspring,Senior Lecturer in Political Science,,,"B.A., Cornell University; M.A., Princeton University"
432,Wesley Andres Watters,Assistant Professor of Astronomy,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
433,Catherine Wearing,Associate Professor of Philosophy,,,"B.A., McGill University; Ph.D., Harvard University"
434,Deborah Weaver,"Instructor in Physical Education, Recreation and Athletics",,,"Certificate, London School of Contemporary Dance"
435,Andrew C. Webb,Professor of Biological Sciences,,,"B.S., Ph.D., University of Southampton (England)"
436,Dorothy Webb,PERA Associate Professor of the Practice,,,"B.A., University of the Pacific; M.A., Brown University"
437,Akila Weerapana,Associate Professor of Economics,,,"B.A., Oberlin College; A.M., Ph.D., Stanford University"
438,Adam Weiner A,Associate Professor of Russian,,,"B.A., M.A., Ph.D., University of Wisconsin (Madison)"
439,Ellen B. Widmer,Mayling Soong Professor of Chinese Studies,Professor of East Asian Studies,,"B.A. Wellesley College; M.A., Fletcher School of Law and Diplomacy; M.A., Ph.D., Harvard University"
440,Michael Wiest,Assistant Professor of Neuroscience,,,"B.A., Dartmouth College; M.S., Ph.D., Michigan State University"
441,Jeremy B. Wilmer,Assistant Professor of Psychology,,,"B.A., Williams College; Ph.D., Harvard University"
442,Tom Wilson,"Instructor in Physical Education, Recreation and Athletics",,,"B.S.Ed., M.A., Central Missouri State University"
443,Paul M. Wink,Class of 1949 Professor in Ethics,Professor of Psychology,,"B.A., M.A., University of Melbourne; Ph.D., University of California (Berkeley)"
444,Adele Wolfson A1,Nan Walsh Schow ’54 and Howard B. Schow Professor in the Physical and Natural Sciences,Professor of Chemistry,,"B.A., Brandeis University; Ph.D., Columbia University"
445,Winifred Jane Wood,Senior Lecturer in the Writing Program,,,"B.A., University of Illinois (Urbana); M.A., University of Iowa; Ph.D., University of Massachusetts (Amherst)"
446,Austin B. Work,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Lewis and Clark College"
447,Elizabeth Marie Young A,Knafel Assistant Professor of Humanities,Assistant Professor of Classical Studies,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
448,Tom Zajac,Music Performance Faculty in Recorder and Early Winds,"Director, Wellesley Collegium Musicum",,"B.A., Northern Illinois University; M.F.A., Sarah Lawrence College"
449,Ina Zdorovetchi,Music Instructor in Harp,,,"B.M., Bucharest University of Music; B.M., Boston Conservatory; M.M., Boston University College of Fine Arts"
450,Paula Zeitlin,Senior Music Performance Faculty in Jazz Violin,,,"B.A., Earlham College; M.A., University of Chicago"
451,Weina Zhao,Lecturer in Chinese,,,"B.A., Nanjing University; M.A., Clark University"
452,Eve Zimmerman,Associate Professor of Japanese,,,"B.A., University of Pennsylvania; Ph.D., Columbia University"
453,Lena Zuckerwise,Visiting Lecturer in Anthropology,,,"B.A., Mount Holyoke College; Ph.D., University of Massachusetts (Amherst)"
