,name,title,title2,title3,education
48,"Butcher, Kristin A",Marshall I. Goldman Professor of Economics,,,"B.A., Wellesley College; M.S., London School of Economics; M.A., Ph.D., Princeton University"
49,"Cain, William E. A1",Mary Jewett Gaiser Professor of English,,,"B.A., Tufts University; M.A., Ph.D., Johns Hopkins University"
50,"Cameron, Samantha","Instructor in Physical Education, Recreation and Athletics",,,"B.A., San Jose State University; M.A., University of California (Los Angeles)"
51,"Candland, Christopher",Associate Professor of Political Science,,,"B.A., Haverford College; M.A., M.Phil., Ph.D., Columbia University"
52,"Carmell, Michelle",Instructor in Biological Sciences Laboratory,,,"B.A., Dartmouth College; Ph.D., Stony Brook University"
53,"Carpenter, Angela C. A",Associate Professor of Cognitive and Linguistic Sciences,,,"B.A., Wellesley College; M.A., Ph.D., University of Massachusetts (Amherst) "
54,"Carrico-Moniz, Dora A",Associate Professor of Chemistry,,,"B.S., SUNY (Purchase College); M.S., Ph.D., Yale University"
55,"Carter Jackson, Kellie Cherie A",Knafel Assistant Professor of Humanities,Assistant Professor of Africana Studies,,"B.A., Howard University; M.A., Columbia University; Ph.D., Columbia University  "
56,"Cassibry, Kimberly",Associate Professor of Art,,,"B.A., Louisiana State University (Baton Rouge); M.A., University of Texas (Austin); Ph.D., University of California (Berkeley)"
57,"Cezair-Thompson, Margaret",Senior Lecturer in English,,,"B.A., Barnard College; M.A., New York University; Ph.D., City University of New York"
58,"Chalamish, Gil",Lecturer in Jewish Studies,,,"B.E.D., Beit Berl College; M.A., Boston College"
59,"Chan, Clara S.",Lecturer in Mathematics,,,"A.B., Harvard University; M.A., University of Chicago; Ph.D., Massachusetts Institute of Technology"
60,"Chang, Stanley S.",Mildred Lane Kemper Professor of Mathematics,,,"B.A., University of California (Berkeley); M.A., Cambridge University (England); Ph.D., University of Chicago"
61,"Charlton, Robert A.","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Boston University"
62,"Cheek, Jonathan M.",Professor of Psychology,,,"B.A., George Washington University; M.A., University of Texas (Austin); Ph.D., Johns Hopkins University"
63,"Chen, Dai",Senior Lecturer in Chinese,,,"B.A., Shanghai Teachers’ University; M.A., University of Iowa"
64,"Chen, Stephen",Assistant Professor of Psychology,,,"B.A., Rutgers University; Ph.D., University of California (Berkeley) "
65,"Chiasson, Dan",Lorraine C. Wang Professor of English,,,"B.A., Amherst College; Ph.D., Harvard University "
66,"Chin, Calvin T.","Instructor in Physical Education, Recreation and Athletics",,,
67,"Chudy, Jennifer A",Knafel Assistant Professor of Social Sciences,Assistant Professor of Political Science,,"A.B., Brown University; M.A., Ph.D., University of Michigan"
68,"Cleveland, Emily",Visiting Lecturer in Psychology,,,"B.A., Sarah Lawrence College; M.A., Ph.D., Clark University"
69,"Clutario, Genevieve",Andrew W. Mellon Assistant Professor of American Studies,,,"B.A., University of California (Irvine); M.A., Ph.D., University of Illinois (Urbana-Champaign) "
70,"Cochran, Calvin",Lecturer in Quantitate Reasoning,,,"B.A., Hendrix College; M.A., University of California (Irvine)"
71,"Coile, Courtney C. A",Professor of Economics,,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology "
72,"Collins, David",Coach/Collaborative Keyboardist,,,"B.M., Western Michigan University (Kalamazoo); M.M., University of Wisconsin (Madison); Ph.D., New England Conservatory of Music"
73,"Collver-Jacobson, Glorianne",Senior Music Performance Faculty in Guitar and Lute,,,"B.A., University of California (Berkeley)"
74,"Confortini, Catia A1",Associate Professor of Peace and Justice Studies,,,"B.S., Università degli Studi di Firenze; M.A., University of Notre Dame; Ph.D., University of Southern California"
75,"Creef, Elena Tajima",Professor of Women’s and Gender Studies,,,"B.A., University of California (Riverside); M.A., University of California (Santa Barbara); Ph.D., University of California (Santa Cruz)"
76,"Cuba, Lee A2",Professor of Sociology,,,"B.S., Southern Methodist University; M.A., M.Phil., Ph.D., Yale University"
77,"Cudjoe, Selwyn R.",Professor of Africana Studies,,,"B.A., M.A., Fordham University; Ph.D., Cornell University"
78,"Cushman, Thomas",Deffenbaugh de Hoyos Carlson Professor in the Social Sciences,Professor of Sociology,,"B.A., Saint Michael’s College; M.A., Ph.D., University of Virginia"
79,"Darling, Louise",Knafel Assistant Professor of Natural Sciences,Assistant Professor of Biological Sciences,,"B.S., Johns Hopkins University; Ph.D., Rice University"
80,"Datta, Venita",Professor of French,,,"A.B., Bryn Mawr College; M.A., Ph.D., New York University"
81,"Davis, Andrew",Lecturer in Computer Science,,,"B.A., Yale University; M.A., University of Texas at Austin; M.S., Stanford University; Ph.D., University of Pennsylvania"
82,"de Bres, Helena A",Associate Professor of Philosophy,,,"B.A., Victoria University; M.A., Ph.D., Massachusetts Institute of Technology"
83,"de Galbert, Pierre",Visiting Lecturer in Education,,,"B.S., Worcester Polytechnic Institute; M.Ed., Ed.D., Harvard Graduate School of Education"
84,"Delacy, Richard",Lecturer in South Asia Studies,,,"B.A., University of Melbourne (Australia); M.A., Monash University (Australia); M.A., Ph.D., University of Chicago"
85,"Delcourt, Catherine R.",Assistant Professor of Computer Science,,,"B.A., Wellesley College; M.S., Ph.D., Georgia Institute of Technology"
86,"Dendere, Chipo",Assistant Professor of Africana Studies,,,"B.A., Linfield College; M.A., Ph.D., Georgia State University"
87,"DeSombre, Elizabeth R.",Camilla Chandler Frost Professor of Environmental Studies,,,"B.A., Oberlin College; Ph.D., Harvard University "
88,"Deveney, Christen",Assistant Professor of Psychology,,,"B.A., M.A., Ph.D., Harvard University"
89,"DeVos, Jessica",Visiting Lecturer in French,,,"A.B., M.A., Bryn Mawr; M.A., Middlebury College; M.A., M.Phil., Ph.D., Yale University"
90,"Deyette Werkema, Rachel",Visiting Lecturer in Economics,,,"B.A., Wesleyan University; M.A., Ph.D., Harvard University"
91,"Diaz, Viriginia Gabriela",Music Performance Faculty in Violin,,,"B.M., M.M., New England Conservatory of Music"
92,"Diesl, Alexander J. A",Theresa Mall Mullarkey Associate Professor of Mathematics,,,"B.A., M.A., Johns Hopkins University; Ph.D., University of California (Berkeley)"
93,"Dix, Bonnie M.",PERA Associate Professor of the Practice,,,"B.S., University of Vermont; M.S., University of Tennessee (Knoxville)"
94,"Doe, Nicholas K.",Senior Instructor in Chemistry Laboratory,,,"B.A., M.S., University of California (Santa Cruz); M.A., Stanford University"
95,"Dolce, Jocelyne L.",Senior Instructor in Biological Sciences Laboratory,,,"B.Sc., M.Sc., University of Rhode Island"
96,"Dougherty, Carol",Professor of Classical Studies,,,"B.A., Stanford University; M.A., University of California (Santa Barbara); M.A., Ph.D., Princeton University"
97,"Driscoll, Maddison","Instructor in Physical Education, Recreation and Athletics",,,"B.A., Fitchburg State University"
98,"Duprey, Thomas",Music Performance Faculty in Jazz and Classical Trumpet,,,"B.M., Crane School of Music; M.M., New England Conservatory"
99,"Edmondson, Graham C.",Visiting Lecturer in Theatre Studies,,,"B.A., Boston University"
100,"Eldrett, Christopher",Visiting Lecturer in Spanish,,,"B.A., Northern Arizona University; M.A., University of Washington; Ph.D., Boston University  "
101,"Elkins, Sharon K.",Professor of Religion,,,"B.A., Stetson University; M.T.S., Harvard Divinity School; Ph.D., Harvard University"
102,"Ellerby, David",Professor of Biological Sciences,,,"B.S., University of Manchester, UK; Ph.D., University of Leeds, UK"
103,"Ellis, Bethany","Director of Athletics and Chair of Department of Physical Education, Recreation and Athletics",,,"B.A., Yale University; M.Ed., Providence College"
104,"Ellison, Susan H.",Assistant Professor of Anthropology,,,"B.A., Washington University; M.T.S., Harvard Divinity School; A.M., Ph.D., Brown University"
105,"Elmore, Donald E.",Professor of Chemistry,,,"B.A., Grinnell College; Ph.D., California Institute of Technology"
106,"Epsteyn, Alla L. A2",Senior Lecturer in Russian,,,"M.A., Moscow University; Ph.D., Academy of Sciences Institute of World History (Russia)"
107,"Fernandez, Oscar E.",Associate Professor of Mathematics,"Faculty Director, Pforzheimer Learning and Teaching Center",,"B.A., B.S., University of Chicago; Ph.D., University of Michigan (Ann Arbor)"
108,"Fisher, Paul",Associate Professor of American Studies,,,"A.B., Harvard College; B.A., M.A., Trinity College (Cambridge); M.A., M.Phil., Ph.D., Yale University"
109,"Fisher, Sabriya",Assistant Professor of Cognitive and Linguistic Sciences,,,"B.A., Binghamton University; M.S., University of Lyon; Ph.D., University of Pennsylvania"
110,"Fitzpatrick, Liseli",Visiting Lecturer in Africana Studies,,,"B.A., M.A., Ph.D., Ohio State University "
111,"Flynn, Nolan T.",Associate Professor of Chemistry,,,"B.A., St. Olaf College; Ph.D., University of Illinois"
112,"Fontijn, Claire",Phyllis Henderson Carey Professor of Music,,,"B.A., Oberlin College; Certificate, The Royal Conservatory of The Hague; M.A., Ph.D., Duke University"
113,"Foti, Lili",Visiting Lecturer in Chinese,,,"B.A., M.A., National Taiwan University; Ph.D, University of Connecticut"
114,"Freire, Cibele",Norma Wilentz Hess Fellow in Computer Science,,,"B.S., Federal University of Ceara; M.Sc., Ph.D., University of Massachusetts"
115,"French, Richard G. A",Louise Sherwood McDowell and Sarah Frances Whiting Professor of Astrophysics,Professor of Astronomy,,"B.A., M.S., Ph.D., Cornell University"
116,"Friedman, Alice T.",Grace Slack McNeil Professor of American Art,Professor of Art,,"A.B., Radcliffe College; M.Phil., University of London; Ph.D., Harvard University"
117,"Fuller, Gale",Senior Music Performance Faculty in Voice,,,"B.M., Peabody Conservatory of Music; M.M., New England Conservatory of Music"
118,"Ganne-Schiermeier, Marie-Cécile",Lecturer in French,,,"M.A., Ph.D., Boston University"
119,"Gartner, Corinne A.",Associate Professor of Philosophy,,,"B.A., M.A., Stanford University; Ph.D., Princeton University"
120,"Geller, Barbara",Professor of Religion,,,"A.B., Princeton University; M.A., Ph.D., Duke University"
121,"Giersch, C. Pat",Professor of History,,,"B.A., Dartmouth College; Ph.D., Yale University"
122,"Gifford, Beth","Instructor in Physical Education, Recreation and Athletics",,,"B.S., Northeastern University"
123,"Gilbert, Kathleen W.",Instructor in Geosciences Laboratory,,,"B.A., Smith College; M.S., University of Miami"
124,"Gilhuly, Catherine Keane",Professor of Classical Studies,,,"B.A., Wesleyan University; M.A., Ph.D., University of California (Berkeley)"
125,"Gilmore, Leigh",Distinguished Visiting Professor of Women's and Gender Studies,,,"B.A., University of Washington; M.A., University of Washington; Ph.D., University of Washington"
126,"Gleason, Tracy R.",Professor of Psychology,,,"A.B., Dartmouth College; Ph.D., University of Minnesota"
127,"Gobes, Sharon M. H.",Associate Professor of Neuroscience,,,"B.Sc., M.Sc., Leiden University; Ph.D., Utrecht (The Netherlands)"
128,"Goddard, Stacie",Professor of Political Science,"Faculty Director, Madeleine Korbel Albright Institute for Global Affairs",,"A.B., University of Chicago; M.A., M.Phil., Ph.D., Columbia University"
129,"Goldschmitt, K.E. A1",Assistant Professor of Music,,,"B.A., University of California (Los Angeles); M.A., University of California (San Diego); Ph.D., University of California (Los Angeles)"
130,"Gonazalez, Octavio R.",Assistant Professor of English,,,"B.A., Swarthmore College; M.A., Pennsylvania State University; M.A., Ph.D., Rutgers University"
131,"Goree, Robert",Assistant Professor of Japanese,,,"B.A., Westmont College; M.A., Columbia University; M.A., M.Phil., Ph.D., Yale University"
132,"Goss, John",Assistant Professor of Biological Sciences,,,"B.S., Rhodes College; M.Phil., Ph.D., Yale University"
133,"Graham, Lisa",Evelyn Barry Director of the Choral Program,Lecturer in Music,,"B.A., Sonoma State College; M.M., D.M.A., University of Southern California"
134,"Grande, Cori","Instructor in Physical Education, Recreation and Athletics",,,
135,"Grandjean, Katherine",Associate Professor of History,,,"B.A., Yale University; Ph.D., Harvard University"
136,"Grattan, Laura",Jane Bishop '51 Associate Professor of Political Science,,,"B.A., College of William and Mary; M.A., Ph.D., Duke University"
137,"Grattarola, Serena",Visiting Lecturer in Italian Studies,,,"Laurea in Lettere, University of Padua (Italy); M.A., University of California (Los Angeles); A.M., Harvard University"
138,"Greene, Nikki A.",Assistant Professor of Art,,,"B.A., Wesleyan University; M.A., Ph.D., University of Delaware"
139,"Greer, Brenna W. A1",Associate Professor of History,,,"B.A., Beloit College; M.A., Ph.D., University of Wisconsin (Madison)"
140,"Griffith, Alden",Associate Professor of Environmental Studies,,,"B.A., Wesleyan University; Ph.D., University of California (Santa Cruz)"
141,"Grodzicki, William",Visiting Lecturer in Mathematics,,,"B.A., Pomona College; M.S., Ph.D., University of Minnesota"
142,"Grote, Simon A1",Associate Professor of History,,,"A.B., Harvard University; M.Phil., Cambridge University; M.A., Ph.D., University of California (Berkeley)"
143,"Gunther, Scott E.",Professor of French,,,"B.A., Cornell University; D.E.A., Ecole Normale Superieure & Ecole des Hautes Etudes en Sciences Sociales; J.D., Ph.D., New York University"
144,"Gužauskytė, Evelina A2",Associate Professor of Spanish,,,"B.A., Middlebury College; M.A., M.Phil., Ph.D., Columbia University"
145,"Hagimoto, Koichi",Associate Professor of Spanish,,,"B.A., Soka University of America; M.A., Ph.D., University of Pittsburgh"
146,"Hajj, Nadya S.",Associate Professor of Peace & Justice Studies,,,"B.A., University of Virginia; M.A., Ph.D., Emory University"
147,"Hall, Katherine L.",Distinguished Lecturer in Physics,,,"B.A., Wellesley College; M.S., Ph.D., Massachusetts Institute of Technology"
148,"Hall, Mona Lambracht",Senior Instructor in Chemistry Laboratory,,,"B.A., Russell Sage College; Ph.D., Tufts University"
149,"Hall, Nancy Abraham",Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
150,"Hamilton, Mark",Music Instructor in Trombone and Jazz Trombone,,,"B.M. University of Delaware; M.Mus., New England Conservatory of Music "
151,"Hampton, Neal Louis","Conductor, Brandeis-Wellesley Orchestra",,,"B.M., Eastman School of Music; M.M., Boston University"
152,"Hans, Anjeana K.",Associate Professor of German Studies,,,"A.B., M.A., Ph.D., Harvard University"
153,"Harkless, Marianne","Instructor in Physical Education, Recreation and Athletics",,,
154,"Harrison, Emily",Visiting Lecturer in Women's & Gender Studies,,,"B.A., Harvard College; M.S., Harvard School of Public Health; Ph.D., Harvard University  "
155,"Hawes, Kenneth S.",Senior Lecturer in Education,,,"B.S., Massachusetts Institute of Technology; Ed.M., Ed.D., Harvard University"
156,"Hayden-Ruckert, Gretchen","Instructor in Physical Education, Recreation and Athletics",,,
157,"Hennessey, Beth Ann A1",Professor of Psychology,,,"A.B., Brown University; M.Ed., Lesley College; Ph.D., Brandeis University"
158,"Henry, Mark S.",Senior Music Performance Faculty in Double Bass,,,"B.M., Berklee College of Music; M.M., University of Massachusetts (Lowell)"
159,"Herbst, Jean",Senior Instructor in Computer Science Laboratory,,,"B.S., University of Wisconsin (Madison); M.S., University of Rhode Island"
160,"Hertz, Rosanna",Class of 1919 - 50th Reunion Professor of Sociology and Women’s and Gender Studies,,,"B.A., Brandeis University; M.A., Ph.D., Northwestern University"
161,"Hickey, Alison",Associate Professor of English,,,"A.B., Harvard and Radcliffe Colleges; M.A., M.Phil., Ph.D., Yale University"
162,"Higgins, Monica R.",Lecturer in Environmental Studies,,,"B.S., University of Pittsburgh; M.S., Ph.D., University of Michigan"
163,"Hildreth, Ellen C.",Professor of Computer Science,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
164,"Hilt, Eric",Professor of Economics,,,"A.B., Occidental College; M.Phil., Ph.D., Columbia University"
165,"Hirschhorn, Philip Steven",Professor of Mathematics,,,"B.S., Brooklyn College of City University of New York; Ph.D., Massachusetts Institute of Technology"
166,"Hodge, Thomas Peter",Professor of Russian,,,"B.A., Pomona College; M.A., Oxford University; A.M., Ph.D., Stanford University"
167,"Hodgkinson, Randall",Music Performance Faculty in Piano,,,"B.M., M.M., New England Conservatory of Music"
168,"Hoffmann, Russell A.",Music Instructor in Jazz Piano,,,"B.M., University of Texas; M.Ed., Cambridge College"
169,"Holmes, Lauren",Newhouse Visiting Professor of Creative Writing,,,"B.A., Wellesley College; M.F.A., Hunter College"
170,"Hong, Soo",Whitehead Associate Professor of Critical Thought,Associate Professor of Education,,"B.A., M.T., University of Virginia; Ed.D., Harvard University"
171,"Horsikyan, Simona R.","Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Central Arkansas; M.S., Regis College"
172,"Howland, Janie E.",Lecturer in Theatre Studies ,,,"B.A., University of Pennsylvania; M.F.A., Brandeis University"
173,"Hu, Yue",Professor of Physics,,,"B.S., Beijing University; M.S., Ph.D., Cornell University"
174,"Huang, Adrian",Instructor in Chemistry Laboratory,,,"B.A., Xiantang University; Ph.D., University of California (Los Angeles)"
175,"Huhn, Franziska",Music Instructor in Harp,,,"B.M., Boston University; M.Mus., New England Conservatory of Music"
176,"Hussey, Seth","Instructor in Physical Education, Recreation and Athletics",,,"B.S., St. Lawrence University; M.S., Purdue University"
177,"Igrejas, Antonio",Lecturer in Portuguese,,,"B.A., University of Massachusetts (Dartmouth); M.A., Ph.D., University of Massachusetts (Amherst)"
178,"Imber, Jonathan B. A2",Jean Glasscock Professor of Sociology,,,"B.A., Brandeis University; M.A., Ph.D., University of Pennsylvania"
179,"Ingallinella, Laura",Mellon Postdoctoral Fellow in Italian Studies & English,,,"B.A., M.A., University of Catania (Italy); Ph.D., Scuola Normale Superiore (Italy)"
180,"Jackson, Kathryn Alexa",Visiting Lecturer in Chemistry,,,"B.A., Wellesley College"
181,"Jeffries, Michael",Class of 1949 Professor in Ethics,Associate Professor of American Studies,,"A.B., Swarthmore College; Ph.D., Harvard University"
182,"Jennings, Philip",PERA Assistant Professor of the Practice,,,"B.A., Hamilton College; M.Ed., The College of New Jersey"
183,"Jeppesen, Laura",Senior Music Performance Faculty in Viola da Gamba,,,"B.A., Wheaton College; M.M., Yale University"
184,"Johnson, Althea","Instructor in Physical Education, Recreation and Athletics",,,"B.S., Abilene Christian University"
185,"Johnson, Erica",Music Instructor in Organ and College Organist,,,"B.M., Oberlin College and Oberlin Conservatory of Music; M.Mus., New England Conservatory of Music; D.M.A., Eastman School of Music"
186,"Johnson, Erin",Visiting Lecturer in Economics,,,"A.B., Princeton University; Ph.D., University of California (Berkeley)"
187,"Johnson, Jeannine",Senior Lecturer in the Writing Program,,,"B.A., Haverford College; Ph.D., Yale University"
188,"Johnson, Jenny Olivia A2",Associate Professor of Music,,,"B.A., Barnard College; M.M., Manhattan School of Music; Ph.D., New York University"
189,"Johnson, Paula A.",President,Professor of Women's Health Studies,,"B.A., Harvard Radcliffe Colleges; M.P.H., Harvard School of Public Health; M.D., Harvard Medical School"
190,"Jones, Kristina Niovi","Director, Wellesley College Botanic Gardens",Adjunct Assistant Professor of Biological Sciences,,"B.S., Stanford University; Ph.D., University of California"
191,"Joseph, William A. A2",Professor of Political Science,,,"B.A., Cornell University; M.A., Ph.D., Stanford University"
192,"Joskowicz, Claudia",Assistant Professor of Art,,,"B.A., University of Houston; M.F.A., New York University"
193,"Joyce, Joseph P.",M. Margaret Ball Professor of International Relations,Professor of Economics,,"B.S.F.S., Georgetown University; M.A., Ph.D., Boston University"
194,"Ju, Jaehee",Visiting Lecturer in Korean,,,"B.A., Seoul National University; M.A., New England Conservatory"
195,"Kakavouli, Stella",Senior Instructor in Computer Science Laboratory,,,"B.S., National Technical University (Athens, Greece); M.S., Brown University"
196,"Kaliner, Matthew",Visiting Lecturer in Sociology,,,"B.A., Brandeis University; M.A., Ph.D., Harvard University"
197,"Kapteijns, Lidwien A2",Elizabeth Kimball Kendall and Elisabeth Hodder Professor of History,,,"B.A., Universiteit van Amsterdam; M.A., University of London; Doctoraal, Ph.D., Universiteit van Amsterdam"
198,"Karakasidou, Anastasia A2",Professor of Anthropology,,,"B.A., College of Wooster; M.A., Brandeis University; M.A., Bryn Mawr College; M.Phil., Ph.D., Columbia University"
199,"Keane, Margaret",Denise Kellen '68 Professor in the Health Sciences,Professor of Psychology,,"A.B., Harvard College; Ph.D., Massachusetts Institute of Technology "
200,"Kelley, Morgan","Instructor in Physical Education, Recreation and Athletics",,,"B.E., University of Guelph"
201,"Kerr, Megan",Professor of Mathematics,,,"B.A., Wellesley College; Ph.D., University of Pennsylvania"
202,"Kerr, Sari","Senior Research Scientist, Wellesley Centers for Women",Lecturer in Economics,,"Diploma in Economics, University of Kent at Canterbury; M.A., Ph.D.,University of Jyvaskyla, Finland"
203,"Keskin, Pinar",Assistant Professor of Economics,,,"B.A., Bilkent University; M.A., M. Phil., Ph.D., Yale University"
204,"Killpack, Tess L.",Instructor in Biological Sciences Laboratory,,,"B.A., Kalamazoo College; M.A., Loyola Marymount University; Ph.D., University of Wisconsin"
205,"Kirby, Steve",Music Performance Faculty in Jazz Guitar,,,"B.A., Berklee College of Music; M.M. University of Massachusetts (Amherst)"
206,"Klepac-Ceraj, Vanja",Associate Professor of Biological Sciences,,,"B.S., Beloit College; Ph.D., Massachusetts Institute of Technology"
207,"Klinkov, Ariana","Instructor in Physical Education, Recreation and Athletics",,,"B.A., SUNY Binghamton; M.A., Northeastern University "
208,"Ko, Yu Jin A",Professor of English,,,"B.A., Columbia University; M.A., Cambridge University (Clare College); Ph.D., Yale University"
209,"Kodera, T. James",Professor of Religion,,,"B.A., Carleton College; M.A., M.Phil., Ph.D., Columbia University"
210,"Königer, Martina",Adjunct Assistant Professor of Biological Sciences,,,"Diploma, Ph.D., University of Würzburg (Germany)"
211,"Kroll, Jennifer A.",PERA Associate Professor of the Practice,,,"B.S., Northwestern University; M.S., University of Kentucky"
212,"Krontiris, Elizabeth",Visiting Lecturer in the Writing Program,,,"B.A., M.A., University of Chicago; M.A., M.Phil., Yale University"
213,"Kulik-Johnson, Kyra",Lecturer in Psychology,,,"B.A., Boston College; Ed.M., Harvard University Graduate School of Education; Ph.D., Boston College"
